that's awesome; I'm glad we live in this wicked sweet world!!
100.00%: 
14.04%:  I
0.01%:  I'd make
0.01%:  it's more making
0.01%:  I got his middle
0.01%:  we'd never
0.01%:  we'd never call
0.01%:  we'd never call it
0.01%:  all I did was make some
0.01%:  it's more like he's solved a
0.01%:  it's all I read
0.01%:  while I'm at it might as well review
0.01%:  we all hate
0.01%:  I think he also came
0.01%:  it's more that he's well liked
0.01%:  I might have to call
0.01%:  who cares it's still
0.01%:  while I'm still here
0.01%:  I'm glad we're still in
0.01%:  it's weird he's not dead
0.01%:  it's a semi
0.01%:  I don't have the c
0.01%:  it's still like a
0.01%:  it's still like a decade
0.01%:  I think there's a class
0.01%:  he's now the
0.01%:  I've taken his
0.01%:  I have no idea how we'll decide
0.01%:  while I'm doing the
0.01%:  I kinda mis
0.01%:  it has led him
0.01%:  the same goes
0.01%:  wait this is all wrong I
0.02%:  wait this is all wrong I'
0.02%:  wait this is all wrong I've
0.01%:  I'm making the worst
0.01%:  that's all I've come here
0.01%:  it's made him a thing
0.01%:  we'd like him
0.01%:  we'd like him to solve
0.01%:  it's not like he's dead
0.01%:  I don't have a great
0.01%:  I'm still new to this whole
0.01%:  I've grown
0.01%:  I've grown to like this
0.01%:  it gave him more
0.01%:  he doesn't get his middle
0.01%:  I'm wrong that's his middle
0.01%:  we still have him
0.01%:  what I'd like to see is a world
0.01%:  he's more like his
0.01%:  he loved
0.01%:  I have that
0.01%:  we'll give him the credit and
0.01%:  I'll wait here
0.01%:  I was rec
0.01%:  that's all his
0.01%:  that's all his work
0.01%:  it's made him that since
0.01%:  all he did was list
0.01%:  all he did was list some
0.01%:  it's weird to see
0.01%:  all I've said is the
0.01%:  I've made little
0.01%:  that's the world we lived in last week I was
0.01%:  this is all the wrong
0.01%:  he gets called a
0.01%:  it's in a
0.01%:  we've had that since like
0.01%:  I've said all these words with
0.01%:  we all agree that's kind
0.01%:  he likes to
0.01%:  I don't agree with his claims
0.01%:  it's worth two
0.01%:  it's more like that he was
0.01%:  it's like the world's slow
0.01%:  I think the term is '
0.01%:  what it's done is make me wish I'd read
0.01%:  this dream
0.01%:  it's asking
0.01%:  we've all agreed it's kind
0.01%:  it's weird he named
0.01%:  that's the world we live in; I made
0.01%:  he was having
0.01%:  wait that's wrong the
0.01%:  it's more like semi
0.01%:  all he did is write down the
0.01%:  this makes me glad we
0.01%:  this makes me glad we're still
0.01%:  wait this is worse
0.01%:  it's kinda hard to tell who's a
0.01%:  I'd like to see this solved
0.01%:  it's more like he stole
0.01%:  the last line was made
0.01%:  this last line was
0.01%:  I'm in love with his
0.01%:  it's weird that we've made
0.01%:  he's also well
0.01%:  that title'
0.01%:  now that we've got this
0.01%:  I've cried
0.01%:  he's good at math
0.01%:  there I think
0.01%:  while I'm at it let's add
0.01%:  I don't see how he'd like
0.01%:  I think what we're all
0.01%:  I don't care what he likes to
0.01%:  it's kinda gross how I
0.01%:  that idea
0.01%:  this is all the worst
0.01%:  this is where I tell
0.01%:  the world we live in is awesome!!
0.01%:  while we're at it might as well end
0.01%:  he did all that
0.02%:  he did all that work
0.01%:  it's what it's called when two
0.01%:  I'ma lie
0.01%:  this leaves me with like
0.01%:  I wrote it while st
0.01%:  this all kind
0.01%:  that's a little more
0.01%:  while we're at it we might as well sm
0.01%:  we don't like him that
0.01%:  it doesn't seem like we
0.05%:  it doesn't seem like we've made
0.04%:  it doesn't seem like we have
0.04%:  it doesn't seem like we've had
0.02%:  it doesn't seem like we have a word
0.01%:  it doesn't seem like we've heard
0.01%:  it doesn't seem like we're
0.01%:  I wrote this down like
0.01%:  this is the world we live in; I made
0.01%:  what he's doing is called
0.01%:  that's this weird
0.01%:  there's still one
0.01%:  I think the world we'
0.01%:  that was me who'
0.01%:  he loves it
0.01%:  this is all kinda weird
0.01%:  that gave me like
0.01%:  he's still living; I
0.01%:  what's that word
0.01%:  it's the case
0.01%:  it's the case where
0.01%:  the second is weird
0.01%:  I wrote that while taking
0.01%:  I'm kinda glad we were
0.01%:  he still works with
0.01%:  we're still asking that
0.01%:  what he did was call
0.01%:  it's hard to decide the
0.01%:  wait that's screw
0.01%:  seeing
0.01%:  seeing him
0.01%:  I think he's cried
0.01%:  while we're at it I was
0.01%:  I'd never get
0.01%:  while we're making this
0.01%:  he's more with
0.01%:  his work has done
0.01%:  that's wrong; he's still alive!!
0.01%:  this right
0.01%:  it makes him a dad
0.01%:  all I've got here is his sem
0.01%:  I think he's sort
0.01%:  it's making me wish I had read
0.01%:  I'll never admit this
0.01%:  it's the second time he's made it
0.01%:  it's hard to take
0.01%:  I can't read it
0.01%:  this is more like what I'
0.01%:  I'm in over
0.01%:  that's a review
0.01%:  what I've said there was
0.01%:  I think we're still ahead
0.01%:  he's like a dad
0.01%:  I'd like to give him his
0.01%:  this all got
0.01%:  this all got weird
0.01%:  he'd kinda
0.01%:  I think we gave him a medal
0.01%:  wait he did
0.01%:  have we
0.01%:  he's still alive so it's weird when we
0.01%:  I'll have to change
0.01%:  it's weird that he's alive
0.01%:  he's making me
0.01%:  that's the world we lived in last week; I miss
0.01%:  it's a little weird he gets
0.01%:  it's not clear we'd
0.01%:  it's all worth
0.01%:  he's more like the d
0.01%:  he's more like the dads
0.01%:  while we're at it might as well admit
0.01%:  it's him who made it
0.01%:  it's more what I
0.01%:  it's kinda where the
0.01%:  this is what I'd call
0.01%:  that's the last word
0.01%:  that needs
0.01%:  he's still living so I
0.01%:  all he did was change
0.01%:  let's go have
0.01%:  he did it like
0.01%:  there's not that
0.01%:  it doesn't seem like we've had that
0.01%:  I'd like to see him give that
0.01%:  it's moved
0.01%:  it's this thing called a
0.01%:  wait it's weird
0.01%:  I've heard it's a little
0.01%:  we're not all
0.01%:  we're moving the
0.01%:  it's this song I made
0.01%:  wait a sec I'm making
0.01%:  now that I've said it's weird how
0.01%:  that's all lies
0.01%:  that's wrong; it's made him like
0.01%:  wow there
0.01%:  wow there's like
0.01%:  we don't hear
0.01%:  that was the second time
0.02%:  that was the second time I've said
0.01%:  it was like that
0.01%:  I've gotta write this
0.01%:  this isn't all
0.01%:  wow I didn
0.01%:  there's a c
0.01%:  I kinda wish we were still at
0.01%:  it's hard to tell who liked
0.01%:  that's weird since he's still
0.01%:  we've all lost track
0.01%:  that doesn't make him a god
0.01%:  he might've done it
0.01%:  this was a weird thing
0.01%:  what came
0.01%:  what I did there was awesome
0.01%:  I still like the word
0.01%:  it's close
0.01%:  I got a
0.01%:  we talk
0.01%:  it's more like a middle child!!
0.01%:  there's a lot I'd like to see
0.01%:  it's the second word I
0.01%:  it's the second word I made
0.01%:  it's the second word I'
0.01%:  I've heard it's kinda
0.01%:  I might've kinda made all
0.01%:  that's what I've said
0.01%:  it's more like a child than
0.01%:  I've come to like
0.01%:  I've come to like this
0.01%:  I think there's some valid
0.01%:  this was like the 
0.01%:  there's like a giant
0.01%:  write this
0.01%:  that's a work
0.01%:  it doesn't seem like that
0.02%:  it doesn't seem like that's where
0.02%:  it doesn't seem like that's how
0.01%:  it doesn't seem like that's his
0.01%:  it doesn't seem like that's a
0.01%:  his role
0.01%:  will
0.01%:  it's like most
0.01%:  I think this is a good
0.01%:  it's weird how he came
0.01%:  he shared
0.01%:  that's kinda racist;
0.01%:  it makes him the second dad
0.01%:  it's given him like the
0.01%:  we're still living the
0.01%:  we're still living the same
0.01%:  I added the rh
0.01%:  I'll let him decide what'
0.03%:  I'll let him decide what's more
0.01%:  it's more like what his
0.01%:  it's gone over
0.01%:  it killed
0.01%:  I'm making all that shit
0.01%:  that's wrong; this
0.01%:  that's wrong I have
0.01%:  I've made him the world
0.01%:  since he's dead it
0.03%:  since he's dead it's more
0.01%:  since he's dead it's more like the
0.01%:  since he's dead it's more like his
0.01%:  it's a t
0.01%:  he had little
0.01%:  all it did was make me
0.01%:  he was doing it with
0.01%:  I think it's still a
0.01%:  he did this in
0.01%:  it's more like he's given a whole
0.01%:  that's close
0.01%:  it's like the world's most active
0.01%:  the world's like
0.01%:  the world's like this now
0.01%:  we still don't like him
0.01%:  it's more like he's made things
0.01%:  it's called some other thing like
0.01%:  we've called them
0.01%:  he's lived longer
0.01%:  I kinda wish we'd called the
0.01%:  I made that entire
0.01%:  I get it
0.01%:  while it's called
0.01%:  it's worse than we
0.01%:  that's his claim
0.01%:  with some
0.01%:  this gives me a new
0.01%:  it's more like a decade
0.01%:  this is where we all get
0.01%:  what I've said is wrong like
0.01%:  I might have said more
0.01%:  that's still kinda racist
0.01%:  I've not read this
0.01%:  as it
0.01%:  I'm glad we're still in the same
0.01%:  he gets all the credit; I was
0.01%:  while we're at it he was
0.01%:  what I said there is kind
0.01%:  it's making me wish I'd read it
0.01%:  I'm kinda scared that
0.01%:  there's no middle
0.01%:  he's still alive and here'
0.01%:  the claims
0.01%:  he's still alive and it'd
0.01%:  it's a weird thing he did
0.01%:  here I'm making
0.01%:  there's also a whole
0.01%:  I kinda wish he'd lived
0.01%:  that work was called
0.01%:  now that I've read that
0.01%:  it's making me wish he was
0.01%:  he died last week; the
0.01%:  he died last week; the world
0.01%:  I think this made me
0.01%:  that's weird to think
0.01%:  it makes him the worst
0.01%:  wait hold on I'
0.01%:  what I did there is a
0.01%:  all I'm asking
0.01%:  it's their names
0.01%:  it's what I call
0.01%:  he doesn't strike me as a
0.01%:  it's me who is making
0.01%:  we've all agreed to this
0.01%:  what I'm doing here is talk
0.01%:  he still doesn
0.01%:  he still doesn't have
0.01%:  he still doesn't like it
0.01%:  he still doesn't care
0.01%:  I don't like this where
0.01%:  that'd make this
0.01%:  it's this song I'
0.01%:  it's this song I've
0.01%:  he seemed
0.01%:  that'd make me the
0.01%:  this rec
0.01%:  we never called him that;
0.01%:  he gave it to
0.01%:  with me
0.01%:  I wrote this like two
0.01%:  he's still alive so I'm wrong
0.01%:  I think he was less
0.01%:  it was me who did it
0.01%:  I think we're all doomed!!
0.01%:  it's still a closed
0.01%:  that word'
0.01%:  I've got this all screw
0.01%:  we've all since agreed that it
0.01%:  it's called random
0.01%:  this song's like
0.01%:  here's a thing
0.01%:  he gets mad when I call it
0.01%:  all it's done is make him rich!!
0.01%:  we still have like two
0.01%:  we've all gotten
0.01%:  we've had this entire
0.01%:  wow that was like
0.01%:  it's a real thing with
0.01%:  it's making him world
0.01%:  I've added the other
0.01%:  don't ask me where I'
0.01%:  now I've said this twice
0.01%:  it was the title
0.01%:  the world is still awesome
0.01%:  while I'm at it might as well rec
0.01%:  I think these are called
0.01%:  how did we get here;
0.01%:  all he did was write down twelve
0.01%:  he might've worked at
0.01%:  it's a little gross
0.01%:  it's a little gross when
0.01%:  I've no idea how well he
0.02%:  I've no idea how well he liked
0.02%:  I've no idea how well he likes
0.01%:  I've no idea how well he did
0.01%:  I've no idea how well he'
0.05%:  I've no idea how well he's liked
0.01%:  he's still alive too!!
0.01%:  it made the world
0.01%:  we're all like this
0.01%:  I think he's secret
0.01%:  it's still kinda weird how he
0.01%:  it's still kinda weird how he came
0.01%:  that's still the same
0.01%:  it's here that we
0.01%:  it's more like he's a dead
0.01%:  I kinda messed the whole
0.01%:  I'm glad we're all
0.01%:  that last line screw
0.01%:  close
0.01%:  I've tried to make him
0.01%:  all that's made
0.01%:  all that's made him is old
0.01%:  all that's made him is tired
0.01%:  all that's made him is like
0.01%:  all that's made him is sick
0.01%:  I think we'd get
0.01%:  we'll give him some
0.02%:  we'll give him some credit
0.01%:  it's kinda l
0.01%:  I've called him that in
0.01%:  he was at the
0.01%:  it's all I'm doing with
0.01%:  I've since
0.01%:  I've read almost
0.01%:  while we're at it I'm adding that
0.01%:  I've no idea what he worked
0.01%:  it's the lack
0.01%:  we live in the world we did
0.01%:  we still don't give awards
0.01%:  I hate this world we
0.01%:  I did it while
0.01%:  now that I've rec
0.01%:  I don't see how this will ever get me
0.01%:  that's words
0.01%:  this was the sem
0.01%:  when I read it it'
0.01%:  that's all I've done
0.03%:  that's all I've done with
0.01%:  it gets worse when he'
0.01%:  it's more like he's lost
0.01%:  we call his kids
0.01%:  he died last week I
0.01%:  that's a little weird h
0.01%:  I might have re
0.01%:  I think it gives him a
0.01%:  we take
0.01%:  it's more like I'm adding
0.01%:  we have to make
0.01%:  we'd still like the
0.01%:  I get that
0.01%:  it's hard to see how we'd get
0.01%:  I'd still like to see where
0.01%:  I'm kinda glad we missed
0.01%:  I'm kinda glad we missed the
0.01%:  I'm kinda glad we missed that
0.01%:  I think we messed it
0.01%:  it's not that hard
0.01%:  I'd like to review the
0.01%:  I kinda miss the old world we
0.01%:  wait hang
0.01%:  little
0.01%:  he's still alive and he's good
0.01%:  it's like made
0.01%:  it's like made him the
0.01%:  the video game was called
