DON'T THINK PEOPLE ACTUALLY USED "ALACK" LIKE THAT
100.00%: 
16.58%:  CAN
0.16%:  THINK YOU'LL H
0.16%: 'LL LET YOU TAKE THAT HO
0.16%:  NEED YOU TO ACT LIKE AN ACT
0.45%:  NEED YOU TO ACT LIKE AN ACTUAL H
0.16%:  CAN'T DE
0.16%:  ACTUALLY DON'T THINK I COULD T
0.45%:  ACTUALLY DON'T THINK I COULD TELL
0.16%:  ONLY ASKED A
0.16%:  THINK YOU ACT
0.16%:  THINK THAT'S ACTUALLY CALLED "PEN
0.16%:  HATE THE
0.16%:  HAD NO IDEA THE N
0.16%:  COULD TOTALLY USE A HAND IN THAT
0.16%:  THINK YOU SHOULD TELL '
0.16%:  CAN DO IT TO
0.16%:  CAN'T HELP HO
0.16%: 'D LIKE TO DO
0.16%:  COULD CALL THIS
0.20%:  COULD CALL THIS ONE
0.31%:  COULD CALL THIS ONE "THE
0.16%: 'LL LET YOU D
0.16%:  CAN'T HELP THESE
0.16%:  NEED TO PICK UP A C
0.16%:  LOOKED IN THE PLACE THAT I LE
0.16%: 'LL LET YOU DIE IN PEACE AS
0.16%:  PLAN
0.16%:  THINK YOU SHOULD LA
0.16%:  NEED TO TELL YOU THAT I S
0.16%:  SAY THAT
0.16%:  THINK YOU SHOULD CALL AN ACT
0.16%:  CAN SEE THAT ON THE
0.16%:  COULD USE A LITTLE TACT
0.16%:  COULDN'T HELP NOTICE THAT IS ALL
0.16%:  THINK YOU SHOULD ATTEND A
0.16%:  COULD USE A LITTLE HELP AT THE D
0.16%:  COULDN'T HELP THAT ALL
0.16%:  COULD TOTALLY HANDLE THIS T
0.16%:  NOTICE YOU USED "ALACK" IN TH
0.16%:  NEED YOU TO EN
0.16%: 'LL LET YOU USE THE TO
0.28%: 'LL LET YOU USE THE TOILET IN
0.16%:  DON'T LIKE THIS
0.16%:  THINK YOU CAN DE
0.16%:  KINDA CAN'T H
0.67%:  KINDA CAN'T HELP IT
0.52%:  KINDA CAN'T HELP THAT
0.31%:  KINDA CAN'T HELP THAT YOU
0.16%:  COULDN'T HELP THE ALL
0.16%:  COULD TOTALLY USE A LITTLE DI
0.16%:  NEED A LITTLE HELP DO
0.16%:  COULD TOTALLY USE THE HELP AND I
0.16%:  LET YOU KEEP ALL THE S
0.16%:  NEED TO SET
0.16%:  NEED YOU TO NE
0.16%:  CAN ON
0.16%:  PUT THE KEYS IN THE PEN
0.16%:  COULD NOT C
0.16%:  CAN NOT ST
0.16%: 'LL CHAT
0.16%:  HAD NO IDEA THAT YOU SPEAK IN ALL
0.16%: 'LL LET YOU PICK THE TOPIC AND
0.16%:  THINK YOU NEED TO PUT THESE
0.16%: 'LL TAKE THAT AS A NO AND
0.16%:  NEED TO CHECK THE L
0.16%: 'LL TALK TO YOU IN THE PAST L
0.16%:  HAD NO IDEA YOU KEPT THAT UP ALL
0.16%:  NEED TO TELL YOU THAT'
0.16%:  NEED TO SAY THE
0.16%:  COULD USE HELP IN
0.19%:  COULD USE HELP IN THE
0.16%:  COULDN'T HELP SE
0.16%:  DON'T ACTUALLY THINK I COULD HE
0.16%:  COULDN'T HELP NOTICE THIS P
0.16%: 'LL ASK YOU ALL THE TH
0.16%:  NEED HELP P
0.16%:  NEED TO TELL ALL
0.16%: 'LL LET YOU IN ON A LITTLE THE
0.16%:  NEED TO TELL YOU THIS P
0.16%:  CAN'T HELP IT THAT YOU SOUND LIKE "
0.16%:  COULDN'T HELP NOTICES IT
0.16%:  THINK YOU SHOULD TAKE AD
0.16%:  ACTUALLY THINK THAT COUN
0.16%:  THINK THAT'S CALLED AN "ALLE
0.16%:  CAN TOTALLY STAND OUT
0.16%:  COULD USE A LITTLE HELP IN EN
0.16%:  CAN'T HELP YOU IN
0.21%:  CAN'T HELP YOU IN THAT
0.20%:  CAN'T HELP YOU IN THAT DE
0.16%: 'LL TAKE THAT AS A NO TH
0.16%: 'LL TAKE THAT AS A NO THAN
0.16%:  COULD USE A LITTLE HELP IN A P
0.17%:  COULD USE A LITTLE HELP IN A PLAY THAT
0.16%:  CAN TOTALLY HELP SHA
0.16%: 'LL CALL THE POLICE AND ASK THAT YOU
0.16%:  COULD TOTALLY PUT THIS
0.16%:  THINK IT'S PO
0.16%:  THINK YOU LI
0.16%:  NOTICE YOU CAN
0.40%:  NOTICE YOU CAN'T SPE
0.33%:  NOTICE YOU CAN'T SPELL "
0.21%:  NOTICE YOU CAN'T SPEAK
0.16%: 'LL SEE YOU AT THE HO
0.16%:  ONLY C
0.52%:  ONLY CALLED TO
0.18%:  ONLY CALLED TO T
0.18%:  ONLY CALLED TO S
0.18%:  ONLY CALLED TO ASK A
0.16%:  THINK YOU NEED TO SPEAK UP A LITTLE D
0.16%:  KINDA HATE TO
0.16%:  NEED YOU TO PUT THE C
0.16%:  CALL THIS "
0.16%:  COULDN'T HELP NOTICE THE LIT
0.16%: 'LL KICK
2.05%: 'LL KICK YOU IN THE HE
1.94%: 'LL KICK YOU IN THE HEAD AND
1.38%: 'LL KICK YOU IN THE HEAD AND STE
5.55%: 'LL KICK YOU IN THE HEAD AND STEAL ALL
1.10%: 'LL KICK YOU IN THE HEAD SO
0.50%: 'LL KICK YOU IN THE N
0.47%: 'LL KICK YOU IN THE SH
0.46%: 'LL KICK YOU IN THE TEST
0.41%: 'LL KICK YOU IN THE HEAD AND T
0.55%: 'LL KICK YOU IN THE HEAD AND TAKE ALL
0.29%: 'LL KICK YOU IN THE HEAD AND TELL
0.19%: 'LL KICK YOU IN THE NE
0.17%: 'LL KICK YOU IN THE K
0.16%: 'LL KICK YOU IN THE TE
0.29%: 'LL KICK YOU IN THE TEETH AND
0.16%:  ASKED YOU TO CUT THAT
0.16%:  NOTICE YOU USED "ALACK" AND TH
0.16%:  LOOKED IN ALL THE PLACES T
0.16%: 'LL DEAL YOU IN TO
0.16%:  HAD NO IDEA THAT YOU SPEL
0.16%:  THINK YOU'LL TH
0.29%:  THINK YOU'LL THANK
0.16%:  NEED THE KEYS AL
0.16%:  THINK THAT'S T
0.17%:  THINK THAT'S TUD
0.16%:  THINK THAT'S ACTUALLY "ALACK"
0.16%: 'LL LET YOU ADD
0.16%:  THINK YOU'LL LIKE THESE PAN
0.16%:  CAN'T TELL YOU THE
0.16%:  USED TO H
0.18%:  USED TO HATE
0.28%:  USED TO HATE YOU
0.16%:  HOPE YOU LIKE THESE
0.16%: 'D LIKE TO TELL YOU ALL THE ST
0.16%:  THINK YOU SPELLED "AL
0.16%: 'LL LEND YOU A HAND AS
0.16%:  DEPEND
0.16%:  HAD NO IDEA PE
0.57%:  HAD NO IDEA PEOPLE ST
0.88%:  HAD NO IDEA PEOPLE STILL L
0.47%:  HAD NO IDEA PEOPLE IN
0.37%:  HAD NO IDEA PEOPLE USE
0.30%:  HAD NO IDEA PEOPLE ACT
7.77%:  HAD NO IDEA PEOPLE ACTUALLY USE
2.75%:  HAD NO IDEA PEOPLE ACTUALLY SA
1.52%:  HAD NO IDEA PEOPLE ACTUALLY T
1.83%:  HAD NO IDEA PEOPLE ACTUALLY TALK LI
1.28%:  HAD NO IDEA PEOPLE ACTUALLY USE THAT
1.12%:  HAD NO IDEA PEOPLE ACTUALLY S
0.66%:  HAD NO IDEA PEOPLE ACTUALLY L
0.41%:  HAD NO IDEA PEOPLE ACTUALLY C
0.37%:  HAD NO IDEA PEOPLE ACTUALLY LI
0.79%:  HAD NO IDEA PEOPLE ACTUALLY LIKE THAT
0.33%:  HAD NO IDEA PEOPLE ACTUALLY H
0.32%:  HAD NO IDEA PEOPLE ACTUALLY CALL
0.29%:  HAD NO IDEA PEOPLE ACTUALLY A
0.27%:  HAD NO IDEA PEOPLE ACTUALLY ACT
0.27%:  HAD NO IDEA PEOPLE ACTUALLY LIKE S
0.24%:  HAD NO IDEA PEOPLE STILL C
0.21%:  HAD NO IDEA PEOPLE STILL ACT
0.64%:  HAD NO IDEA PEOPLE STILL ACTUALLY C
0.26%:  HAD NO IDEA PEOPLE STILL ACTUALLY T
0.21%:  HAD NO IDEA PEOPLE IN THE 
0.21%:  HAD NO IDEA PEOPLE ACTUALLY TALK LIKE SH
0.20%:  HAD NO IDEA PEOPLE ACTUALLY LIKE THAT ST
0.19%:  HAD NO IDEA PEOPLE S
0.19%:  HAD NO IDEA PEOPLE STILL T
0.18%:  HAD NO IDEA PEOPLE ACTUALLY ST
0.18%:  HAD NO IDEA PEOPLE ACTUALLY LIK
0.17%:  HAD NO IDEA PEOPLE STILL H
0.17%:  HAD NO IDEA PEOPLE STILL CALL
0.16%:  NEED HELP AND
0.17%:  NEED HELP AND YOU
0.16%:  COULDN'T HELP NOTICE THIS L
0.16%:  HOPE YOU'LL NE
0.16%:  THINK YOU NEED TO AL
0.16%:  THINK YOU'LL A
0.16%:  COULD USE AN IN
0.16%:  COULDN'T HELP THAT YOU CAN
0.16%:  CAN SEE THE L
0.16%:  HOPE YOU HAD A NICE DIN
0.16%:  NEED TO LEAN
0.16%: 'LL CALL THE POLICE IN A SE
0.16%:  COULDN'T HELP PO
0.23%:  COULDN'T HELP POINT THAT
0.16%: 'LL CALL THE POLICE AND IN
0.16%:  CAN SA
0.16%:  SAID THAT
0.16%:  TOTALLY C
0.30%:  TOTALLY CALLED THAT
0.35%:  TOTALLY CALLED THAT ONE
0.28%:  TOTALLY CALL
0.28%:  TOTALLY CALLED IT
0.23%:  TOTALLY CALLED THE
0.16%:  DON'T THINK YOU E
0.16%:  COULDN'T HELP NOTICE THE TE
0.16%:  DON'T THINK YOU A
0.16%: 'LL CALL THAT ONE
0.16%:  COULD USE A LITTLE HELP ON THAT C
0.16%:  COULD CALL YOU THAT AT
0.16%:  NEED YOU TO SHAKE IT UP A
0.80%:  NEED YOU TO SHAKE IT UP A LITTLE AND
0.24%:  NEED YOU TO SHAKE IT UP A LITTLE H
0.16%:  COULDN'T HACK THIS
0.16%:  THINK YOU COULD CALL THIS A
0.16%:  CAN'T SEE YOU O
0.16%:  THINK THAT'S CALLED "AN
0.16%:  THINK YOU'LL NEED TO PUT THE
0.16%:  ONLY SA
0.19%:  ONLY SAID THAT
0.16%:  THINK YOU SHOULD TELL N
0.16%:  THINK YOU CAN DO ALL THE
0.16%: 'D LIKE TO THANK ALL THE PAST
0.16%:  ASKED YOU IN
0.16%:  NEED TO CALL IN
0.16%:  COULD HELP YOU T
0.27%:  COULD HELP YOU TAKE THE
0.18%:  COULD HELP YOU TAKE THESE
0.16%:  COULD USE A LITTLE HELP IN A D
0.16%:  STILL CAN'T HE
0.16%:  HAD NO IDEA THAT YOU L
0.16%:  HAD NO IDEA THE T
0.16%:  CH
0.16%:  THINK YOU COULD AT LEAST CALL THE
0.16%:  THINK THAT'S ACTUALLY CALLED A PO
0.16%:  HAD NO IDEA THAT YOU P
0.16%:  KINDA THINK YOU SHOULD TE
0.16%:  STILL DON'T THINK YOU H
0.16%:  CAN'T DO THAT UNTIL I K
0.16%:  CAN TOTALLY SEE THAT AND I'LL LE
0.16%:  NEED TO CHECK AN
0.16%:  LOOKED IN ALL THE PLACES IN
0.16%: 'D LIKE TO TELL THE
0.16%:  NOTICE YOU USED THE "ALACK" IN THE
0.16%:  CAN TALK TO YOU IN THE P
0.16%:  USED TO THINK THAT YOU D
0.16%:  STILL NEED TO PICK YOU UP A
0.16%:  NEED TO PAY
0.16%:  DON'T THINK THE PLAY IS
0.16%:  NEED TO TELL YOU THAT AS
0.16%:  ASKED H
0.16%:  CAN'T HELP THAT I D
0.16%:  KINDA NEED TO USE THAT
0.16%: 'LL SAY IT ON
0.24%: 'LL SAY IT ONCE AND I
0.16%: 'LL TOTALLY PUT THE
0.16%:  CAN CALL YOU THAT SO
0.16%:  THINK YOU ST
0.16%:  NEED YOU TO SHAKE IT UP AND
0.16%:  NEED TO CHECK OUT THE SUP
0.16%:  COULD USE A LITTLE HELP IN COL
0.16%:  THINK PEOPLE CALLED YOU THAT A
0.16%:  THINK YOU KNOCK
0.16%:  COULD USE A LITTLE HELP IN THE PLAN
0.16%:  CAN'T PULL THIS C
0.16%:  NEED TO TELL YOU THE ST
0.16%:  NEED YOU TO CHECK THE T
0.16%:  TOTALLY NEED T
0.16%:  THINK YOU'LL NEED TO SPELL CHECK T
0.16%: 'LL HELP YOU OUT AS
0.16%:  COULD HELP YOU TELL
0.16%:  NOTICE YOU USED THE "ALACK" THAT
0.16%:  COULD HELP YOU EDIT
0.16%:  CAN ALSO TOTALLY PULL THE
0.16%:  COULDN'T HELP IT I HAD TO T
0.21%:  COULDN'T HELP IT I HAD TO TELL E
0.16%:  NEED TO PICK UP A CH
0.16%:  THINK I'LL T
0.29%:  THINK I'LL TELL
0.27%:  THINK I'LL TELL YOU
0.19%:  THINK I'LL TAKE THE
0.24%:  THINK I'LL TAKE THESE
0.16%:  CAN'T HELP IT THAT YOU SOUND LIKE ALL
0.16%:  COULD USE A LITTLE CL
0.16%:  THINK YOU'LL NEED TO C
0.23%:  THINK YOU'LL NEED TO CALL
0.31%:  THINK YOU'LL NEED TO CALL THE
0.16%:  CAN TOTALLY AD
0.16%:  ACTUALLY USED TO DO
0.48%:  ACTUALLY USED TO DO THAT ALL
0.16%: 'LL CALL THE POLICE AND DE
0.16%:  NEED ALL THE HELP YOU CAN S
0.16%:  TOTALLY LI
0.21%:  TOTALLY LIKE THE
0.16%:  TOTALLY LIKE S
0.16%:  USED THAT
0.16%: 'LL LET YOU KEEP ON
0.16%:  ACTUALLY DON'T THINK I COULD S
0.16%:  LIKE ALL
0.16%:  LIKE ALL THE
0.16%:  NEED YOU TO HEEL
0.16%:  THINK THAT'S ACTUALLY AN ALCO
0.16%:  CAN TOTALLY HELP THAN
0.16%:  NEED TO LOCK UP THE C
0.16%:  ACTUALLY DON'T SPEAK THAT
0.16%:  NEED YOU TO DIS
0.16%:  COULD USE A LITTLE HELP I TH
0.16%:  ACTUALLY DON'T USE THAT PH
0.16%:  THINK YOU'LL L
0.15%: 'LL LET YOU KEEP ALL THE COINS I
0.15%:  THINK THAT'S A CON
0.15%: 'D LIKE TO THANK YOU SH
0.15%:  THINK YOU NEED TO CUT THE
0.15%:  CAN'T HELP THINK YOU S
0.15%:  COULDN'T HELP HY
0.15%:  NEED YOU TO CHECK THE ST
0.15%:  CHECKED THAT
0.15%:  KINDA NEED A
0.15%:  NEED YOU TO LEAD
0.15%:  COULD TOTALLY USE A HAND TELL
0.15%:  CAN LO
0.15%:  CAN'T LISTEN TO YOU T
0.18%:  CAN'T LISTEN TO YOU TELL
0.15%:  COULD TOTALLY STICK
0.15%:  USED TO CALL YOU "THAT
0.15%:  COULD TOTALLY STILL HE
0.15%: 'D LIKE TO CH
0.20%: 'D LIKE TO CHAN
0.15%: 'LL SAY THAT ONE
0.15%:  CAN TOTALLY KEEP THE NO
0.15%:  NOTICE YOU CAN'T SPELL THE
0.15%:  THINK THAT'S ACTUALLY A NICE PO
0.15%:  CAN SAY THE
0.15%:  KINDA THINK THAT YOU S
0.15%:  COULD USE A LITTLE HELP ON THAT DEAL
0.15%:  HAD NO IDEA PEOPLE T
0.15%:  NEED YOU TO PUSH
0.15%:  KINDA THINK YOU SHOULD CALL A
0.21%:  KINDA THINK YOU SHOULD CALL A PL
0.15%:  SAID D
0.40%:  SAID DON'T YOU
0.15%:  COULD USE A LITTLE HELP TODAY IN THE C
0.15%:  COULD USE A LITTLE HELP HEY I
0.15%:  ACTUALLY CAN SE
0.25%:  ACTUALLY CAN SEE THE
0.19%:  ACTUALLY CAN SEE THAT
0.15%: 'LL LISTEN TO YOU L
0.15%:  THINK THAT'S CALLED "LO
0.15%:  STOLE THAT LINE AND
0.15%:  NEED YOU TO SEE THAT
0.15%:  DON'T THINK YOU USED THAT
0.15%: 'D LIKE TO THINK THAT YOU K
0.15%:  HOPE THEY'LL
0.15%:  NEED TO CHECK THE T
0.15%:  CALLED THE POLICE THE
0.15%:  USED TO CALL YOU "K
0.15%:  COULD USE A LITTLE HELLA
0.15%:  USED TO DO THE
0.15%:  COULD USE A LITTLE HELP IN CO
0.15%:  NEED YOU TO HANDLE THIS C
0.15%:  THINK YOU'LL NEED TO STEP IT
0.28%:  THINK YOU'LL NEED TO STEP IT UP A
0.15%:  COULDN'T HOLD
0.19%:  COULDN'T HOLD IT IN
0.15%: 'LL HELP YOU AS
0.15%:  COULD ACT
0.44%:  COULD ACTUALLY DO
0.30%:  COULD ACTUALLY SE
0.58%:  COULD ACTUALLY SEE THE
0.44%:  COULD ACTUALLY SEE THAT
0.28%:  COULD ACTUALLY T
0.54%:  COULD ACTUALLY TELL
0.35%:  COULD ACTUALLY TELL THAT
0.23%:  COULD ACTUALLY HE
0.22%:  COULD ACTUALLY DO THIS
0.27%:  COULD ACTUALLY DO THIS ALL
0.19%:  COULD ACTUALLY S
0.18%:  COULD ACTUALLY DO THAT IN
0.20%:  COULD ACTUALLY DO THAT IN THE
0.17%:  COULD ACTUALLY H
0.16%:  COULD ACTUALLY DO THE
0.15%:  DON'T THINK THESE CO
0.15%:  THINK YOU NEED TO SPELL H
0.15%:  DON'T THINK THE AU
0.15%:  DON'T ACTUALLY SPEAK IN
0.15%: 'LL LET YOU PICK THE TUNES AND
0.15%:  THINK PEOPLE CALLED YOU H
0.15%:  COULD USE A LITTLE HELP HON
0.15%:  ASKED YOU TEN
0.15%:  COULD TOTALLY USE A LET
0.15%:  CAN TOTALLY HANDLE THE T
0.15%:  THINK YOU COULD CALL THIS "
0.15%:  THINK YOU'LL NEED TO PICK
0.15%:  CALL D
0.15%:  PUT THE KEYS IN THE PLACE AND
0.15%:  CAN'T HELP IT THESE
0.15%:  COULD USE A LITTLE HELP ONCE AND
0.15%:  COULD LET YOU KEEP ALL
0.15%:  DON'T SPEAK THE O
0.45%:  DON'T SPEAK THE OLDEN
0.15%:  COULD USE A LITTLE "HELP"
0.15%:  USED TO P
0.15%: 'D LIKE SO
0.15%: 'LL TOTALLY KEEP THIS UP
0.15%:  TOTALLY COULDN'T HELP HE
0.15%:  COULD USE A LITTLE HELP TODAY I CAN
0.15%: 'D LIKE TO APPEAL TO THE SH
0.15%:  CAN SEE YOU OUT TH
0.15%:  NEED YOU TO ACT AS A
0.15%:  NEED YOU TO CLEAN THIS
0.15%: 'LL PAY THE
0.15%:  LOOKED AND
0.17%:  LOOKED AND THE
0.15%:  CAN'T HELP H
0.15%:  COULDN'T HELP NOTICE THE DIST
0.15%:  DON'T SEE A
0.15%:  CAN TOTALLY SEE THE APPEAL IN H
0.15%:  COULD USE A LITTLE HELP TODAY T
0.15%:  DON'T ACTUALLY NEED T
0.60%:  DON'T ACTUALLY NEED THOSE C
0.15%:  NEED A LITTLE HELP OUT
0.15%:  CAN SEE YOU THE
0.15%:  THINK I'LL TELL THE
0.15%:  THINK THE PLAY
0.15%:  NEED TO CLEAN OUT THE
0.15%:  THINK YOU SHOUTED "ALACK" IN
0.15%:  KINDA NEED YOU TO SPEAK
0.15%:  DON'T ACTUALLY KEEP THE
0.15%:  LIKE THAT YOU USED "ALACK" IN THAT L
0.15%:  DON'T THINK THOSE KEY
0.15%:  COULDN'T HEE
0.15%:  CAN TOTALLY DO SH
0.15%:  THINK YOU CALLED IT
0.15%:  THINK YOU'LL LIKE THE C
0.15%:  THINK YOU AND I SHOULD ACT
0.15%:  ASKED YOU TO CLEAN UP THE KITCHEN T
0.15%: 'LL LET YOU KEEP ONE AND I
0.15%:  HOPE YOU CAN HANDLE A LITTLE T
0.15%:  CALLED IN SO
0.15%: 'LL CALL THE COPS AND YOU
0.15%:  HAD NO IDEA YOU CAN'T SPE
0.15%:  CAN ALSO H
0.30%:  CAN ALSO HELP OUT
0.15%:  ATE ALL THE CH
0.38%:  ATE ALL THE CHICKEN AND
0.35%:  ATE ALL THE CHIPS
0.31%:  ATE ALL THE CHIPS AND
0.23%:  ATE ALL THE CHICKEN YOU
0.16%:  ATE ALL THE CHIPS AND NO
0.15%:  STOLE ALL THE
0.15%:  LIKE THAT YOU USED "ALACK" IN THE PL
0.20%:  LIKE THAT YOU USED "ALACK" IN THE PLACE
0.15%:  NEED TO CALL A PL
0.15%:  TOTALLY A
0.15%:  NEED YOU TO SPELL CHECK T
0.15%:  COULD USE A HAND TELL
0.15%:  PUT THE KEYS IN THE COOL
0.15%:  COULD TAL
0.15%:  DON'T THINK HE SAID YOU
0.15%:  COULD TOTALLY LISTEN AND
0.15%:  NEED YOU TO CLEAN THE L
0.15%:  HEL
0.24%:  HELPE
0.56%:  HELPED YOU OUT
0.19%:  HELP YOU OUT
0.19%:  HELP YOU OUT AND
0.17%:  HELPED YOU OUT AND
0.15%: 'LL TAKE YOU UP ON THAT "ALACK" L
0.15%:  NEED YOU TO HEAL
0.15%:  COULDN'T HELP NOTICE ALL THE SPE
0.15%:  CAN SEE YOU E
0.15%:  NEED TO STOLE A
0.15%:  CAN TELL YOU T
0.15%:  CAN'T PUT THIS
0.15%:  DON'T SEE YOU H
0.15%: 'D LIKE TO THANK THE PEOPLE I
0.15%:  NEED ALL THE SUP
0.15%:  COULD TOTALLY USE A LINE THAT
0.15%:  CAN HANDLE S
0.15%:  THINK YOU SHOULD PICK A N
0.15%:  THINK YOU PUL
0.76%:  THINK YOU PULLED THE
0.38%:  THINK YOU PULLED THAT
0.67%:  THINK YOU PULLED THAT ONE
0.20%:  THINK YOU PULLED SO
0.18%:  THINK YOU PULLED THIS
0.23%:  THINK YOU PULLED THIS ONE
0.15%:  ACTUALLY DON'T NEED TO USE C
0.47%:  ACTUALLY DON'T NEED TO USE CAPITAL L
0.15%:  THINK I CAN HELP YOU SO
0.15%:  PUT THE KEYS ON THE PI
0.15%:  THINK THAT'S NOT A
0.15%:  THINK THAT'S ACTUALLY CALLED A "NO
0.15%:  THINK PEOPLE CALL YOU THAT AND
0.15%:  THINK YOU SHOULD TALK LIKE A
0.15%:  THINK I'LL NE
0.30%:  THINK I'LL NEED THE
0.16%:  THINK I'LL NEED THE KEY
0.16%:  THINK I'LL NEED THE KEYS TO
0.15%:  DON'T ACTUALLY THINK HE LIKED S
0.15%:  COULDN'T HELP NOTICE I D
0.15%: 'LL TAKE THAT S
0.15%:  THINK THAT'S A C
0.19%:  THINK THAT'S A CLE
0.15%:  THINK THAT'S ACTUALLY AN AD
0.15%:  CAN ACT
3.68%:  CAN ACTUALLY SE
5.17%:  CAN ACTUALLY SEE THE
2.14%:  CAN ACTUALLY SEE THAT
0.34%:  CAN ACTUALLY SEE THE T
0.32%:  CAN ACTUALLY DO
0.46%:  CAN ACTUALLY DO THAT TO
0.32%:  CAN ACTUALLY SEE IT
0.29%:  CAN ACTUALLY DO THAT ON
0.24%:  CAN ACTUALLY SEE AND
0.24%:  CAN ACTUALLY SEE ALL
0.22%:  CAN ACTUALLY DO THIS
0.21%:  CAN ACTUALLY H
0.20%:  CAN ACTUALLY SEE THE TOP
0.20%:  CAN ACTUALLY SEE HO
0.19%:  CAN ACTUALLY SEE THE TUD
0.19%:  CAN ACTUALLY SEE THE P
0.18%:  CAN ACTUALLY SEE THAT NO
0.17%:  CAN ACTUALLY T
0.60%:  CAN ACTUALLY TELL THAT
0.17%:  CAN ACTUALLY HAND
1.10%:  CAN ACTUALLY HANDLE THAT
0.93%:  CAN ACTUALLY HANDLE THIS
0.34%:  CAN ACTUALLY HANDLE THE
0.16%:  CAN ACTUALLY HELP OUT
0.15%:  CAN ACTUALLY S
0.15%:  PLAN ON
0.15%:  ASKED ONE
0.15%:  CAN HELP YOU DO THAT IN A
0.15%:  CAN SEE O
0.15%:  CAN PUT THAT IN A P
0.15%:  COULD USE THE HELLO
0.15%:  COULDN'T CO
0.15%:  TOTALLY AL
0.15%:  CAN DO THAT ALL ON
0.15%: 'LL LET YOU CUT
0.83%: 'LL LET YOU CUT IN LINE AT THE CO
0.64%: 'LL LET YOU CUT IN LINE AT THE S
0.43%: 'LL LET YOU CUT IN LINE AT ST
0.28%: 'LL LET YOU CUT IN LINE AT THE D
0.22%: 'LL LET YOU CUT IN LINE AT THE C
0.17%: 'LL LET YOU CUT IN LINE TO
0.20%: 'LL LET YOU CUT IN LINE TO THE
0.15%:  COULD TOTALLY USE AN EN
0.15%:  NOTICE THE
0.15%:  COULD LET YOU P
0.15%:  NEED TO SLE
0.15%:  ACTUALLY DON'T LI
0.53%:  ACTUALLY DON'T LIKE THE
0.20%:  ACTUALLY DON'T LIKE THAT
0.16%:  ACTUALLY DON'T LIKE THESE
0.15%:  TOTALLY CALLED THIS
0.15%:  THINK YOU SHOULD CAP
0.15%:  ACTUALLY DON'T THINK I U
0.15%:  KINDA THINK THAT CO
0.15%:  THINK PEOPLE CALL THE
0.15%:  THINK E
0.15%:  THINK YOU SHOULD KEEP LE
0.15%:  COULD TOTALLY KI
0.15%:  HAD NO IDEA THAT YOU TALK LI
0.15%:  USED TO CALL THE
0.15%:  THINK YOU CALL THESE
0.15%:  CAN'T LISTEN TO YOU TH
0.15%:  THINK YOU COULD AT LEAST HANDLE A
0.15%:  COULD USE A LITTLE HELP ON A PLAY THAT'
0.15%:  THINK PEOPLE ON
0.15%:  THINK PEOPLE ONLY USE
0.29%:  THINK PEOPLE ONLY USE THAT
0.15%: 'LL LET YOU KEEP ALL THE COIN THAT
0.15%:  CAN SEE THE HO
0.15%:  CAN ALSO TOTALLY PUN
0.15%:  THINK YOU COULDA
0.15%:  COULD LISTEN TO THE EN
0.15%:  COULDN'T HELP NOTICE ALL THE "AL
0.15%: 'LL CALL THE POLICE AND DENY THAT IT
0.15%:  NEED YOU TO SPEND THE
0.15%:  COULD USE A LITTLE HELP ATT
0.15%:  NEED TO PICK UP A S
0.15%:  NEED YOU TO CHECK THE PAP
0.15%:  COULD USE A LITTLE HELP ON P
0.15%:  NEED TO CALL THE POLICE AND ASK A
0.15%:  THINK THAT'S ACTUALLY INCLU
0.15%:  CAN SPELL THAT ONE
0.15%:  CAN TOTALLY COUNT THE
0.15%:  COULDN'T HELP NOT HE
0.15%:  COULD TOTALLY TELL A
0.15%:  CAN SEE YOU CAN'T HELP IT T
0.15%:  KINDA NEED YOU TO TELL US
0.15%:  CAN DO THAT SO
0.15%:  CAN TOTALLY NOT H
0.53%:  CAN TOTALLY NOT HELP IT
0.36%:  CAN TOTALLY NOT HELP THIS
0.15%:  COULDN'T HELP IT OKAY THE
0.15%:  USED TO CALL YOU TH
0.15%: 'LL CALL THE POLICE ON E
0.15%:  CAN ACTUALLY DO THAT ALL
0.15%: 'D LIKE TO TELL YOU THAT CAN
0.15%: 'LL SEND YOU ONE
0.15%:  NEED YOU TO KILL THAT
0.15%:  THINK YOU HAD AN
0.15%:  CAN SEE THAT AND I AP
0.15%:  CAN TOTALLY HANDLE THIS D
0.15%: 'D LIKE TO TELL YOU A SH
0.15%:  KINDA THINK YOU LE
0.15%: 'D LIKE TO SEE A COPY
0.15%: 'LL PUT IT
0.15%:  COULD TOTALLY SUE THE
0.15%: 'LL CALL YOU UPON
0.16%: 'LL CALL YOU UPON THE
0.15%:  COULDN'T HELP NOTICE THE LE
0.15%:  NEED YOU TO SPELL H
0.15%: 'LL KICK YOU IN THE HEAD AND S
0.15%:  KEEP LOST
0.15%: 'LL LET YOU KEEP A CO
0.15%:  KINDA HAD
0.15%: 'D LIKE TO THANK YOU AND THE AU
0.15%:  KINDA NEED THE KEYS THAT
0.15%: 'LL CALL THE POLICE INSTEAD AND YOU
0.15%:  CAN TOTALLY USE A
0.15%:  CAN SEE YOU IN THAT
0.15%:  ACTUALLY THINK THAT'S A LE
0.15%:  NEED TO SELL YOU
0.15%:  DON'T THINK YOU SEE THAT
0.15%:  THINK YOU CAN TELL I
0.15%:  NEED YOU TO HELP SET
0.16%:  NEED YOU TO HELP SET UP
0.15%:  THINK YOU COULD HANDLE A LITTLE SPE
