even I think that one's not so good.
      0 100.00%: 
      1 183.88%:  thanks
   9458 0.01%:  so the idea's gotten
   9459 0.01%:  no that's it go.
   9460 0.01%:  that's not good one so
   9461 0.01%:  that one is not one the
   9462 0.01%:  so that one doesnt go into
   9463 0.01%:  no it's too soon
   9464 0.01%:  so it's no good I have
   9465 0.01%:  no not that's not even
   9466 0.01%: . I don't get this at
   9467 0.01%:  that is one too
   9468 0.01%:  no no that's the good
   9469 0.01%:  I have got this one
   9470 0.01%:  I need to go to it.
   9471 0.01%:  no I need to sit on the
   9472 0.01%:  so I take no
   9473 0.01%:  so I've taken on
   9474 0.01%:  I get that this one
   9475 0.01%:  so the thing to take
   9476 0.01%:  so this one I haven't done to
   9477 0.01%: . I've set
   9478 0.07%: . I've set aside
   9479 0.01%: . I've set things
   9480 0.01%: . I've set the
   9481 0.01%:  so then I don't get it
   9482 0.01%:  I have got to do
   9483 0.02%:  I have got to do this
   9484 0.01%:  I have got to do this one
   9485 0.01%:  so on that one it's the
   9486 0.01%:  that's done. It goes to
   9487 0.01%:  so I don't get this.
   9488 0.01%: . I need to get it on
   9489 0.01%:  it's not on that good
   9490 0.01%:  no no that's the good one I
   9491 0.01%:  no one's taking these
   9492 0.01%:  that's one. It doesn
   9493 0.01%:  I've got to take it on
   9494 0.01%:  that's not done. I think
   9495 0.01%:  so no I haven't got the end
   9496 0.01%:  no I've gotten the
   9497 0.01%:  no I think that one's good to
   9498 0.01%:  so that's the one I got.
   9499 0.01%:  that one's done. In this
   9500 0.01%:  this needs to go onto
   9501 0.01%:  so I don't get this one at
   9502 0.01%:  this does not have to go to
   9503 0.01%:  that is not so good.
   9504 0.01%:  that is not so good. I
   9505 0.01%:  so I've got to head to this
   9506 0.01%:  so one thing I've not
   9507 0.01%:  so one thing I've not done
   9508 0.01%:  so that is the one end
   9509 0.01%:  it's the end so I have to go.
   9510 0.01%:  that one is on the '
   9511 0.01%:  so I have this one done too
   9512 0.01%: . It's not gonna need
   9513 0.01%:  so then I got to
   9514 0.01%:  so then I got to the
   9515 0.01%:  that one is not good to
   9516 0.01%:  so that doesn't even go in
   9517 0.01%:  no I've done it
   9518 0.01%:  then that's one done
   9519 0.01%:  that one I've done.
   9520 0.01%:  no thanks I got the
   9521 0.01%:  so I've done nothing so
   9522 0.01%:  so no that is
   9523 0.01%:  so no that is the
   9524 0.01%:  so that's one night I don
   9525 0.01%:  no thanks I got to
   9526 0.01%:  that is done. It
   9527 0.01%:  that is done. It took
   9528 0.01%:  this goes to 
   9529 0.01%:  I've done it a
   9530 0.01%:  and so I've got
   9531 0.01%:  and so I've got this
   9532 0.01%:  and so I've got to
   9533 0.01%:  that one's the one in
   9534 0.01%:  so I had 
   9535 0.01%:  that one's no good. Is
   9536 0.01%:  that one is not good. It
   9537 0.01%:  thanks. I've got it
   9538 0.01%:  so I've gotta do this one on
   9539 0.01%:  so I've gotta do this one on the
   9540 0.01%:  so I've got an end
   9541 0.01%:  no that's not even good is
   9542 0.01%: . I need to get to it soon so
   9543 0.01%:  I've got this one n
   9544 0.01%:  good to see that one is
   9545 0.01%:  so I need to get to it soon
   9546 0.01%:  no no that's the one
   9547 0.01%:  so I've done that one 
   9548 0.01%:  that one's good. It took
   9549 0.01%:  so that one doesn't get in on
   9550 0.01%:  so it's the end. I gotta
   9551 0.01%:  no it's not. I need to have
   9552 0.01%:  that one goes in the 'no
   9553 0.01%:  no one's taking notes
   9554 0.01%:  so I've gotta do it one
   9555 0.01%:  it's that end
   9556 0.01%:  that one goes in too
   9557 0.01%:  that one I got on
   9558 0.01%:  this one's a t
   9559 0.01%:  no this one's no good. I have
   9560 0.01%:  thanks so I've
   9561 0.01%:  thanks so I've got it
   9562 0.01%:  thanks so I've got the
   9563 0.01%:  so I had to set
   9564 0.01%:  so I had to set it
   9565 0.01%:  so I had to set the
   9566 0.01%:  so I've done it on the
   9567 0.01%:  that's the end. It is no
   9568 0.01%:  so it's got to the end
   9569 0.01%:  I've got this on a
   9570 0.01%:  so that one I've got done so
   9571 0.01%:  so I've got to do this.
   9572 0.01%:  that is not the one I
   9573 0.01%:  so it's not the end. I got
   9574 0.01%:  so it's not the end. I got a
   9575 0.01%:  this one's not good on
   9576 0.02%:  this one's not good on the
   9577 0.01%:  that one isn't even so
   9578 0.01%:  thanks. I need to go set it
   9579 0.01%:  so this one had one
   9580 0.01%:  no good I think that
   9581 0.01%:  it's that good I
   9582 0.01%:  so I don't have one so it
   9583 0.01%:  that is so not the end. I
   9584 0.01%:  no no that's not good this
   9585 0.01%:  no that's it go on the
   9586 0.01%:  I have done this one
   9587 0.01%:  I've got this done to
   9588 0.01%:  no it's not. It doesn
   9589 0.01%:  no no I think that one gets
   9590 0.01%:  so on a side note I'
   9591 0.01%:  it's not good.
   9592 0.01%:  it's not good. I
   9593 0.01%:  it doesn't take 
   9594 0.01%:  that one's not the end so
   9595 0.01%:  so I need to get in that
   9596 0.01%:  this one's done. I got the
   9597 0.01%:  no that's not on it
   9598 0.01%:  that's the end. I get 
   9599 0.01%:  so I haven't gone on to
   9600 0.01%:  no I have to go on the
   9601 0.01%:  so I've got it.
   9602 0.01%:  no not the end I've
   9603 0.01%:  no not the end I've got a
   9604 0.01%:  so it's not gonna need the 
   9605 0.01%:  so I need this to go no
   9606 0.01%:  that one doesnt'
   9607 0.01%: . I need that one shot
   9608 0.01%:  no that's the end I give
   9609 0.01%:  no I've gotten this
   9610 0.01%: . I take this one
   9611 0.01%:  so I've got to hand this to
   9612 0.01%:  so I've gotta note one
   9613 0.01%:  that one's not done I think.
   9614 0.01%:  no this one's got no
   9615 0.01%:  no this one's not even good that
   9616 0.01%:  no I have not done the
   9617 0.01%:  so I've done that.
   9618 0.01%:  that one isn't one I
   9619 0.01%:  it's not so good at
   9620 0.01%:  sooooo that's the kind
   9621 0.01%:  I don't have this one.
   9622 0.01%:  so it took that one
   9623 0.01%:  it's done I have no
   9624 0.01%:  so that's the one. I
   9625 0.01%:  I got that in the
   9626 0.01%:  so that one gets in
   9627 0.01%:  so not that'
   9628 0.01%:  so not that's the
   9629 0.01%:  so I haven't gotten in too
   9630 0.01%:  so I need to give that 
   9631 0.01%:  so then I took
   9632 0.01%:  no no that's not the good
   9633 0.01%:  so that's one. I need to go
   9634 0.01%:  no that isn't good. It
   9635 0.01%:  so I do think the
   9636 0.01%:  it's an honest
   9637 0.01%:  this one has no '
   9638 0.01%:  no I have nothing on
   9639 0.01%:  I had this one too
   9640 0.01%:  so in the end I have to go on
   9641 0.01%:  no no no no
   9642 0.01%:  no no no no I
   9643 0.01%:  so don't get it.
   9644 0.01%:  so I've got that done in one.
   9645 0.01%:  thanks I've gone too
   9646 0.01%:  so no need to get
   9647 0.01%:  I need this on a t
   9648 0.01%:  so I haven't gotten it done.
   9649 0.01%:  that one goes in too.
   9650 0.01%:  and it's not one
   9651 0.01%:  so that's good too.
   9652 0.01%:  so I get it's not a
   9653 0.01%:  so on that one I'd give
   9654 0.01%:  so on that one I'd give the
   9655 0.01%: . I've got this and
   9656 0.01%:  so that one I've got on
   9657 0.01%:  so that one I've got on the
   9658 0.01%:  I need that to go in
   9659 0.01%:  this one's the end. I gotta
   9660 0.01%: . I need to sit the
   9661 0.01%:  no good I think that one
   9662 0.01%:  no this one's done. It
   9663 0.01%:  so I have to get one
   9664 0.01%:  this one doesn't go on to
   9665 0.01%:  that's not good I think so
   9666 0.01%:  that one's the ending too
   9667 0.01%:  that's not done so it
   9668 0.01%: . I think that one does not
   9669 0.01%:  no this one I don't get at
   9670 0.01%:  no I think that's not good.
   9671 0.01%:  no that one isn't good. I
   9672 0.01%:  I have to go so it's not the
   9673 0.01%:  so I got this one too
   9674 0.01%:  so no I don't have to
   9675 0.01%:  so the end is I'
   9676 0.01%:  so the end is I've
   9677 0.02%:  so the end is I've got
   9678 0.01%: . It's not that kind
   9679 0.01%:  I need this to go on a
   9680 0.01%:  that's not even in good
   9681 0.01%:  so this one I haven't done on
   9682 0.01%:  so that one I've got the
   9683 0.01%:  that's the end I got one
   9684 0.01%:  so the end I haven
   9685 0.01%:  so I gotta do this the
   9686 0.01%:  so don't get these
   9687 0.01%:  so it's not the end. I took
   9688 0.01%:  I don't think he gets
   9689 0.01%:  no I said too
   9690 0.01%:  thanks I've got so
   9691 0.01%:  I get it thanks
   9692 0.01%:  that's good I think so.
   9693 0.01%:  I've got that in note
   9694 0.01%:  so the one thing I've not
   9695 0.01%:  no I have gone
   9696 0.01%: . I don't get this one at
   9697 0.01%:  so it's not the end. I have to go on
   9698 0.01%:  no that one's not the end I
   9699 0.01%:  that's not done so I
   9700 0.02%:  that's not done so I think
   9701 0.01%:  so I've got the end so
   9702 0.01%:  so. I need
   9703 0.05%:  so. I need to get
   9704 0.15%:  so. I need to get this
   9705 0.01%:  so. I need to get that
   9706 0.01%:  so. I need a
   9707 0.01%:  so. I need to get this to
   9708 0.01%:  so. I need to get to
   9709 0.01%:  so on the one hand I get 
   9710 0.01%:  that's the one end. It
   9711 0.01%:  so that one's in the end too
   9712 0.01%:  so I've got to think on
   9713 0.01%:  no no that's not good I think
   9714 0.01%:  no need to eat tonight I
   9715 0.01%:  so I got one shot at
   9716 0.01%:  so I got one shot at the
   9717 0.01%:  no one asked this to
   9718 0.01%:  so I've got tons done
   9719 0.01%:  so I've gotten to the 
   9720 0.01%:  that is good to the
   9721 0.01%:  and I got this one too
   9722 0.01%:  that one's the one I don
   9723 0.01%:  that one's not in so don
   9724 0.01%:  so then I've gotta do
   9725 0.01%: . It's an honest ending
   9726 0.01%:  no no that's the good one.
   9727 0.01%:  I need to eat.
   9728 0.01%:  no it's that I don
   9729 0.01%:  so I've got to set it
   9730 0.01%:  no that's too intense. I
   9731 0.01%:  so i need the
   9732 0.01%:  that one goes to 'the
   9733 0.01%:  no no no that's the end.
   9734 0.01%:  I need to go in an
   9735 0.01%:  that is the one.
   9736 0.01%:  no I need this to take
   9737 0.01%:  so no one's gone into
   9738 0.01%:  no that one isn't even good so
   9739 0.01%:  no thanks I've got so
   9740 0.01%: . It's kinda got
   9741 0.01%:  this one's not the end.
   9742 0.01%:  no this one does not have '
   9743 0.01%:  that one goes in the 'In
   9744 0.01%:  so on that one it's the end
   9745 0.01%:  so that doesn't go onto
   9746 0.01%:  so I've done it too
   9747 0.01%:  no that is so not
   9748 0.01%:  that does it. It's one
   9749 0.01%:  no I've got to take the
   9750 0.01%:  that's not so good h
   9751 0.01%:  no I think that one does not
   9752 0.01%:  no I need it to go
   9753 0.01%:  and it's even got the
   9754 0.01%:  no no that one is too
   9755 0.01%:  so it ends on an
   9756 0.01%:  no that is good
   9757 0.01%:  that one goes in the 'd
   9758 0.01%:  I've got to head in
   9759 0.01%:  so I need it to go on
   9760 0.01%:  so I need it to go on the
   9761 0.01%:  so I have nothing.
   9762 0.01%:  I had to invent
   9763 0.02%:  I had to invent the
   9764 0.01%:  no that isn't so good.
   9765 0.01%: . I've got that done in the
   9766 0.01%:  that's one I need to think on so
   9767 0.01%:  so I need it to go to
   9768 0.01%:  noooo thanks
   9769 0.01%:  that one's done so. I think
   9770 0.01%:  so don't give the
   9771 0.01%:  so I get ten
   9772 0.01%:  so it's good at
   9773 0.02%:  so it's good at the
   9774 0.01%:  this one I had no
   9775 0.01%:  and I see it
   9776 0.01%:  no that's good the
   9777 0.01%:  so it goes that I need
   9778 0.01%:  that's one to ten
   9779 0.01%:  so that's the end I go into
   9780 0.01%:  so I've gotten to this one
   9781 0.01%:  I've got that one done so it
   9782 0.01%:  no this one has to end.
   9783 0.01%:  so I've got to do this 
   9784 0.01%:  so I've done this one that
   9785 0.01%:  no that one's the ending
   9786 0.01%:  no that one's the ending.
   9787 0.01%:  no that one's the ending to
   9788 0.01%:  that's good so no
   9789 0.01%:  I've gotta do this one on the
   9790 0.01%:  that's one so I need
   9791 0.02%:  that's one so I need to go to
   9792 0.01%:  and it's too soon
   9793 0.01%:  so I think that's not even good
   9794 0.01%:  it's got that
   9795 0.01%:  no good I think that's not
   9796 0.01%:  and so I've got these
   9797 0.01%: . I've got to take it
   9798 0.01%:  so no one's eating
   9799 0.01%:  so no one's eating the
   9800 0.01%:  no I need to go sit on
   9801 0.01%:  no I need to go sit on a
   9802 0.01%: . I need this one to go on
   9803 0.01%:  sooooo that's the end. I
   9804 0.01%: . It's not an ending so
   9805 0.01%:  no no that is too
   9806 0.01%:  so it's not done. I got
   9807 0.01%: . It's good to have it on
   9808 0.01%: . It's good to have it on the
   9809 0.01%:  so it has to go
   9810 0.01%:  so it has to go on
   9811 0.01%:  so I need to take in
   9812 0.01%:  no that one is not good I
   9813 0.01%:  no that one isn't even good I
   9814 0.01%: . It's kinda not
   9815 0.01%:  I have to go do this so
   9816 0.01%:  no no that's the ending. It
   9817 0.01%:  no that's not the end so i
   9818 0.01%:  so this took an
   9819 0.01%:  that one's good I think too
   9820 0.01%:  it's not good that
   9821 0.01%:  I have to go on so
   9822 0.01%:  so that one goes to the 
   9823 0.01%:  so no it doesn't get
   9824 0.01%:  no that one is no good even
   9825 0.01%:  that one I think'
   9826 0.01%:  no no that's the end to
   9827 0.01%:  so that's one good one.
   9828 0.01%:  it's the end so go eat
   9829 0.01%:  no that one gets too
   9830 0.01%:  so that one's not the end I
   9831 0.01%:  the end is that on
   9832 0.01%:  no no that's not good. I
   9833 0.01%:  no I think that one's too on
   9834 0.01%:  that's one good one h
   9835 0.01%:  no that is the end to
   9836 0.01%:  this one goes on and
   9837 0.01%:  that's the end. It goes on 
   9838 0.01%:  I have done it too
   9839 0.01%:  so that one I need to sit
   9840 0.01%:  no one's even asking
   9841 0.01%:  I got to the end so soon
   9842 0.01%:  I've taken it to
   9843 0.01%:  no need to get it
   9844 0.01%:  so I haven't got this one to end
   9845 0.01%:  so I haven't got to the end in
