don't think you should use the word "retarded" like that, Michael Chabon.
100.00%: 
83.59%:  think
29.02%:  think Michael Chabon should read the story, read
50.31%:  think Michael Chabon should read the story, read the
29.01%:  think Michael Chabon should use the word "retarded" del
29.01%:  think Michael Chabon should read his work out loud three
28.93%:  think Michael Chabon should read the story a
28.90%:  think Michael Chabon should use the word "retarded" like that, yo.
28.90%:  think Michael Chabon is the author's alter
28.89%:  think Michael Chabon is really a
28.88%:  think Michael Chabon would like the story, so that
28.87%:  think Michael Chabon would like the story, as
28.86%:  think Michael Chabon would like to hear that story, dude
28.74%:  think Michael Chabon should write the true story.
28.72%:  think Michael Chabon's a little harsh,
28.72%:  think Michael Chabon said "retarded" there, so
28.68%:  think Michael Chabon should write a real story, dude
28.67%:  think Michael Chabon should take out the "retarded" word, you
28.63%:  think Michael Chabon should write a story, take the
28.61%:  think Michael Chabon should trade
33.80%:  think Michael Chabon should trade his
28.60%:  think Michael Chabon should read other
55.52%:  think Michael Chabon should read other authors
28.51%:  think Michael Chabon should read this other
28.51%:  think Michael Chabon stole that story idea
28.45%:  think Michael Chabon is a dude who really
28.40%:  think Michael Chabon should look at it
28.40%:  think Michael Chabon would say there's a
28.38%:  think Michael Chabon should try it
28.37%:  think Michael Chabon should take this to
112.17%:  think Michael Chabon should take this to heart
31.03%:  think Michael Chabon should take this to heart.
28.36%:  think Michael Chabon should take out a
28.31%:  think Michael Chabon should look at the words he
28.23%:  think Michael Chabon is the author you should read
28.20%:  think Michael Chabon should take his hat
28.17%:  think Michael Chabon is the author who told
28.13%:  think Michael Chabon said "retarded" too
36.91%:  think Michael Chabon said "retarded" too loudly
28.08%:  think Michael Chabon should write "retarded" a lot,
27.93%:  think Michael Chabon is rude
27.93%:  think Michael Chabon should read that story like three
27.89%:  think Michael Chabon should do that story
27.87%:  think Michael Chabon would rather you
27.83%:  think Michael Chabon should write that story there
27.78%:  think Michael Chabon is the retarded author, who
27.71%:  think Michael Chabon should take a story
27.67%:  think Michael Chabon should see that there are
27.65%:  think Michael Chabon said "retarded" too loudly there
27.63%:  think Michael Chabon should trust
27.57%:  think Michael Chabon is a really sweet
34.01%:  think Michael Chabon is a really sweet dude
27.56%:  think Michael Chabon should either read what
27.52%:  think Michael Chabon should write a story that "
27.52%:  think Michael Chabon should take out the "retarded" word he
27.49%:  think Michael Chabon should eat shit
27.47%:  think Michael Chabon would say there is
27.44%:  think Michael Chabon should write a story at the
27.42%:  think Michael Chabon should take out the words ret
120.71%:  think Michael Chabon should take out the words retarded,
42.27%:  think Michael Chabon should take out the words retarded.
27.38%:  think Michael Chabon stole the words out
27.38%:  think Michael Chabon should write "retarded" so that the
27.37%:  think Michael Chabon is the retarded author dude
27.36%:  think Michael Chabon is always
27.29%:  think Michael Chabon should edit the
92.32%:  think Michael Chabon should edit the story
27.21%:  think Michael Chabon would say that his ret
27.21%:  think Michael Chabon is the author who used
27.18%:  think Michael Chabon's words are really
27.17%:  think Michael Chabon should talk to his dad
27.16%:  think Michael Chabon says
35.83%:  think Michael Chabon says that
27.16%:  think Michael Chabon should write a story real
27.13%:  think Michael Chabon is the real story
30.80%:  think Michael Chabon is the real story here,
27.08%:  think Michael Chabon should say "retarded like
27.08%:  think Michael Chabon should take out the "retarded"s,
27.07%:  think Michael Chabon should look at the word retarded the
27.07%:  think Michael Chabon still wrote
32.82%:  think Michael Chabon still wrote the
76.84%:  think Michael Chabon still wrote the story
32.56%:  think Michael Chabon still wrote the story,
27.06%:  think Michael Chabon should talk to his ret
26.98%:  think Michael Chabon would say the latter
26.90%:  think Michael Chabon should take out the word "retarded" you'
26.90%:  think Michael Chabon is a total
26.86%:  think Michael Chabon should date
26.82%:  think Michael Chabon is the author you should talk to,
26.81%:  think Michael Chabon should study harder
26.77%:  think Michael Chabon should try harder to use
26.73%:  think Michael Chabon should write the real story that'
26.73%:  think Michael Chabon should write a "story
26.73%:  think Michael Chabon should look at the word "retarded" side
26.69%:  think Michael Chabon should try to look
26.69%:  think Michael Chabon should use the toilet
26.60%:  think Michael Chabon should see where
26.60%:  think Michael Chabon should write that other dude
26.57%:  think Michael Chabon should take his "
26.56%:  think Michael Chabon should take a h
26.55%:  think Michael Chabon should read your letter
26.54%:  think Michael Chabon should reward
26.53%:  think Michael Chabon likes the way
26.53%:  think Michael Chabon should look out
35.11%:  think Michael Chabon should look out his
26.44%:  think Michael Chabon should either start
26.38%:  think Michael Chabon would like the story, dude.
26.33%:  think Michael Chabon should write "retarded" as the
26.33%:  think Michael Chabon should use the word retarded like a
26.28%:  think Michael Chabon should write "the
26.27%:  think Michael Chabon should read the real
70.77%:  think Michael Chabon should read the real story,
28.82%:  think Michael Chabon should read the real story.
26.24%:  think Michael Chabon should take the day
26.24%:  think Michael Chabon's story will
26.22%:  think Michael Chabon should do what the
31.99%:  think Michael Chabon should do what the story
26.20%:  think Michael Chabon should write three
26.14%:  think Michael Chabon should write a story, that
26.10%:  think Michael Chabon should read the story out loud, take
26.08%:  think Michael Chabon is totally a
26.06%:  think Michael Chabon would also
26.02%:  think Michael Chabon should write "retarded" to the
26.01%:  think Michael Chabon should talk to this
26.01%:  think Michael Chabon should write the story, take
25.97%:  think Michael Chabon should take the story he wrote,
25.95%:  think Michael Chabon should take his retarded out
25.91%:  think Michael Chabon should take it to
76.45%:  think Michael Chabon should take it to heart
25.90%:  think Michael Chabon should write "retarded" at
25.89%:  think Michael Chabon is the world
25.86%:  think Michael Chabon would like your
25.86%:  think Michael Chabon should lose the "
26.66%:  think Michael Chabon should lose the "author
25.82%:  think Michael Chabon should lose that
25.80%:  think Michael Chabon should either take the
28.71%:  think Michael Chabon should either take the story
25.76%:  think Michael Chabon should take the words "retarded" to
25.74%:  think Michael Chabon said "retarded" the
29.29%:  think Michael Chabon said "retarded" the other
25.72%:  think Michael Chabon should use the word "retarded" to de
25.71%:  think Michael Chabon is the author.
25.69%:  asked you to use the word "retarded" that
25.69%:  asked you to read it, but then
25.68%:  think you should take it down to
25.66%:  think Michael Chabon writes too
25.65%:  think Michael Chabon was a
204.10%:  think Michael Chabon was a little
162.00%:  think Michael Chabon was a little rude
461.74%:  think Michael Chabon was a little rude there
129.83%:  think Michael Chabon was a little rude there.
83.68%:  think Michael Chabon was a little rude to
55.50%:  think Michael Chabon was a little too
41.09%:  think Michael Chabon was a little rude,
25.63%:  think Michael Chabon should take this whole
25.63%:  think you should write Michael Chabon the author,
25.62%:  think Michael Chabon would like these
25.61%:  think you should be the one to read this,
598.48%:  think you should be the one to read this, Michael
40.71%:  think you should be the one to read this, Michael.
29.77%:  think you should be the one to read this, Michael C
25.61%:  think Michael Chabon wrote a story that's like
25.60%:  think Michael Chabon should take out the "retarded" words,
25.60%:  think Michael Chabon should say "retarded" while
25.53%:  think Michael Chabon should take this to heart,
25.53%:  think Michael Chabon wrote a ret
25.52%:  think Michael Chabon would like the story that he
