now I'm certain of it. I am speaking of the ninja teen.
      0 100.00%: 
      1 87.82%:  that
   6059 0.27%:  I know I'm not the most perfect
   6060 0.27%:  now I think it's time I get
   6061 0.27%:  in that moment I forgot
   6062 0.27%:  that's it for me taking
   6063 0.27%:  I'm gonna keep the secret to
   6064 0.27%:  that's creep
   6065 0.27%:  I think someone from
   6066 0.27%:  that was after eating one
   6067 0.27%:  it's gonna take effort
   6068 0.27%:  then I got sent
   6069 0.27%:  there is no point in knowing
   6070 0.27%:  I am now certain this
   6071 0.27%:  I was gonna paint it on the fr
   6072 0.27%:  it's time for me to paint one again
   6073 0.27%:  that time I'm not
   6074 0.27%:  I think it's time for a new name.
   6075 0.27%:  I'm not gonna mention the painter
   6076 0.27%:  I know that if I'
   6077 0.42%:  I know that if I'm gonna
   6078 0.34%:  I know that if I'm gonna paint
   6079 0.27%:  I sort of want
   6080 0.67%:  I sort of want to paint
   6081 0.78%:  I sort of want to paint again.
   6082 0.46%:  I sort of want to paint him
   6083 1.44%:  I sort of want to paint him again.
   6084 0.29%:  I sort of want to keep
   6085 0.27%:  I'm not certain if I meant it as a joke when
   6086 0.27%:  that was taken
   6087 0.30%:  that was taken from an
   6088 0.29%:  that was taken from one
   6089 0.27%:  I can't imagine a more apt
   6090 0.27%:  one more thing. I
   6091 0.27%:  I think it's time for me to go face a
   6092 0.54%:  I think it's time for me to go face a new
   6093 0.27%:  I'm not certain at
   6094 0.62%:  I'm not certain at what
   6095 0.52%:  I'm not certain at this
   6096 0.27%:  none of that means I want
   6097 0.27%:  I promise I won't think
   6098 0.27%:  that seg
   6099 0.27%:  it's gonna take more than a few met
   6100 0.27%:  I think it's time I write
   6101 0.27%:  as I
   6102 0.27%:  that one time I was eating
   6103 0.27%:  it's time for one
   6104 0.27%:  on that note I'm off again
   6105 0.27%:  none of that makes me not
   6106 0.40%:  none of that makes me not want
   6107 0.27%:  I know I'm right
   6108 0.27%:  now I think it's time for me to nap.
   6109 0.27%:  there's no point in me taking a
   6110 0.27%:  after this I'm taking a nap.
   6111 0.27%:  nothing makes me want to paint or
   6112 0.27%:  I know it's an
   6113 0.27%:  I want to paint again for
   6114 0.59%:  I want to paint again for the
   6115 0.27%:  now I think someone
   6116 0.27%:  I know for a fact I'm not ash
   6117 0.27%:  I think I'm not certain of
   6118 0.27%:  there's no point in time in
   6119 0.27%:  that one time in first
   6120 0.27%:  that's it for me on paint
   6121 0.27%:  it's time to paint more
   6122 0.27%:  neither one is
   6123 0.27%:  I'm wearing this
   6124 0.27%:  on that note I'm gonna paint a nice
   6125 0.27%:  I know that's more conf
   6126 0.27%:  the entire time I meant
   6127 0.27%:  I think I'm gonna paint it twice
   6128 0.38%:  I think I'm gonna paint it twice more
   6129 0.27%:  the first two
   6130 0.27%:  the first two conf
   6131 0.27%:  if there's one emotion I can
   6132 0.27%:  I was gonna mention that in
   6133 0.41%:  I was gonna mention that in front
   6134 0.27%:  I think I want to paint one of
   6135 0.27%:  I know I'm sharing
   6136 0.27%:  I was imag
   6137 0.27%:  we're speaking in the
   6138 0.27%:  it's time for me to paint now.
   6139 0.27%:  now I can't take that
   6140 0.27%:  it was on the front of an ice
   6141 0.27%:  I think I'm setting new
   6142 0.26%:  I got this conf
   6143 0.26%:  that one time in art
   6144 0.26%:  it's time for me to go take a nap in a
   6145 0.26%:  it's gonna take more than a com
   6146 0.26%:  that's me in a
   6147 0.26%:  I'm gonna keep that fact for
   6148 0.26%:  I get that I
   6149 0.26%:  I know that's not perfect
   6150 0.26%:  it was that time again for me
   6151 0.26%:  I know the secret of
   6152 0.26%:  he was firing
   6153 0.26%:  that's me working
   6154 0.26%:  I know for a fact that I'm not.
   6155 0.26%:  it's not coming off the market
   6156 0.26%:  that means it took
   6157 0.26%:  then after I was
   6158 0.26%:  I'm not keeping
   6159 0.41%:  I'm not keeping this
   6160 0.59%:  I'm not keeping this conf
   6161 0.32%:  I'm not keeping that
   6162 2.49%:  I'm not keeping that secret
   6163 0.83%:  I'm not keeping that a secret.
   6164 0.30%:  I'm not keeping that conf
   6165 0.26%:  I went on
   6166 0.26%:  that was on a nap
   6167 0.26%:  that's not too far
   6168 0.26%:  I think I wrote a
   6169 0.26%:  I keep meaning to mention that one.
   6170 0.26%:  I'm sitting in a room
   6171 0.69%:  I'm sitting in a room with
   6172 0.26%:  I'm certain that was me
   6173 0.26%:  I think I'm gonna paint a tree
   6174 0.32%:  I think I'm gonna paint a tree now
   6175 0.26%:  no shame
   6176 0.26%:  I can't see how
   6177 0.26%:  it was in green
   6178 0.76%:  it was in green paint
   6179 0.26%:  I respect
   6180 0.30%:  I respect him
   6181 0.26%:  I think I wanna get
   6182 0.26%:  I know I spent
   6183 0.26%:  I'm the reason we
   6184 0.30%:  I'm the reason we can
   6185 0.26%:  I think I'm gonna paint a nin
   6186 0.26%:  I know for a fact I'm not a
   6187 0.26%:  none of that means I'm great
   6188 0.26%:  I'm gonna make a
   6189 0.26%:  I can't imagine another
   6190 0.26%:  I think I ate
   6191 0.26%:  I think I was fifteen
   6192 0.26%:  I think I got in
   6193 0.26%:  I think I'm gonna paint sooner
   6194 0.26%:  that part is not
   6195 0.26%:  we're not gonna mention the times
   6196 0.26%:  I think it's time to go in for a new
   6197 0.26%:  I think it was a nin
   6198 0.26%:  I'm not gonna name the one
   6199 0.26%:  that's a joke from
   6200 0.26%:  it was more of an attempt
   6201 0.26%:  now that I mention it I promise
   6202 0.26%:  the reason I'm keeping it
   6203 0.26%:  I'm not the sort to
   6204 0.26%:  I want to mention
   6205 0.28%:  I want to mention again
   6206 0.26%:  the paint was ac
   6207 0.26%:  it's gonna take more than a ten
   6208 0.26%:  I'm not gonna mention that we
   6209 0.26%:  I know I'm not the same
   6210 0.53%:  I know I'm not the same painter
   6211 0.26%:  I forgot to paint his feet in
   6212 0.26%:  it's time for me to once
   6213 3.65%:  it's time for me to once again thank
   6214 0.42%:  it's time for me to once again think
   6215 0.41%:  it's time for me to once again take
   6216 0.26%:  I think now I'm gonna stop
   6217 0.26%:  it's gonna take more than a 
   6218 0.26%:  I'm not a painter now.
   6219 0.26%:  I wanna paint that scene
   6220 0.26%:  I know for a fact that I'm not seeing
   6221 0.26%:  I want to paint one
   6222 0.74%:  I want to paint one more
   6223 1.15%:  I want to paint one more thing
   6224 0.49%:  I want to paint one more time.
   6225 0.26%:  now it's not a joke
   6226 0.26%:  there's a one in ten
   6227 0.26%:  I think I'm writing it
   6228 0.26%:  I somehow got
   6229 0.26%:  I think I want to paint again one more
   6230 0.26%:  that comes to an
   6231 0.26%:  that I'm not certain if
   6232 0.26%:  that is no
   6233 0.26%:  the reason I'm not making it
   6234 0.26%:  I'm gonna paint that one scene
   6235 0.26%:  I think I'm insane
   6236 0.26%:  I can't forget how
   6237 0.26%:  I'm not so certain it
   6238 0.26%:  I got in
   6239 0.26%:  that's not an entire
   6240 0.26%:  it's time for me to take one
   6241 0.26%:  we're not speaking of that moment
   6242 0.26%:  I'm writing these conf
   6243 0.26%:  I'm certain that if I wasn
   6244 0.26%:  that one time I'
   6245 0.40%:  that one time I'm not
   6246 0.26%:  that's not me taking
   6247 0.26%:  I'm not writing this on
   6248 0.26%:  I'm gonna own that conf
   6249 0.26%:  this one
   6250 0.26%:  now it's time for me to think in
   6251 0.26%:  I'm gonna keep that one from
   6252 0.26%:  I think I'm waiting
   6253 2.66%:  I think I'm waiting for someone
   6254 0.31%:  I think I'm waiting too
   6255 0.26%:  it was fifteen
   6256 0.26%:  I know there's no nin
   6257 0.26%:  on that note of
   6258 0.26%:  I'm sitting here in a coffee
   6259 0.26%:  I was meaning
   6260 1.83%:  I was meaning to mention
   6261 6.10%:  I was meaning to mention that I
   6262 3.39%:  I was meaning to mention that one
   6263 2.17%:  I was meaning to mention that.
   6264 2.05%:  I was meaning to mention that for
   6265 1.08%:  I was meaning to mention that in
   6266 1.07%:  I was meaning to mention the
   6267 1.03%:  I was meaning to mention that conf
   6268 0.74%:  I was meaning to mention the part
   6269 0.60%:  I was meaning to mention the fact
   6270 0.39%:  I was meaning to mention that a
   6271 0.39%:  I was meaning to mention it
   6272 0.33%:  I was meaning to mention that in a
   6273 0.29%:  I was meaning to mention the entire
   6274 0.27%:  I was meaning to paint
   6275 1.05%:  I was meaning to paint another
   6276 0.31%:  I was meaning to paint the
   6277 0.26%:  I'm certain of that.
   6278 0.26%:  now it's time to paint again for
   6279 0.26%:  now I'm setting
   6280 0.26%:  I think it came from
   6281 0.26%:  now I'm posting that
   6282 0.26%:  we're home
   6283 0.26%:  I know it's not gonna matter if
   6284 0.26%:  I know that one's gonna
   6285 0.26%:  I think I'm gonna paint a new one of
   6286 0.26%:  I know for a fact that I imagine
   6287 0.26%:  I'm certain I was making the
   6288 0.26%:  I want some
   6289 0.26%:  I wanna get this
   6290 0.26%:  the winner
   6291 0.26%:  I forgot to make him a
   6292 0.97%:  I forgot to make him a ninja t
   6293 0.67%:  I forgot to make him a ninja.
   6294 0.26%:  there's fifteen
   6295 0.26%:  I can't promise not to think
   6296 0.26%:  I'm not gonna paint for the
   6297 0.26%:  I think we got
   6298 0.26%:  he was in a
   6299 0.26%:  I'm not the artist in
   6300 0.26%:  the reason I kept
   6301 0.26%:  I promise I'm not taking it
   6302 0.26%:  I know none of that means I can
   6303 7.53%:  I know none of that means I can't paint
   6304 0.27%:  I know none of that means I can paint
   6305 0.26%:  I know none of that means I can't paint.
   6306 0.26%:  it's canon that I wrote
   6307 0.26%:  I was keeping
   6308 0.66%:  I was keeping that
   6309 0.28%:  I was keeping that from
   6310 0.26%:  if that isn't tragic
   6311 0.26%:  I think I'm gonna promise
   6312 0.26%:  I can't stop there.
   6313 0.26%:  I know I'm gonna paint
   6314 0.61%:  I know I'm gonna paint another
   6315 0.31%:  I know I'm gonna paint that
   6316 0.32%:  I know I'm gonna paint that one
   6317 0.29%:  I know I'm gonna paint that scene
   6318 0.26%:  now I'm coming to
   6319 0.47%:  now I'm coming to the
   6320 0.26%:  one time I threw paint on
   6321 0.26%:  in case the
   6322 0.26%:  that one's more of
   6323 0.26%:  I was meaning to mention the conf
   6324 0.26%:  that one was me
   6325 0.26%:  I hope I'm not coming
   6326 0.26%:  that took me a
   6327 0.26%:  I think it's time for me to in
   6328 0.26%:  I'm gonna keep the conf
   6329 0.26%:  none of that makes me a great
   6330 0.26%:  I know that's not an ego trip
   6331 0.26%:  now it's time for a time
   6332 0.26%:  I think it's time to rec
   6333 0.26%:  the moment
   6334 0.26%:  I'm not awesome at conf
   6335 0.26%:  that's not a great name
   6336 0.26%:  I think I want to re
   6337 0.26%:  I hate it
   6338 0.26%:  I spent the entire time I'
   6339 0.26%:  I can't imagine he
   6340 0.26%:  that means I'm one of
   6341 0.26%:  I can't seem to forget how
   6342 0.26%:  I keep them
   6343 0.26%:  that means I'm aware
   6344 0.26%:  I think I meant it to
   6345 0.26%:  I'm gonna keep on
   6346 0.26%:  I'm not gonna mention the racist
   6347 0.26%:  I think I went on
   6348 0.26%:  I forgot that in
   6349 0.26%:  we're speaking in met
   6350 0.26%:  that was it for pain
   6351 0.26%:  none of that means I'm not a painter in
   6352 0.26%:  the reason I knew
   6353 0.26%:  I forgot that it wasn
   6354 0.26%:  I can't imagine that was
   6355 0.26%:  I'm not certain that I was 
   6356 0.26%:  now I'm too
   6357 0.26%:  that sort
   6358 0.57%:  that sort of conf
   6359 0.26%:  since I know
   6360 0.42%:  since I know nothing
   6361 0.26%:  I can promise that I
   6362 0.26%:  then I ate some of
   6363 0.26%:  I think I'm gonna paint a new one some
   6364 0.26%:  I promise I'm not taking the
   6365 0.26%:  there was a moon
   6366 0.26%:  I think I can paint it again
   6367 0.26%:  that's a matter
   6368 0.74%:  that's a matter of opinion
   6369 0.30%:  that's a matter of opinion.
   6370 0.26%:  it's perfect
   6371 0.26%:  it's perfect timing
   6372 0.26%:  I think I'm a racist
   6373 0.26%:  I think I'm writing too
   6374 0.26%:  I am the
   6375 0.51%:  I am the worst
   6376 0.26%:  I think it's time for me to go in an
   6377 0.26%:  that one time in front
   6378 0.26%:  that's taking
   6379 0.26%:  I'm gonna stop that
   6380 0.61%:  I'm gonna stop that train
   6381 0.26%:  I think it was after a
   6382 0.26%:  now I think it's time for me to again
   6383 0.26%:  it was a giant
   6384 0.25%:  I won't mention that again
   6385 0.25%:  now he's gone
   6386 0.25%:  I want to paint again if it
   6387 0.25%:  I think I'm a woman
   6388 0.25%:  I think I'm facing
   6389 0.25%:  there I'm
   6390 0.28%:  there I'm not
   6391 0.25%:  I was taking the entire
   6392 0.34%:  I was taking the entire time
   6393 0.25%:  I think I'm gonna tear
   6394 0.25%:  I can't promise not to make a
   6395 0.25%:  I was acting
   6396 0.25%:  it's taking
   6397 0.25%:  I wrote it in
   6398 0.25%:  that was me at age ten
   6399 0.25%:  somehow it got
   6400 0.25%:  I know that is not
   6401 0.25%:  that one took
   6402 0.25%:  now I think it's too
   6403 0.25%:  that is now common
   6404 0.25%:  now it's time to thank
   6405 0.25%:  I want to paint it again one
   6406 0.25%:  I forgot to paint it
   6407 0.25%:  to think I was gonna
   6408 0.45%:  to think I was gonna paint
   6409 0.25%:  I know I can't stop
   6410 0.25%:  I'm not certain the paint was
   6411 0.25%:  I'm certain that I was making it
   6412 0.25%:  I can't promise what
   6413 0.25%:  I think it's time to go in for an
   6414 0.25%:  I know that I'm certain
   6415 0.25%:  that one isn't gonna
   6416 0.25%:  I think someone ate
   6417 0.25%:  it was that morning'
   6418 0.25%:  I know for a fact I meant that in
   6419 0.25%:  none of that was meant to inc
   6420 0.25%:  I want to paint again for some
   6421 0.25%:  I'm certain that speaking of
   6422 0.25%:  I know there's not gonna
   6423 0.25%:  I think I'm gonna paint once
   6424 0.25%:  I'm not certain that one is a
   6425 0.25%:  I know I'm not ash
   6426 0.25%:  I'm not gonna repeat the
   6427 0.25%:  now I'm making this too
   6428 0.25%:  I promise I won't mention again in
   6429 0.65%:  I promise I won't mention again in the
   6430 0.25%:  it's time to forget
   6431 0.25%:  it's canon now that
   6432 0.25%:  from
   6433 4.31%:  from that point
   6434 2.12%:  from that point on I was
   6435 1.43%:  from that point of
   6436 1.36%:  from that point on it
   6437 0.47%:  from that point on I'
   6438 0.37%:  from that point I
   6439 0.36%:  from now
   6440 1.05%:  from now on I'm keeping
   6441 3.40%:  from now on I'm keeping that
