definitely possible to get a PhD in that, yes?
100.00%: 
38.08%:  definitely
0.02%:  been said that only the
0.01%:  too late, that
0.15%:  too late, that feeling
0.10%:  too late, that feeling is
0.02%:  too late, that ship
0.01%:  the lady on the left, isn
0.01%:  painted
0.01%:  been doing this this past
0.01%:  possible that, in light
0.01%:  polite if
0.01%:  possible that, if they
0.01%:  a big pile
0.01%:  polite to say that
0.01%:  the boss
0.01%:  a delight to see this
0.01%:  definitely not that hot,
0.01%:  easy to tell that he is
0.01%:  beside the point that, if
0.01%:  noble
0.01%:  not a bad title
0.01%:  nostalgia, yes
0.01%:  only polite, it
0.01%:  not that big a step, honestly
0.01%:  so tangible, yet distant
0.01%:  easy to get lost in the eyes
0.01%:  the best idea of
0.01%:  a little thing they say
0.01%:  not that hot,
0.01%:  this P
0.01%:  one of the best pets
0.01%:  this nost
0.01%:  a global
0.01%:  on the sign, it
0.01%:  this d
0.01%:  been a long day, these
0.01%:  safe to do
0.01%:  no big deal if she isn
0.01%:  a ten
0.01%:  oblig
0.01%:  a little bit intense, yes
0.01%:  so late at night, yet
0.01%:  only healthy
0.01%:  holding the
0.01%:  definitely isn
0.01%:  in the titles of this
0.01%:  possible that, instead of hitting
0.01%:  got all
0.02%:  got all the best
0.01%:  beside the point if this
0.01%:  to the side of this sign
0.01%:  in this bottle, and
0.01%:  the best thing at
0.01%:  definitely not the pige
0.01%:  possible old
0.01%:  easily one
0.01%:  the intensity
0.01%:  definitely gotta be in his top
0.01%:  in the spelling of this
0.01%:  not oblig
0.01%:  not today,
0.01%:  a bit of a n
0.01%:  not late at night yet
0.01%:  too late, this feeling has set
0.01%:  the best episode of this little
0.01%:  totally fine to be saying
0.01%:  easy to get lost in day
0.01%:  the one that is
0.01%:  the one that is sitting
0.01%:  not easy to identify,
0.01%:  definitely pants
0.01%:  an it
0.01%:  silly, h
0.01%:  sitting on the bed,
0.01%:  played by the late,
0.01%:  so healthy
0.01%:  definitely not a late
0.01%:  a title, and it
0.01%:  been a long day, so let
0.01%:  too bad that feeling is
0.01%:  no big deal, of
0.01%:  doing its
0.01%:  listening please
0.01%:  the feeling that, in
0.01%:  to the left, past the dining
0.01%:  a sign on
0.01%:  eight feet tall, and it sits in
0.01%:  been so long that, if this
0.01%:  got one
0.01%:  gotta be done,
0.01%:  totally fine to say the
0.01%:  essential to the field,
0.01%:  insanely delight
0.01%:  only polite if it
0.01%:  at the edge of the
0.01%:  sitting on the steps of
0.01%:  at the end of the lab
0.01%:  at the end of the lab,
0.01%:  long past
0.01%:  so easy to identify this
0.01%:  totally fine, both these
0.01%:  only a slight bit of
0.01%:  nothing to be sh
0.01%:  not big, it
0.01%:  that tight
0.01%:  totally seeing
0.01%:  the engine
0.01%:  polite to at least be
0.01%:  so tangible yet int
0.01%:  ple
0.06%:  pleasing to see
0.04%:  pleasing to the
0.03%:  pleasing to see that
0.01%:  one of the best pal
0.01%:  a little bit inside,
0.01%:  a ne
0.01%:  easy to identify, as
0.01%:  easy to get lost in life, and
0.01%:  this feeling, is
0.01%:  only polite, this being his
0.01%:  this little dog?
0.01%:  a deep feeling, is
0.01%:  a bite
0.01%:  gotten so bad that if
0.01%:  gotta be as
0.01%:  only polite if he
0.01%:  been a good ten
0.01%:  definitely nostalgia, these
0.01%:  this photo
0.01%:  the best and the only
0.01%:  opened
0.01%:  opened the
0.01%:  this tiny, shy
0.05%:  this tiny, shy little
0.01%:  a little thing he does, often
0.01%:  been a solid ten
0.01%:  not that they need
0.01%:  totally these
0.01%:  definitely not that he is
0.01%:  so late at night, they
0.01%:  honest feelings
0.01%:  taste
0.01%:  one of the single
0.01%:  one of the single best
0.01%:  that last one, definitely the
0.01%:  not safe to be in the
0.01%:  easy to get lost in that line
0.01%:  at the end of this,
0.01%:  only polite, he says
0.01%:  the best thing to see in
0.01%:  that entity
0.01%:  intent
0.01%:  the eyes
0.01%:  one of the best p
0.01%:  so late at night, she definitely
0.01%:  a sight to behold, e
0.01%:  definitely patient
0.01%:  not the pills is it,
0.01%:  a thing he does?
0.01%:  in,
0.01%:  only polite, says
0.01%:  totally fine to date
0.01%:  too bad that the
0.01%:  gonna totally
0.01%:  a little dog that
0.01%:  this feeling that, no
0.01%:  so nostalgia
0.01%:  the feelings, isn
0.01%:  a sad thing to feel
0.01%:  possibly this
0.01%:  not safe to be inside the
0.01%:  been a long day, so this
0.01%:  the feeling that, despite its
0.01%:  that feeling that no
0.01%:  that disease
0.01%:  that this
0.01%:  a big day,
0.01%:  a holiday
0.01%:  totally sending
0.01%:  a little thing inside,
0.01%:  on the inside,
0.01%:  not all that deep
0.01%:  easy to tell that one is
0.01%:  one of the gentle
0.01%:  good that the pill
0.01%:  telling,
0.01%:  that old feeling, that one
0.01%:  still intense
0.01%:  still in the test
0.02%:  still in the test stage
0.01%:  definitely not the ghostly
0.01%:  so sad to be
0.01%:  this little boy on
0.01%:  one of his pets,
0.01%:  been so long that she feels
0.01%:  this little boy, he
0.01%:  a little boy and it
0.01%:  the title of the song played in
0.01%:  too bad that she left
0.01%:  the best day, isn
0.01%:  definitely not as big as they
0.01%:  a b
0.01%:  a little intense is
0.01%:  on a sign by
0.01%:  gotta be that one
0.01%:  in the title, please don
0.01%:  easy to tell they don
0.01%:  not that big of a step,
0.01%:  in the title, it says
0.01%:  a shy little ghost
0.01%:  totally 
0.01%:  definitely the best song,
0.01%:  one of these,
0.01%:  easy to tell these days,
0.01%:  got to be said, the
0.01%:  one of the ple
0.01%:  anybody
0.01%:  this old feeling, a
0.01%:  the title of his essay, not
0.01%:  that polite
0.01%:  definitely nostalgia th
0.01%:  been a thing these
0.02%:  been a thing these last
0.01%:  been so long, that this
0.01%:  slightly past
0.01%:  not a big deal, this
0.01%:  easy to spot, it
0.01%:  in the title of the play, yes
0.01%:  online
0.01%:  a listed
0.01%:  too late?
0.01%:  not that old feeling is
0.01%:  that feel
0.01%:  stood
0.01%:  a goth
0.01%:  so late in the night, is
0.01%:  beside the point that no
0.01%:  the best feeling, yes
0.01%:  this angel
0.01%:  only being polite, sheesh
0.01%:  only late at night so
0.01%:  a line
0.01%:  not the pills, that
0.01%:  the best thing and
0.01%:  tall
0.01%:  been a long date
0.01%:  totally a thing if
0.01%:  easy to get the title
0.01%:  so gentle, and
0.03%:  so gentle, and yet
0.01%:  the one that gets
0.01%:  this thing, see
0.01%:  fine that he only
0.01%:  definitely sin
0.01%:  a pale
0.01%:  a little bit intense, h
0.01%:  totally fine to be sitting
0.01%:  the best song this
0.01%:  no big deal he
0.01%:  a style
0.01%:  one of his best p
0.01%:  done this
0.01%:  been a long day, is it
0.01%:  been doing that to all the
0.01%:  not easy to find,
0.01%:  late to be feeling
0.06%:  late to be feeling this nost
0.02%:  late to be feeling nost
0.01%:  at the end of the line?
0.01%:  this little thing on top
0.01%:  definitely losing
0.01%:  one of the pills that
0.01%:  definitely lat
0.01%:  is
0.01%:  is definitely
0.01%:  gotta be on the shelf
0.01%:  the song
0.01%:  a title she holds
0.01%:  the bell
0.01%:  so intense that the
0.01%:  been so long, yeah
0.01%:  hot today
0.01%:  a feeling that is both ple
0.01%:  the title of this one
0.01%:  a bit intense, yes
0.01%:  this little dog, yeah
0.01%:  so easy to identify,
0.01%:  been doing it the
0.05%:  been doing it the past
0.01%:  honestly not that deep, it
0.01%:  a little p
0.01%:  pleasing to see that they
0.01%:  so late at night, isn
0.01%:  only a slight step beyond
0.01%:  a little thing she does, if
0.01%:  not easy to identify these
0.01%:  a little thing, nobody
0.01%:  a pet she
0.01%:  a tasty
0.02%:  a tasty little
0.01%:  a feeling only the best
0.01%:  a little shy so don
0.01%:  a sight to see, definitely
0.01%:  totes an
0.01%:  so hot it
0.01%:  totally fine, it passes
0.01%:  these pills that do it, it
0.01%:  bad, h
0.01%:  late, is
0.01%:  definitely not the piles
0.01%:  so late in the day to be feeling this, y
0.01%:  this late
0.01%:  totally fine to be gay
0.01%:  still signed
0.01%:  only been, oh
0.01%:  totally dis
0.01%:  possible that, if things
0.01%:  not open
0.01%:  not possible, yet it feels
0.01%:  highly top
0.01%:  dest
0.02%:  destiny,
0.01%:  so late in the day to be helping
0.01%:  in the title of that episode
0.01%:  one thing to be a
0.02%:  one thing to be a little
0.01%:  been fl
0.01%:  none of the pills
0.01%:  sitting in the bat
0.01%:  a gene
0.01%:  this telephone
0.01%:  totally fine, the nost
0.01%:  only polite, says the
0.01%:  only polite, says the sign
0.01%:  gonna be his
0.01%:  not ste
0.20%:  not stealing if they
0.06%:  not stealing if he
0.05%:  not stealing if she
0.04%:  not stealing if the
0.03%:  not stealing,
0.02%:  not stealing, it
0.01%:  not stealing if they stole
0.01%:  still feeding
0.01%:  in the titles of the songs
0.01%:  possible that he got in
0.01%:  eight feet tall, has tiny
0.02%:  eight feet tall, has tiny eyes
0.01%:  too bad she still
0.01%:  this all
0.01%:  a lost feeling, that
0.01%:  that one lady,
0.01%:  this tiny little o
0.01%:  definitely not a ghost, as
0.01%:  this fles
0.02%:  this fleshy being
0.01%:  this fleshy,
0.01%:  fine, he says
0.01%:  one of the titles she
0.01%:  so late in the day to be sleeping,
0.01%:  been dying
0.01%:  definitely in the title?
0.01%:  little and
0.01%:  definitely hip
0.01%:  definitely thing
0.01%:  been so long that its
0.01%:  falling into
0.01%:  possible that she got a
0.01%:  possible that she left?
0.01%:  definitely not the past, is
0.01%:  a little boy, sitting
0.01%:  possible that he needs to get
0.01%:  the feelings, the
0.01%:  definitely last
0.01%:  an o
0.01%:  possible life
0.01%:  honestly not a big deal, they
0.01%:  so late in the day to be typing this,
0.01%:  spending
0.02%:  spending the
0.01%:  still,
0.01%:  all gone to shit
0.01%:  so d
0.01%:  sign
0.01%:  possible she and the
0.01%:  a healthy
0.01%:  settled that
0.01%:  one of the last bast
0.01%:  only polite that this
0.01%:  gotta be said, they
0.01%:  easy to get lost in the details, e
0.01%:  so late in the night it
0.01%:  pointless to feel that
0.01%:  polite to let the
0.01%:  the best pal anyone
0.01%:  definitely not the title she
0.01%:  the one in the top
0.01%:  a deal
0.01%:  not hot
0.01%:  safe, it
0.01%:  this little boy and he goes
0.01%:  paid
0.01%:  a type of ghost
0.01%:  the best, and
0.01%:  a little on the nose, e
0.01%:  the late 
0.01%:  a title he doesn
0.01%:  not a little thing
0.01%:  open tonight
0.01%:  so silly, it
0.01%:  in a bottle, shaped
0.01%:  fine, by
0.01%:  easy to tell his
0.01%:  this tiny dog that sits
0.01%:  possible that she left a note,
0.01%:  not a sign
0.01%:  no big deal honestly, it
0.01%:  not shy
0.01%:  eight feet tall, has tent
0.01%:  the best feeling and yet also
0.01%:  this idiot
0.01%:  holding a
0.01%:  gotta be said, this is the only
0.01%:  not been a
0.01%:  been ages, old pal
0.01%:  definitely not that at
0.01%:  so late at night, this
0.01%:  so late at night, this feels
0.01%:  nothing bad, they
0.01%:  got those
0.01%:  a big life
0.02%:  a big life lesson
0.01%:  still nost
0.01%:  so easy to tell they
0.01%:  too bad he left
0.01%:  not that easy being
0.01%:  as if a
0.01%:  been days, this
0.03%:  been days, this feeling
0.01%:  these pills, he
0.01%:  so late in the day, yet
0.01%:  fine, this is only
0.01%:  it totally
0.01%:  no big deal, this feels
0.01%:  got to be said that
0.01%:  the title of the best play
0.01%:  been a long day, so if
0.01%:  not that big inside the
0.01%:  possible he is not yet
0.01%:  floating beside
0.01%:  inside that
0.01%:  a thing, yes
0.01%:  that last one in
0.01%:  hello,
0.01%:  totally both
0.01%:  this best
0.01%:  this feeling in the tip
0.01%:  the best feeling and yet, it
0.01%:  slightly intense
0.01%:  been doing that lately, so it
0.01%:  a pet din
0.01%:  the latest sensation to
0.01%:  so easy to get the
0.01%:  intensity of
0.01%:  not possible that that is
0.01%:  in the titles of the signs
0.01%:  not often she pays
0.01%:  a sight to see, isn
0.01%:  so intensely bit
0.01%:  a pain to
0.01%:  the best thing to say to
0.01%:  in the title, so definitely
0.01%:  again
0.01%:  so in
0.01%:  a shape
0.04%:  a shape shifting
0.20%:  a shape shifting entity
0.09%:  a shape shifting entity,
0.01%:  been doing that lately, he
0.01%:  not that old,
0.01%:  totally not the best idea
0.01%:  totally at
0.01%:  on the end of this table
0.01%:  all,
0.01%:  been a thing lately, y
0.01%:  still sending
0.01%:  that feels
0.01%:  totally dating
0.01%:  one of the best displays
0.01%:  so honest,
0.01%:  only sitting
0.01%:  fine, they say
0.01%:  that feeling in the P
0.01%:  totally a thing to
0.01%:  totally a thing to be
0.01%:  a thing, isn
0.01%:  legit a
0.01%:  honestly the best song title,
0.01%:  that intensity
0.01%:  in the style of the old
0.01%:  been a long day, it feels
0.01%:  one of the best plays
0.01%:  also this
0.01%:  a bit of a lengthy title, she
0.01%:  got to be,
0.01%:  been doing that a little,
0.01%:  one of the tiny
0.01%:  this tiny dog in
0.01%:  a lot to deal
0.01%:  been doing this lately, this
0.01%:  a path
0.01%:  at the end of the list, so please
0.01%:  so pal
0.01%:  easy to get all the
0.01%:  this bl
0.01%:  honestly a bit sp
0.01%:  at the end of this blog
0.01%:  on the table, holding
0.01%:  nothing, it passes
0.01%:  nine
0.01%:  so that
0.01%:  totes the best thing in
0.01%:  fine, this is still the
0.01%:  the title of the sign,
0.01%:  the title of the sign, not
0.01%:  possibly nothing
0.01%:  a shape shifting entity, yes
0.01%:  the best one yet, h
0.01%:  not that she left, is
0.01%:  a talent
0.01%:  a bit late, honestly
0.01%:  not possible, and it
0.01%:  the title of this essay, not
0.01%:  not a thing she does
0.01%:  not a thing she does, is
0.01%:  sitting on the table to
0.01%:  been at least this long,
0.01%:  in the title, it doesn
0.01%:  no big deal, not
0.01%:  a little bit inside of
0.01%:  so late in the day to be p
0.01%:  an infl
0.01%:  eating all
0.01%:  the one that says it
0.01%:  so late in the day they
0.01%:  gotta be a hell
0.01%:  sitting at the piano
0.01%:  a bit long a
0.01%:  only a tiny bit selfish
0.01%:  a title, it doesn
0.01%:  easy to get into this field
0.01%:  a height
0.01%:  totally a thing by
0.01%:  only in the slight
0.13%:  only in the slightest bit
0.03%:  only in the slightest bit of
0.01%:  a good bet that
0.01%:  a good bet that she
0.01%:  been doing this lately, she
0.01%:  stated
0.01%:  been at least, eight
0.01%:  in the sign,
0.01%:  a hoot
0.01%:  instantly
0.01%:  hiding beneath
0.01%:  a big deal if she
0.01%:  a sad feeling, h
0.01%:  not it
0.01%:  his feelings
0.01%:  a fleshy body
0.01%:  a little boy sitting in
0.01%:  totes the best episode
0.01%:  not that big yet
0.01%:  a left
0.01%:  easy to tell this is not
0.01%:  that old feeling, yet
0.01%:  a title she holds,
0.01%:  a deep feeling, it
0.01%:  saying this
0.01%:  the best idea,
0.01%:  nothing this
0.01%:  fine, his
0.01%:  this blind
0.01%:  one of the best things lately
0.01%:  a spelling test
0.01%:  this little thing?
0.01%:  only a slight di
0.01%:  the title of this post
0.01%:  sitting in the seat
0.02%:  sitting in the seat beside
0.01%:  so legit
0.01%:  totes pl
0.01%:  at the end of the line so
0.01%:  not a thing, they
0.01%:  the best feeling, the
0.01%:  the title of the song, and
