know just enough about science for that to be really credible!!
41.65%:  think
0.41%:  think our science teacher just got blown
0.42%:  think our science teacher just got blown out
0.41%:  just found the only logical
0.41%:  need to talk to the science bros!!
0.41%:  just wrote a science book you
0.41%:  would just like to note that for a
0.41%:  think we should go to science
0.41%:  hate it when you talk science around
0.41%:  could be wrong about a lot of the science there!!
0.41%:  like the sound of both
0.41%:  could be wrong about the science but if there
0.41%:  think you just got owned
0.41%:  think you need to focus
0.41%:  think you just cleared science for
0.41%:  just got hit by a truck and
0.41%:  just figured out the whole science content
0.41%:  hate to break it to you but science has long
0.41%:  could write books about that guy
0.41%:  could be wrong about all the science so
2.20%:  could be wrong about all the science so far!!
0.68%:  could be wrong about all the science so far but
0.41%:  feel like you just won the science!!
0.41%:  would hate that
0.41%:  refuse to allow that to be the
0.41%:  thought it could only be one of
0.41%:  think just
0.50%:  think just about
0.41%:  won
0.41%:  sure would like to be a
0.41%:  sure would like to be a fly
2.98%:  sure would like to be a fly on that
0.41%:  went through all of science to deb
0.66%:  went through all of science to debunk your
0.41%:  should totally go back to the
1.74%:  should totally go back to the future
0.41%:  just got another science theory
0.41%:  just figured out how to be the only science bro
0.41%:  need to figure out how to re
0.41%:  would hate to be the first guy
0.41%:  think you just forgot to turn
0.41%:  just think you
0.41%:  think science just found a real
0.41%:  forgot all about what
0.41%:  should really write a book that
0.41%:  think you just got out
0.41%:  would hug you for this
0.41%:  thought you were still a science
0.46%:  thought you were still a science bro
0.41%:  forgot that you were secret
0.41%:  totally just broke the whole
0.85%:  totally just broke the whole science
0.44%:  totally just broke the whole science of
0.41%:  think you just brought forward science
0.41%:  just figured out a way to be the cool
0.41%:  would like that to be the case but no
0.41%:  need to talk to that guy for
0.92%:  need to talk to that guy for a while
1.31%:  need to talk to that guy for a while!!
0.84%:  need to talk to that guy for hours
0.53%:  need to talk to that guy for hours!!
0.47%:  need to talk to that guy for science
0.41%:  should totally write a bunch
22.66%:  should totally write a bunch of science
0.41%:  think you just rewrote all science bro
0.41%:  like your science better than actual
0.41%:  should totally write a book on science that
0.41%:  think science just got cooler for about
0.79%:  think science just got cooler for about three
0.41%:  really should get to know the
0.47%:  really should get to know the science
0.41%:  think we found the real source
0.41%:  feel like you thought about
0.41%:  could totally go for science
0.44%:  could totally go for science that
0.41%:  think you just caught one of
0.41%:  thought you were a science fan but
0.40%:  just figured out how to teach science to really
0.40%:  should totally write a science book for re
0.40%:  totally just thought of a new science and
0.40%:  just got turned on to a science theory!!
0.40%:  forgot to look under that
0.40%:  just got science fact and
0.40%:  forgot to thank the
0.40%:  could be wrong about all the science here but it
0.40%:  could totally be wrong about science after
0.40%:  just got burned by the
0.52%:  just got burned by the science
0.40%:  feel like you should get a science
0.40%:  hate to burst your science balloon but the
0.40%:  just thought of a way our science
0.40%:  want to hug you for that
0.40%:  could be the first guy to know the nature
0.40%:  cannot rule
4.10%:  cannot rule out this theory
3.75%:  cannot rule out this theory!!
1.37%:  cannot rule out the
1.10%:  cannot rule out that
1.01%:  cannot rule out that theory
0.77%:  cannot rule out that theory!!
0.74%:  cannot rule that
3.92%:  cannot rule that out!!
0.47%:  cannot rule out this theory for
0.40%:  think our science teacher just told
0.40%:  should write a science lecture book that only
0.40%:  think you just turned that
0.40%:  hate to break this to future
1.12%:  hate to break this to future science
0.40%:  would not rule
3.25%:  would not rule out that
4.29%:  would not rule out that theory
2.18%:  would not rule out that theory!!
2.12%:  would not rule out this
5.19%:  would not rule out this theory
2.86%:  would not rule out this theory!!
2.17%:  would not rule out this theory for
1.95%:  would not rule out that theory for
1.67%:  would not rule out the
1.37%:  would not rule that
4.09%:  would not rule that out!!
3.04%:  would not rule that out for
1.03%:  would not rule out that being
5.08%:  would not rule out that being the case!!
0.77%:  would not rule that out for a single
0.64%:  would not rule that out for one
0.58%:  would not rule out that theory for a single
0.55%:  would not rule out that theory being
0.40%:  think we both just found a
0.40%:  just need to figure out how to let
0.40%:  just figured out that 
0.40%:  should really write a book of counter
0.40%:  could be wrong about the science of reality
0.40%:  just thought of a way to tie
0.40%:  forgot to tell you about what
0.63%:  forgot to tell you about what dark
0.40%:  totally just got hit
0.40%:  just figured out the science to one
0.40%:  just thought of a way science can be better
0.45%:  just thought of a way science can be better!!
0.40%:  just fell down the rabbit hole about
0.40%:  forgot to say that there
0.40%:  really need to figure out how to shr
0.40%:  could write a blog
6.14%:  could write a blog about that!!
0.56%:  could write a blog about that theory
0.56%:  could write a blog about that theory!!
0.40%:  feel like that last
0.40%:  thought you were a dark
0.40%:  just broke science for you
0.40%:  hate to break it to you science world but
0.40%:  just went through all of science and it
0.40%:  think you just lowered the bar for all science to be
0.40%:  need to talk to this science guy about
0.40%:  forgot all about the science that
0.40%:  need to tell science
23.18%:  need to tell science about this!!
1.93%:  need to tell science about that
2.03%:  need to tell science about that!!
1.27%:  need to tell science about this theory
1.34%:  need to tell science about this theory!!
0.61%:  need to tell science about your
0.40%:  could totally be a science bro!!
0.40%:  just thought of a way to be called
0.40%:  just wrote an entire science book that
0.40%:  could be wrong about any of these other
