means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
  16180 0.00%:  attendance)
  16181 0.00%:  has ruled on so
  16182 0.00%:  has ruled me a master
  16183 0.00%:  has ruled me a master once
  16184 0.00%:  neut
  16185 0.00%:  neutered
  16186 0.00%:  touches and
  16187 0.00%:  so del
  16188 0.00%:  teaches us a lot not
  16189 0.00%:  has a) real
  16190 0.00%:  and hence
  16191 0.00%:  cancels us
  16192 0.00%:  tells me that) dreams are un
  16193 0.00%:  smarter than me at least once)
  16194 0.00%:  to the) one
  16195 0.00%:  almost scared
  16196 0.00%:  those last
  16197 0.00%:  has sur
  16198 0.00%:  means more to me than tract
  16199 0.00%:  reached some
  16200 0.00%:  has let me done so
  16201 0.00%:  class once
  16202 0.00%:  caused someone
  16203 0.00%:  has also made a man
  16204 0.00%:  detractors must not
  16205 0.00%:  tells us that m
  16206 0.00%:  has cured a lot more
  16207 0.00%:  and art are not alone!)
  16208 0.00%:  used to call me other
  16209 0.00%:  used to call me other names!)
  16210 0.00%:  hates me some more
  16211 0.00%:  has made me an eternal c
  16212 0.00%:  related alternate
  16213 0.00%:  has at least led me to one
  16214 0.00%:  leads me to the true
  16215 0.00%:  name has
  16216 0.00%:  teaches us to) learn to
  16217 0.00%:  has mar
  16218 0.00%:  has also made me unre
  16219 0.00%:  scale
  16220 0.00%:  has stored
  16221 0.00%:  can all
  16222 0.00%:  tells me) the most
  16223 0.00%:  has at least made me mort
  16224 0.00%:  has at least made me mortal!)
  16225 0.00%:  has at least made me mortal)
  16226 0.00%:  needs to learn to cure that
  16227 0.00%:  has secure
  16228 0.00%:  means short
  16229 0.00%:  means more to me than an arc
  16230 0.00%:  can con
  16231 0.00%:  rule cannot
  16232 0.00%:  tells me not to and
  16233 0.00%:  lets me do so
  16234 0.00%:  lets me do so much)
  16235 0.00%:  commode
  16236 0.00%:  shared)
  16237 0.00%:  and art are not one!)
  16238 0.00%: !) seems
  16239 0.00%:  has a real role
  16240 0.00%:  rests on the central
  16241 0.00%:  must set
  16242 0.00%:  has later
  16243 0.00%:  has sure made me an or
  16244 0.00%:  small!)
  16245 0.00%:  radar
  16246 0.00%:  and contrast
  16247 0.00%:  mutts
  16248 0.00%:  alone needs
  16249 0.00%:  and common sense) are all that matter!
  16250 0.00%:  has made me renounce!)
  16251 0.00%:  teacher on
  16252 0.00%:  has made me a lot more casual
  16253 0.00%:  can learn a lesson!)
  16254 0.00%:  can translate
  16255 0.00%:  means more to me than sacred)
  16256 0.00%:  causes me to act alone!)
  16257 0.00%:  tells us not to name the
  16258 0.00%:  dates!
  16259 0.00%:  notor
  16260 0.00%:  rule can
  16261 0.00%:  tells us that a recent
  16262 0.00%:  rules month
  16263 0.00%:  means more to me then un
  16264 0.00%:  and trans
  16265 0.00%:  has cre
  16266 0.00%:  cures the most)
  16267 0.00%:  tells me no one can hear a
  16268 0.00%:  hands come
  16269 0.00%:  then)
  16270 0.00%:  means more to me than uns
  16271 0.00%:  dates so
  16272 0.00%:  tells me that dreams are n
  16273 0.00%:  tells us that a t
  16274 0.00%:  means more to me than dec
  16275 0.00%:  races around
  16276 0.00%:  tells me no one can read
  16277 0.00%:  tells me no one can read that
  16278 0.00%:  tells us that one can come
  16279 0.00%:  least threatened
  16280 0.00%:  cancels!)
  16281 0.00%:  has made me more at
  16282 0.00%:  dates someone
  16283 0.00%:  nerds can see the
  16284 0.00%:  sorts me out a
  16285 0.00%:  reduces as
  16286 0.00%:  counsels me not!)
  16287 0.00%:  meta
  16288 0.00%:  has at least one name on
  16289 0.00%:  and rel
  16290 0.00%:  has made me a loser at one
  16291 0.00%:  has made me a sour
  16292 0.00%:  can do that to a career!)
  16293 0.00%:  commeth to meet us all!)
  16294 0.00%:  thus creates
  16295 0.00%:  has ruled me so)
  16296 0.00%:  does neutral
  16297 0.00%:  at 
  16298 0.00%:  censored
  16299 0.00%:  terms should
  16300 0.00%:  endorses me the
  16301 0.00%:  leads us to the moral
  16302 0.00%:  and me are so
  16303 0.01%:  and me are so close
  16304 0.00%:  means more to us than drama)
  16305 0.00%:  has rated
  16306 0.00%:  teaches me not to eat a
  16307 0.00%:  teaches me not to dream at all!
  16308 0.00%:  at) the roots
  16309 0.00%:  must hate
  16310 0.00%: ) school
  16311 0.00%:  date later
  16312 0.00%:  ensured that one came
  16313 0.00%:  sure has done me all
  16314 0.00%:  has lost a round!)
  16315 0.00%:  alerted me to a lot
  16316 0.00%:  alone has made me a lot
  16317 0.00%:  scares me all the more!)
  16318 0.00%:  so heart
  16319 0.00%:  rules are the same at
  16320 0.00%:  escal
  16321 0.01%:  escalates
  16322 0.00%:  scares me at the moment
  16323 0.00%:  teaches me not to stand near
  16324 0.00%:  tells us that more can
  16325 0.00%:  runs and
  16326 0.00%:  theorem states
  16327 0.00%:  does let me use
  16328 0.00%:  rule set
  16329 0.00%:  that mess
  16330 0.00%:  arms
  16331 0.00%:  teaches un
  16332 0.00%:  teaches readers
  16333 0.00%:  means more to me than all art
  16334 0.00%:  earns me a dollar each
  16335 0.00%:  tells me that dreams are unt
  16336 0.00%:  or related
  16337 0.00%:  mood
  16338 0.00%:  to rescue
  16339 0.00%:  has lead me on some real
  16340 0.00%: es
  16341 0.00%: ) or
  16342 0.00%:  has made me let loose
  16343 0.00%:  and results
  16344 0.00%:  and common sense are all that matter! )
  16345 0.00%:  tells me to turn the
  16346 0.00%:  has ruled me a loser at
  16347 0.00%:  teaches me not to use a
  16348 0.00%:  and stats
  16349 0.00%:  alone has made me scream)
  16350 0.00%:  alerted me to her
  16351 0.00%:  means a lot more than an
  16352 0.00%:  tells me that an etern
  16353 0.00%:  sees to
  16354 0.00%:  etc)
  16355 0.00%:  has den
  16356 0.00%:  means a lot around here! )
  16357 0.00%:  came to me on
  16358 0.00%:  marched out to meet me)
  16359 0.00%:  attend the
  16360 0.00%:  means to me a state
  16361 0.00%:  sends more
  16362 0.00%:  comes to us at the end
  16363 0.00%:  so rule
  16364 0.00%:  totes rules)!
  16365 0.00%:  schemes around
  16366 0.00%:  announced)
  16367 0.00%:  used to call me names once)
  16368 0.00%:  rules heads
  16369 0.00%:  threatens to consume me and all
  16370 0.00%:  commoners
  16371 0.00%:  announced these
  16372 0.00%:  means more to me than an act!)
  16373 0.00%:  seems attracted
  16374 0.00%:  has made me more censor
  16375 0.00%:  reasons couldn
  16376 0.00%:  tells me that dreams can one
  16377 0.00%:  does not mean a
  16378 0.00%:  erodes
  16379 0.00%:  means more to us than term
  16380 0.00%:  class could
  16381 0.00%:  tacos are another
  16382 0.00%:  came to me on the
  16383 0.00%:  that comments
  16384 0.00%:  cannot rel
  16385 0.00%:  and math are a lot less
  16386 0.00%:  slammed the
  16387 0.00%:  teaches us all not to enter
  16388 0.00%: ! as
  16389 0.00%:  teaches me to trust)
  16390 0.00%:  dates matter
  16391 0.00%:  tells me that) to
  16392 0.00%:  encountered no
  16393 0.00%:  has made me renounce no
  16394 0.00%:  hor
  16395 0.00%:  as rules
  16396 0.00%:  has led me to learn a
  16397 0.00%:  then and
  16398 0.00%:  has a lotta rules!)
  16399 0.00%:  can clar
  16400 0.00%:  marches on at an alarm
  16401 0.00%:  heart)
  16402 0.00%:  unnamed
  16403 0.00%:  has made me a mantra
  16404 0.00%:  has made me an ultra
  16405 0.00%:  can do so much)!
  16406 0.00%:  has made me turn to
  16407 0.00%:  mat
  16408 0.00%:  turns me on to the dream
  16409 0.00%:  arrest
  16410 0.00%:  contest)
  16411 0.00%:  counts three
  16412 0.00%:  and me are such
  16413 0.00%:  and me are such close
  16414 0.00%:  endorses her name
  16415 0.00%:  has led me to an un
  16416 0.00%:  reaches almost
  16417 0.00%:  reads that
  16418 0.00%:  teaches me to do all
  16419 0.00%:  means a lot to me and the true
  16420 0.00%:  has made me more a
  16421 0.00%:  has made me more a real
  16422 0.00%:  mothers us
  16423 0.00%:  tells me that dreams are at
  16424 0.00%:  so teaches
  16425 0.00%:  has dealt me a sour
  16426 0.00%:  has dealt me a sour lemon
  16427 0.00%:  has dealt me a sour lemon!)
  16428 0.00%:  tells one
  16429 0.00%:  on hand
  16430 0.00%:  has made me reluctant!
  16431 0.00%:  tells me that dreams) can
  16432 0.00%:  tells me that dreams) can come
  16433 0.00%:  so so
  16434 0.00%:  and reason are the most unat
  16435 0.00%:  marches on and also
  16436 0.00%:  means more to me than react
  16437 0.00%:  has done me a real)
  16438 0.00%: ) has done a
  16439 0.00%:  commands us all to her
  16440 0.00%:  has seen me do
  16441 0.00%:  characters not
  16442 0.00%:  recommender
  16443 0.00%:  does that to a real
  16444 0.00%:  earns me one dollar
  16445 0.00%:  can also rule)
  16446 0.00%:  learned to
  16447 0.00%:  rules on the road!
  16448 0.00%:  starts under
  16449 0.00%:  has lead me to once
  16450 0.00%:  comes short
  16451 0.00%:  dreamers
  16452 0.00%:  deals these
  16453 0.00%:  made me the man)
  16454 0.00%:  tells us that a dream cannot con
  16455 0.00%: ) shouldn
  16456 0.00%:  has sent me one
  16457 0.00%:  tells us that one cannot dec
  16458 0.00%:  enumer
  16459 0.00%:  has made me a real treat
  16460 0.00%:  means a lot to us here at cart
  16461 0.00%:  means more to me than an act)
  16462 0.00%: ) star
  16463 0.00%:  means more to us all than a dream
  16464 0.00%:  must create
  16465 0.00%:  can tell us the means
  16466 0.00%: ) marches on and
  16467 0.00%: ) on the road
  16468 0.00%:  has sent me to more
  16469 0.00%:  commendeth us not)
  16470 0.00%:  cases me
  16471 0.00%:  does to
  16472 0.00%:  screamed!)
  16473 0.00%:  here as
  16474 0.00%:  has set me to
  16475 0.00%:  alert that
  16476 0.00%:  steals the romance outta me
  16477 0.00%:  made characters
  16478 0.00%:  clusters!)
  16479 0.00%:  and common sense are the ultra
  16480 0.00%:  means more to us than an al
  16481 0.00%:  rules on that one)!
  16482 0.00%:  has clar
  16483 0.00%:  lets us do that!)
  16484 0.00%:  nerds can learn a lot!)
  16485 0.00%:  to the) second!
  16486 0.00%:  dement
  16487 0.00%:  means a lot to me and truth
  16488 0.00%:  means a lot to me and truth means
  16489 0.00%:  has made me more re
  16490 0.00%:  to the) end
  16491 0.00%:  amused me so
  16492 0.00%:  that collect
  16493 0.00%:  teaches us not all can
  16494 0.00%:  arose
  16495 0.00%:  meets more
  16496 0.00%:  means more to me than casual al
  16497 0.00%:  has sent me on a date once)
  16498 0.00%:  comments all
  16499 0.00%:  does that to me all t
  16500 0.00%:  can er
  16501 0.00%:  translate as
  16502 0.00%:  teaches us not to let me
  16503 0.00%:  so not
  16504 0.00%:  contents are
  16505 0.00%:  tells me not to use an
  16506 0.00%:  role)
  16507 0.00%:  cru
  16508 0.00%:  teaches me not to dance all
  16509 0.00%:  and me are so close that
  16510 0.00%:  has led me to retract
  16511 0.00%:  cheer us
  16512 0.00%:  has cost me a dream more
  16513 0.00%:  has caused me a real lot
  16514 0.00%: heads!)
  16515 0.00%:  demeans us all!
  16516 0.00%:  tastes a
  16517 0.00%:  nerds are cute)
  16518 0.00%:  elected that
  16519 0.00%:  smarter than d
  16520 0.00%:  name can
  16521 0.00%:  scores an
  16522 0.00%:  turned me on to these last
  16523 0.00%:  has tram
  16524 0.00%:  teacher name
  16525 0.00%:  rules score
  16526 0.00%: ! te
  16527 0.00%:  nerds are a lot
  16528 0.00%:  teachers control
  16529 0.00%:  means more to me as an at
  16530 0.00%:  announced there
  16531 0.00%:  school attendance
  16532 0.00%:  means to me as much or
  16533 0.00%:  returns cancelled
  16534 0.00%:  means a lot to us at heart
  16535 0.00%:  lets us learn more than can
  16536 0.00%:  letters home
  16537 0.00%:  that runs
  16538 0.00%:  note cards
  16539 0.00%:  earns me not
  16540 0.00%:  earns me not one
  16541 0.00%:  can at least console me and
  16542 0.00%:  has started to come true!)
  16543 0.00%:  a)
  16544 0.00%:  means more to me than a cat can tell!)
  16545 0.00%:  tells us that one dreamer
  16546 0.01%:  tells us that one dreamer cannot
  16547 0.00%:  alerted me to some truth
  16548 0.00%:  came that
  16549 0.00%:  scorns me here
  16550 0.00%: ) ah
  16551 0.00%:  tours
  16552 0.00%:  at least lets me dance
  16553 0.00%:  has made me outsmart
  16554 0.00%:  occ
  16555 0.00%:  tells me that a man doesn
  16556 0.00%:  earns me a dollar!)
  16557 0.00%:  means a lot to me as much
  16558 0.00%:  hands can
  16559 0.00%:  also made me lose at the
  16560 0.00%:  has cost me more dream
  16561 0.00%:  schmont
  16562 0.00%:  tells me that!
  16563 0.00%:  can let us do a
  16564 0.00%:  can do the same)!
  16565 0.00%:  means so much to a mat
  16566 0.00%:  teaches us to learn and re
  16567 0.00%:  can soon
  16568 0.00%:  matters man
  16569 0.00%:  alone turns
  16570 0.00%:  and mother
  16571 0.00%:  has made me sneer!)
  16572 0.00%:  teaches us to dream a lot
  16573 0.00%:  needs to learn to cur
  16574 0.00%:  means lot
  16575 0.00%:  causes me to)
  16576 0.00%:  condemns us all on
  16577 0.00%:  has mer
  16578 0.00%:  has no end!
  16579 0.00%:  enchants me as
  16580 0.00%:  means more to me than a caus
  16581 0.00%:  has made me a stern real
  16582 0.00%:  uses another
  16583 0.00%:  sure has made me a contr
  16584 0.00%:  author and
  16585 0.00%:  sure has made me an em
  16586 0.00%:  does not tell the true
  16587 0.00%:  has come to rescue me a
  16588 0.00%:  teaches me to dream!
  16589 0.00%:  has ruled me as a man
  16590 0.00%:  endorses hum
  16591 0.00%:  has a) secret
  16592 0.00%:  latter sentence
  16593 0.00%:  endorses that one)
  16594 0.00%:  has lead me to a career
  16595 0.00%:  can let us do so
  16596 0.00%:  commendeth a
  16597 0.00%:  as encountered
  16598 0.00%:  communal
  16599 0.00%:  means second
  16600 0.00%:  has made me renounce no small
  16601 0.00%:  tells us that to earn
  16602 0.00%:  means more to me than actual)
  16603 0.00%:  calls to me!
  16604 0.00%:  raaaaules the
  16605 0.00%:  teaches rules
  16606 0.00%:  can tell us more than a
  16607 0.00%:  has also made me a man!)
  16608 0.00%:  marches on!) 
  16609 0.00%:  calculated there
  16610 0.00%:  names these
  16611 0.00%:  has not made me late
  16612 0.00%:  has at least one rare
  16613 0.00%:  has at least one rare moment
  16614 0.00%:  shares are
  16615 0.00%:  deltas!)
  16616 0.00%:  rules damn
  16617 0.00%:  rules rom
  16618 0.00%:  has caused me a lot more mental
  16619 0.00%:  means more to me and all the
  16620 0.00%:  almost reduces
  16621 0.00%:  has at least made me mortal once
  16622 0.00%:  tells us there are no mot
  16623 0.00%:  tells much
  16624 0.00%:  smell)
  16625 0.00%:  has loads
  16626 0.00%:  tells me) dreams that come
  16627 0.00%:  can do more than set
  16628 0.00%:  teaches us to r
  16629 0.00%:  has smart
  16630 0.00%:  sounds rather
  16631 0.00%:  neuro
  16632 0.00%:  reacts to all
  16633 0.00%:  enters dreams
  16634 0.00%:  scenes
  16635 0.00%:  scenes are
  16636 0.00%:  too can
  16637 0.00%:  has made me a real master
  16638 0.00%:  shames me and
  16639 0.00%:  teachers translate
  16640 0.00%:  hat)
  16641 0.00%:  has made me a closet natural
  16642 0.00%: ! reason
  16643 0.00%:  also account
  16644 0.00%:  tells me that men are no
  16645 0.00%:  has cost me more un
  16646 0.00%:  has cost me more unreal
  16647 0.00%:  can tell me no other
  16648 0.00%:  means come
  16649 0.00%:  tells me that no more accurate
  16650 0.00%:  led me to such
  16651 0.00%:  has made me more clear on
  16652 0.00%:  has made me curse at
  16653 0.00%:  cures all dreams that
  16654 0.01%:  cures all dreams that cannot
  16655 0.00%:  share!)
  16656 0.00%:  and common sense are a clear
  16657 0.00%:  teaches us to eat more!)
  16658 0.00%:  screens out
  16659 0.00%:  means settlement
  16660 0.00%:  men tell
  16661 0.00%:  has made one more un
  16662 0.00%:  and common sense are all that are!)
  16663 0.00%:  turned these
  16664 0.00%:  sme
  16665 0.00%:  has at least led me to a more
  16666 0.00%:  to the rescue) once
  16667 0.00%:  means more to me than real actual
  16668 0.00%:  demeans!)
  16669 0.00%:  tells us that a man can dream to
  16670 0.00%:  creates master
  16671 0.00%:  has lead me to)
