this keeps up I'm just going to invent my OWN Nobel prize, I swear to god
100.00%: 
9.04%:  I
0.00%:  this keeps up, I'm going to stop using note
0.00%:  this keeps up, I'm going to totes go up
0.00%:  this keeps up I'm going to just on
0.00%:  this keeps up, I'm going to just get invent some
0.00%:  this keeps up I'm going to go up some sort
0.00%:  this keeps up it's just going to give me more NON
0.00%:  this keeps up I'm going to turn pro, no
0.00%:  this keeps up I'm going to go nuts me
0.00%:  this keeps up, I'm just going to go on res
0.00%:  this keeps up I'm just going to go sit in W
0.00%:  this keeps up, I'm just going to go invent pi
0.00%:  this keeps up I'm going to just post non
0.00%:  this keeps up I'm going to post it on, um
0.00%:  this keeps up I'm going to mess our
0.00%:  this keeps up, I'm just going to give my tr
0.00%:  this keeps up I'm just going to go into resp
0.00%:  this keeps up, I'm just going to print me one
0.00%:  this keeps up, I'm going to just invent my OWN IN
0.00%:  this keeps up I'm just going pee in
0.00%:  this keeps up I'm going to strip so
0.00%:  this keeps up, I'm just going to go invent some tree
0.00%:  this keeps up, I'm going to get mute or
0.00%:  this keeps up I'm just going to post more non
0.00%:  this keeps up, I'm going to go pee just
0.00%:  this keeps up I'm going to get so into me I just
0.00%:  this keeps up I'm going to just sign every e
0.00%:  this keeps up I'm just going to get tense,
0.00%:  this keeps up I'm going to rest up
0.00%:  this keeps up I'm going to turn one post
0.00%:  this keeps up I'm going to mourn it
0.00%:  this keeps up, I'm going to just move on to print
0.00%:  this keeps up I'm going to just go serve
0.00%:  this keeps up I'm just going to go in every time I post
0.00%:  this keeps up, I'm going to turn to ze
0.00%:  this keeps up I'm just going to set it over on
0.00%:  this keeps up I'm going to just move into N
0.00%:  this keeps up, I guess I'm not going to pr
0.00%:  this keeps up, I'm going porn
0.00%:  I z
0.00%:  this keeps up, I'm going to stop our time
0.00%:  this keeps up I'm going to storm up to one
0.00%:  this keeps up I'm just going to stop every time I bring one
0.00%:  this keeps up, I'm just going to go visit my non
0.00%:  this keeps up, I'm just going to go peer into every
0.00%:  this keeps up, I'm going to rest upon
0.00%:  this keeps up I'm just going to go to it
0.00%:  this keeps up I'm just going to go over to nin
0.00%:  this keeps up, I'm going up 
0.00%:  this keeps up I'm going to onto some
0.00%:  this keeps up I'm going to jones out,
0.00%:  this keeps up I'm just going over some
0.00%:  this keeps up, I'm just going to get over into
0.00%:  this keeps up I'm just going to set pr
0.00%:  this keeps up, I'm just going to spit in one
0.00%:  this keeps up, I'm going to open some rest
0.00%:  this keeps up, I'm just going to get every term
0.00%:  this keeps up, I'm just going to move into e
0.00%:  this keeps up, I'm just going to go note
0.00%:  this keeps up, mom's going to turn
0.00%:  this keeps up I'm just going to stomp on every bl
0.00%:  this keeps up, I'm going to go nose up
0.00%:  this keeps up I'm just going to go on ver
0.00%:  this keeps up I'm going into poets
0.00%:  this keeps up, I'm going to just give my pro
0.00%:  this keeps up, I'm going to get zero in
0.00%:  this keeps up, I'm just going to invent more sort
0.00%:  this keeps up, I guess I'm going to r
0.00%:  this keeps up, I'm just going to get votes
0.00%:  this keeps up, I'm just going to stomp on every tiger
0.00%:  this keeps up, I'm going to go just spit on
0.00%:  this keeps up I'm going to turn some into post
0.00%:  this keeps up, I'm going to just go tie
0.00%:  this keeps up I'm going to stomp on sign
0.00%:  this keeps up, I'm just going to get every tro
0.00%:  this keeps up, I'm just going to get every trope in
0.00%:  this keeps up, I'm going to just print g
0.00%:  this keeps up, I'm going to get so sue
0.00%:  this keeps up I'm just going to invent more pets,
0.00%:  this keeps up I'm going to just stop green
0.00%:  this keeps up, I'm going to just met
0.00%:  this keeps up, I'm going to totes sign up to
0.00%:  this keeps up, I'm just going to rip some non
0.00%:  this keeps up, I'm just going to give in to my bl
0.00%:  this keeps up, I'm just going o
0.00%:  this keeps up, I'm just going to step on every toe on
0.00%:  this keeps up, I'm going to get up on st
0.00%:  this keeps up, I'm going out to get p
0.00%:  this keeps up I'm going to join every n
0.00%:  this keeps up I'm going to go nose up
0.00%:  this keeps up, I'm going to get zero sm
0.00%:  this keeps up I'm going to go jump in one
0.00%:  this keeps up I'm going to point it out more
0.00%:  this keeps up I'm going on to put
0.00%:  this keeps up, I'm going to pen some er
0.00%:  this keeps up I'm just going to go invent more to
0.00%:  this keeps up I'm just going to, go to
0.00%:  this keeps up, I'm going to gross out one
0.00%:  this keeps up I'm going to poise
0.00%:  this post is up, it's going
0.00%:  this keeps up, I'm just going to non stop
0.00%:  this keeps up, I'm going to get so sore I turn
0.00%:  this keeps up I'm going to go on n
0.00%:  this keeps up, I'm sure going to open
0.00%:  this keeps up, I'm going to just print it over my
0.00%:  this keeps up, I'm going to get in zero
0.00%:  this keeps up I'm going to go just spit on
0.00%:  this keeps up, I'm just going to move into gr
0.00%:  this keeps up, I'm just going to get torn open
0.00%:  this keeps up it's just going to ve
0.00%:  this keeps up, I'm going to print some gen
0.00%:  this keeps up I'm going to get so into N
0.00%:  this keeps up I'm going to get so us
0.00%:  this keeps up I'm going to go jump into one
0.00%:  this keeps up, just give me my Nobel prize I
0.00%:  this keeps up, I'm going to join me on
0.00%:  this keeps up I'm just going to go retro to
0.00%:  this keeps up, I'm going to print out NO
0.00%:  this puts me ON
0.00%:  this keeps up, I'm just going to go visit O
0.00%:  this keeps up, I'm going to just move into W
0.00%:  this keeps up I'm going to go nuts, om
0.00%:  this kept up, I'm going to just invent some
0.00%:  this keeps up I'm just going to move to ter
0.00%:  this keeps up I'm set up to
0.00%:  this keeps up, I'm going just go sit on
0.00%:  this keeps up, I'm just going to get more tr
0.00%:  this keeps up I'm going to step on tr
0.00%:  this keeps up I'm going to get some pu
0.00%:  this N
0.00%:  this keeps up I'm just going to get more print
0.00%:  this keeps up I'm so going pro
0.00%:  this keeps up, it's just going to give me p
0.00%:  this keeps up, I'm going to totes pu
0.00%:  this keeps up, I'm going to go ten times nuts
0.00%:  this keeps up, I'm just going to stomp on o
0.00%:  this keeps up I'm going to just get tr
0.00%:  this keeps up I'm going to set up most
0.00%:  this keeps up I'm just going to zero into
0.00%:  this keeps up I'm just going to get into z
0.00%:  this keeps up I'm just going to get ever more n
0.00%:  this keeps up I'm just going to get into pr
0.00%:  this keeps up I'm going to sit on W
0.00%:  this keeps up, I'm just going to go over to re
0.00%:  this keeps up I'm just going to give ones to my
0.00%:  this keeps up I'm going to get so upset I ON
0.00%:  this keeps up I'm going to go into pen
0.00%:  this keeps up, I'm going to stop to sit
0.00%:  this keeps up, I'm just going to rent room
0.00%:  te
0.00%:  this keeps up, I'm going to go rest on some
0.00%:  this keeps up I guess I'm going to pr
0.00%:  this keeps up I'm just going go move
0.00%:  this keeps up, I'm going to run to 
0.00%:  this keeps up, I'm going to set ones
0.00%:  this keeps up I'm just going to open genre
0.00%:  this keeps up I'm going to spin so I
0.00%:  this keeps up I'm going to turn sing
0.00%:  this keeps up, I'm going to miss out on I
0.00%:  this keeps up I'm going to join, or
0.00%:  this keeps up I'm going to join, or even
0.00%:  this keeps up, I'm going to just print to
0.00%:  this keeps up, I'm going to go ups
0.00%:  this keeps up, I'm going to get it up on me
0.00%:  this keeps up I'm going stop just
0.00%:  this keeps up I'm going to storm out, in
0.00%:  this keeps up it's going to put W
0.00%:  this keeps up, I'm going to get some tre
0.00%:  this keeps up I'm just going to not even stop my
0.00%:  this keeps up, I'm just going to go invent is
0.00%:  this keeps up, i'm just going to sp
0.00%:  this keeps up, I'm going to turn rest
0.00%:  this keeps up, it's just going to N
0.00%:  this keeps up I'm just going to open t
0.00%:  this keeps up, I'm going to spit out non
0.00%:  this keeps up i'm just going to post every
0.00%:  this keeps up I'm going to go on stom
0.00%:  this keeps up I'm going to turn tense
0.00%:  this keeps up, I'm just going to give my Nobel prize to I
0.00%:  this keeps up, posts
0.00%:  this keeps up I'm going to go on storm
0.00%:  this keeps up, I'm going to rest up
0.00%:  this keeps up I'm just going to post every blog I
0.00%:  this keeps up I'm just going to post every blog I write in
0.00%:  this keeps up I'm just going to post every blog I write on a
0.00%:  this keeps up, I'm going to just peer into every
0.00%:  this keeps up, I'm just going to stomp gr
0.00%:  this keeps up, I'm just going to go on sort
0.00%:  this keeps up, NOW I'm going to open
0.00%:  this keeps up, I'm just going to never seem
0.00%:  this keeps up, I'm going to sort our
0.00%:  this keeps up I'm going to ring in 
0.00%:  this keeps up, I'm just going to tip over my tor
0.00%:  this keeps up, I'm going to go nuts t
0.00%:  this keeps up, I'm going to turn ren
0.00%:  this keeps up I'm going to turn into me so
0.00%:  this keeps up I'm going to gross in
0.00%:  this keeps up, I'm going to trips on some
0.00%:  this keeps up I'm just going to go stomp on te
0.00%:  this keeps up, I'm just going to go poo every
0.00%:  this keeps up I'm going to gross one
0.00%:  'p
0.00%:  this keeps up I'm just going to get so W
0.00%:  this keeps up, I'm just going to print every tim
0.00%:  this keeps up, I'm going to store it up in
0.00%:  this keeps up I'm just going to never post in
0.00%:  this keeps up I'm just going to never post in my
0.00%:  this post is out
0.00%:  this keeps up I'm going to stop err
0.00%:  this keeps up I'm just going to go over in to
0.00%:  this keeps up I'm just going to go over in to my
0.00%:  this keeps up I'm just going to give my nobel prize to NO
0.00%:  this keeps up, I'm just going to stop in on every
0.00%:  this keeps up I'm going to get more z
0.00%:  this keeps up, I'm going to turn pot
0.00%:  this keeps up, it's time to p
0.00%:  this keeps up I'm going to set up sort
0.00%:  this keeps up, I'm going to just sort it
0.00%:  this post's gone up
0.00%:  this keeps up I'm going to get super, me
0.00%:  this keeps up I'm totes going to go in
0.00%:  this keeps up, I'm just going to go to over
0.00%:  this keeps up I'm going to turn to son
0.00%:  this post goes up I'm going to point
0.00%:  this keeps up, I'm just going to go over to meet
0.00%:  this keeps up I'm just going to give to my best
0.00%:  this keeps up, I'm going to get some nit
0.00%:  this keeps up, I'm going to pigs
0.00%:  this keeps up, I'm just going to pee in every room in
0.00%:  this keeps up, I'm going to pin one
0.00%:  this keeps up, I'm going to get up on it
0.00%:  this keeps up I'm just going to move into gre
0.00%:  this keeps up I'm going to get steps on,
0.00%:  this keeps up I'm going out in some
0.00%:  this keeps up I'm going out in some sort
0.00%:  this keeps up, I'm going to stop it in
0.00%:  this keeps up, I'm going to go pru
0.00%:  this keeps up I'm going to some re
0.00%:  this keeps up, I'm going to to just move
0.00%:  this keeps up, I'm going to go on out
0.00%:  this keeps up I'm just going to get every time
0.00%:  this keeps up, I'm going to group it
0.00%:  this keeps up I'm just going to invent some goo
0.00%:  this keeps up, I'm going to turn per
0.00%:  this keeps up, I'm going to just not even get my
0.00%:  this keeps up, I'm just going to post on N
0.00%:  this keeps up, I'm going to stomp into 
0.00%:  this keeps up I'm going to get so into post
0.00%:  this keeps up, I'm going to get super te
0.00%:  this keeps up, I'm going to go in se
0.00%:  this keeps up I'm just going to give some into
0.00%:  this keeps up, I'm going to turn to mer
0.00%:  this keeps up, it's just going to get even more p
0.00%:  this keeps up, I'm going on tour to sp
0.00%:  this keeps up I'm just going to give my Nobel prize I
0.00%:  this keeps up I'm just going to give my Nobel prize I won
0.00%:  this keeps up I'm going to sport one
0.00%:  this keeps up I'm going to go up to mon
0.00%:  this kept up, I'm going to put some
0.00%:  this keeps up, I'm just going in every room I
0.00%:  this keeps up, I'm just totes going to give my
0.00%:  this keeps up I'm going to just get, I
0.00%:  this keeps up, I'm just going to sit on ro
0.00%:  this keeps up, I'm going to get into se
0.00%:  this keeps up, I'm going to me up
0.00%:  this keeps up I'm just going to go into print every
0.00%:  this keeps up, I'm going to get poems to
0.00%:  this keeps up I'm going to get into times
