IS A SENTENCE ONLY AN OLD MAN WOULD SAY
      0 100.00%: 
      1 26.83%:  IS
   2975 23.63%:  WAS A CLASSY ONE
   2976 23.63%:  WAS A LOUSY SENTENCE ON ALL
   2977 23.63%:  WAS ACTUALLY SOMEONE DYS
   2978 23.63%:  WAS TOO EASY A M
   2979 23.63%:  WAS INSANELY UNEN
   2980 23.63%:  WAS A SENTENCE AND AN
   2981 23.63%:  WAS INSANES
   2982 23.63%:  WAS INSANELY LOUD S
   2983 23.63%:  WAS ALSO AN IDEA TOO U
   2984 23.63%:  WAS A LOUSY DE
   2985 23.69%:  WAS A LOUSY DEMO
   2986 23.63%:  WAS A CLASSY AN
   2987 23.63%:  WAS ALL I COULD SAY TO AN E
   2988 23.63%:  WAS ACTUALLY A SYNOND
   2989 23.63%:  WAS A CLASSY I
   2990 25.57%:  WAS A CLASSY IDEA U
   2991 23.95%:  WAS A CLASSY IDEA T
   2992 23.63%:  WAS INSANELY AMOUNDS
   2993 23.62%:  WAS ACTUALLY SOME IDEAS O
   2994 23.62%:  WAS ACTUALLY ONE LINE S
   2995 23.62%:  WAS A SENTENCE I ONLY SOUND
   2996 23.62%:  WAS INSANE DUDES T
   2997 23.62%:  WAS A COOL
   2998 23.62%:  WAS TOO MANY SENSUAL C
   2999 23.62%:  WAS A LOUSY SE
   3000 23.62%:  WAS ACTUALLY A DENNIS O
   3001 23.62%:  WAS INSANE DUDES A
   3002 23.62%:  WAS A SCENE STE
   3003 23.62%:  WAS ALSO A L
   3004 23.62%:  WAS A LESSON ONLY A TEEN COULD ADMI
   3005 23.62%:  WAS ACTUALLY MIL
   3006 23.61%:  WAS A SCENE SO
   3007 23.61%:  WAS ACTUALLY MES
   3008 23.61%:  WAS A LOUSY LO
   3009 23.61%:  WAS A CLASSY AD
   3010 23.61%:  WAS A SENTENCE ALSO D
   3011 23.61%:  WAS ACTUALLY ENS
   3012 23.61%:  WAS A LESSON I LOADED M
   3013 23.61%:  WAS A LOUSY SY
   3014 23.61%:  WAS A LOUSY AL
   3015 23.61%:  WAS A SCENE ON
   3016 25.07%:  WAS A SCENE ONLY I
   3017 24.27%:  WAS A SCENE ONLY A T
   3018 23.61%:  WAS A SENTENCE YOU NO
   3019 23.61%:  WAS A SENTENCE MY S
   3020 23.61%:  WAS A LOUSY DO
   3021 23.61%:  WAS ONLY A T
   3022 25.34%:  WAS ONLY A TINY L
   3023 23.61%:  WAS A SCENE IN A S
   3024 23.61%:  WAS A SENTENCE ONLY SO I
   3025 23.61%:  WAS ACTUALLY DANIEL DEN
   3026 23.61%:  WAS ACTUALLY ONE A
   3027 23.61%:  WAS A LOUSY AN
   3028 23.61%:  WAS INSANELY DAMNED UN
   3029 23.61%:  WAS ACTUALLY ALSO EN
   3030 23.61%:  WAS ACTUALLY AN INNO
   3031 23.61%:  WAS ACTUALLY AN OLD INS
   3032 23.61%:  WAS A LOUSY ONE
   3033 23.60%:  WAS ACTUALLY EY
   3034 23.60%:  WAS ONLY A SENTENCE I SOUND
   3035 23.60%:  WAS ACTUALLY AN EYE S
   3036 23.60%:  WAS ACTUALLY ALSO N
   3037 25.12%:  WAS ACTUALLY ALSO NEEDED IN
   3038 24.35%:  WAS ACTUALLY ALSO NEEDED IN O
   3039 23.88%:  WAS ACTUALLY ALSO NEEDED IN MY
   3040 23.60%:  WAS ALSO AN IDEA SENTENC
   3041 23.60%:  WAS A LOUSY CO
   3042 23.60%:  WAS A SCENE ST
   3043 23.60%:  WAS ACTUALLY ALSO ONE
   3044 23.60%:  WAS A LOUSY Y
   3045 23.60%:  WAS ACTUALLY DEEMED A S
   3046 23.60%:  WAS ACTUALLY IN S
   3047 23.60%:  WAS A SCENE DI
   3048 23.59%:  WAS A SENTENCE YOU ALL
   3049 23.59%:  WAS ACTUALLY ALSO MO
   3050 23.59%:  WAS ACTUALLY ALSO O
   3051 23.59%:  WAS ONLY A SENTENCE I SAY MU
   3052 23.59%:  WAS A LESSON I COULD DENY NOT
   3053 23.59%:  WAS ACTUALLY INSANELY DENSE
   3054 23.59%:  WAS INSANELY EASY D
   3055 23.59%:  WAS A LOUSY IDEA AND NO
   3056 23.59%:  WAS INSANELY EASY A
   3057 23.59%:  WAS A SENTENCE SO IN
   3058 23.59%:  WAS INSANELY CLOSE TO LAUN
   3059 23.59%:  WAS MOSTLY CAUSAL
   3060 23.59%:  WAS INSANELY ESCALATED MU
   3061 23.59%:  WAS A LOUSY O
   3062 23.59%:  WAS A LOUSY CL
   3063 23.59%:  WAS ONLY AN IDEA DUE TO MY S
   3064 23.59%:  WAS INSANELY EYE S
   3065 23.59%:  WAS ONLY LI
   3066 23.59%:  WAS INSANELY EYE O
   3067 23.59%:  WAS ACTUALLY ALSO D
   3068 23.59%:  WAS ACTUALLY ALSO ON
   3069 23.59%:  WAS ACTUALLY SOME SOLID AN
   3070 23.59%:  WAS INSANELY UL
   3071 23.59%:  WAS ALL I COULD SAY ON MY T
   3072 23.59%:  WAS ACTUALLY ONLY IDEA ONE
   3073 23.59%:  WAS INSANELY CLOSE TO MY D
   3074 23.59%:  WAS SO D
   3075 23.59%:  WAS ALSO A SENTENCE YOU MAY
   3076 23.58%:  WAS A SCENE MA
   3077 23.71%:  WAS A SCENE MADE TO
   3078 23.58%:  WAS INSANELY NUCLE
   3079 23.58%:  WAS A LOUSY ACT
   3080 23.58%:  WAS A LOUSY AD
   3081 23.58%:  WAS A SENTENCE ALSO L
   3082 23.58%:  WAS A LOUSY IDEA ON MY O
   3083 23.58%:  WAS A SCENE DES
   3084 23.58%:  WAS ACTUALLY SO INSANELY N
   3085 23.58%:  WAS ACTUALLY ONLY SOME D
   3086 23.58%:  WAS A SCENE L
   3087 23.58%:  WAS A SENTENCE MAID
   3088 23.58%:  WAS ACTUALLY SOME SOLID EN
   3089 23.58%:  WAS A LOUSY DI
   3090 23.58%:  WAS A SCENE EN
   3091 23.58%:  WAS ACTUALLY AN EYESO
   3092 23.58%:  WAS A SENTENCE SO L
   3093 23.58%:  WAS A LOUSY COM
   3094 23.58%:  WAS A SCENE MY
   3095 23.58%:  WAS INSANET
   3096 23.58%:  WAS INSANELY NOT SA
   3097 23.58%:  WAS A SCENE AL
   3098 23.58%:  WAS A SCENE SE
   3099 23.58%:  WAS ACTUALLY OM
   3100 23.58%:  WAS A SENTENCE ONLY A NUM
   3101 23.58%:  WAS A LOUSY MO
   3102 23.57%:  WAS A LOUSY SO
   3103 23.57%:  WAS INSANELY LU
   3104 23.57%:  WAS ALSO A SONNET AND
   3105 23.57%:  WAS A TOO MANY DANCES
   3106 23.57%:  WAS ACTUALLY DEMOL
   3107 23.57%:  WAS ACTUALLY AN ENEMO
   3108 23.57%:  WAS A LOUSY LE
   3109 23.57%:  WAS A LOUSY DIS
   3110 23.57%:  WAS ACTUALLY A DISE
   3111 23.57%:  WAS A LOUSY AND
   3112 23.57%:  WAS ACTUALLY SO INSANELY O
   3113 23.57%:  WAS A SENTENCE AND I S
   3114 23.57%:  WAS A SENTENCE ONLY OLD M
   3115 23.57%:  WAS TOO MANY DUDES I CAN
   3116 23.57%:  WAS ACTUALLY A SEEM
   3117 23.57%:  WAS A LOUSY NOTE
   3118 23.57%:  WAS A LOUSY ID
   3119 23.57%:  WAS A LOUSY DES
   3120 23.57%:  WAS ACTUALLY A SOLDI
   3121 23.57%:  WAS ACTUALLY INSANELY EDMONDSON
   3122 23.56%:  WAS INSANELY CLOSE TO ONLY
   3123 23.56%:  WAS INSANELY EYE T
   3124 23.56%:  WAS LESS IN
   3125 23.56%:  WAS A SCENE NO ONE A
   3126 23.56%:  WAS ONLY SOME TEENS I
   3127 23.56%:  WAS ACTUALLY A DONE
   3128 23.56%:  WAS ALSO A SENTENCE UNA
   3129 23.56%:  WAS ACTUALLY ALSO I
   3130 23.56%:  WAS ALSO AN IDEA ONLY L
   3131 23.56%:  WAS ALSO A SENTENCE YOU N
   3132 23.56%:  WAS ALL I COULD SAY TODAY SO M
   3133 23.56%:  WAS INSANELY CU
   3134 23.56%:  WAS INSANELY COOL TO
   3135 23.56%:  WAS LESS M
   3136 23.55%:  WAS ACTUALLY SOMEONE DYSON
   3137 23.55%:  WAS ACTUALLY SOME SOLID N
   3138 23.55%:  WAS ACTUALLY AN INDE
   3139 23.55%:  WAS INSANELY ENACTUAN
   3140 23.55%:  WAS A SENTENCE SO UN
   3141 23.55%:  WAS ACTUALLY NEEDED I
   3142 23.55%:  WAS ALSO A SONNET YOU
   3143 23.55%:  WAS ACTUALLY MAIDENED
   3144 23.55%:  WAS ALSO A SENTENCE UM
   3145 23.55%:  WAS INSANELY SOMETE
   3146 23.55%:  WAS ACTUALLY SO SAD I
   3147 23.54%:  WAS ONLY A SENTENCE I SAY ALLO
   3148 23.54%:  WAS ACTUALLY SOME SOLID A
   3149 23.54%:  WAS ALL I COULD SAAY ON
   3150 23.54%:  WAS SO S
   3151 23.54%:  WAS A UNNE
   3152 23.54%:  WAS INSANELY COLD
   3153 23.54%:  WAS A LESSON ONLY A TEEN ON
   3154 23.54%:  WAS ACTUALLY DELAYED SO I
   3155 23.54%:  WAS A TEEN L
   3156 26.84%:  WAS A TEEN LADY
   3157 24.51%:  WAS A TEEN LADY ON
   3158 23.54%:  WAS ACTUALLY A SYNONIM
   3159 23.54%:  WAS ACTUALLY A DON
   3160 23.54%:  WAS A SCENE I N
   3161 23.54%:  WAS INSANELY EASY TO COUN
   3162 23.54%:  WAS INSANELY MAD
   3163 23.54%:  WAS ALL I COULD SAY ON MY O
   3164 23.54%:  WAS INSANELY NOT S
   3165 23.54%:  WAS ACTUALLY EA
   3166 23.54%:  WAS A SENTENCE SO I
   3167 23.54%:  WAS ACTUALLY A SEMIN
   3168 23.54%:  WAS ACTUALLY SO INSANELY DE
   3169 23.54%:  WAS ALL I COULD SEE AND
   3170 23.54%:  WAS ALL I COULD SEE AS
   3171 23.54%:  WAS INSANELY DANCY SENT
   3172 23.54%:  WAS ACTUALLY A SOLEN
   3173 23.88%:  WAS ACTUALLY A SOLENEI
   3174 23.54%:  WAS ALSO A SENTENCE YOU AL
   3175 23.54%:  WAS A MESS TO
   3176 23.54%:  WAS ALL I COULD SAY EATEN
   3177 23.54%:  WAS ACTUALLY A DIY
   3178 23.53%:  WAS ALL I COULD SEE ANY
   3179 23.53%:  WAS ACTUALLY INE
   3180 23.53%:  WAS A LESSON DON
   3181 23.53%:  WAS A LESSON ONLY I CAN
   3182 23.53%:  WAS INSANELY SAD DUE TO C
   3183 23.53%:  WAS INSANELY OM
   3184 23.53%:  WAS ALSO A SOLID M
   3185 23.53%:  WAS A SENTENCE ALSO M
   3186 23.53%:  WAS ACTUALLY MOE
   3187 23.53%:  WAS ALL I COULD SEE TO
   3188 23.53%:  WAS INSANELY LOUD AND T
   3189 23.52%:  WAS ACTUALLY A MELO
   3190 25.79%:  WAS ACTUALLY A MELODY I
   3191 23.52%:  WAS A SCENE MADE OUT
   3192 23.52%:  WAS ACTUALLY A SOLON
   3193 23.52%:  WAS ACTUALLY ELE
   3194 23.52%:  WAS TOO MANY DUDES ON AN INSANELY CL
   3195 23.52%:  WAS A SENTENCE NON
   3196 23.52%:  WAS A SENTENCE ALSO O
   3197 23.52%:  WAS ACTUALLY MASS
   3198 23.52%:  WAS INSANELY CEN
   3199 23.52%:  WAS ACTUALLY AN INSE
   3200 23.52%:  WAS TOO MANY DUDES ON AN INSANELY LE
   3201 23.52%:  WAS ACTUALLY ALSO NEEDED ON
   3202 23.52%:  WAS ACTUALLY AN INE
   3203 23.52%:  WAS ACTUALLY ME IN A
   3204 23.52%:  WAS ACTUALLY A DIL
   3205 23.51%:  WAS ACTUALLY AN IDY
   3206 23.51%:  WAS A SENTENCE SOUND
   3207 23.51%:  WAS ACTUALLY MILE
   3208 23.51%:  WAS ACTUALLY A SOLIS
   3209 23.51%:  WAS ONLY AN IDEA YOU CAN
   3210 23.51%:  WAS ACTUALLY ELD
   3211 23.51%:  WAS A SENTENCE AN I
   3212 23.51%:  WAS TOO EASILY CON
   3213 23.51%:  WAS MOSTLY SAIL
   3214 23.51%:  WAS ACTUALLY A SYNONDE
   3215 23.51%:  WAS A SENTENCE ALSO YOU
   3216 23.51%:  WAS A TOO MANY DUDES SCO
   3217 23.51%:  WAS ACTUALLY ONLY A SOON
   3218 23.51%:  WAS ACTUALLY MAD
   3219 23.51%:  WAS ACTUALLY AN ENEMY I D
   3220 23.51%:  WAS ACTUALLY A SOLIO
   3221 23.51%:  WAS ACTUALLY INSANELY OM
   3222 23.51%:  WAS ACTUALLY AS I
   3223 23.51%:  WAS ACTUALLY EMO
   3224 23.50%:  WAS ACTUALLY SO INSANELY EM
   3225 23.50%:  WAS ACTUALLY A SYNOD
   3226 23.50%:  WAS TOO MANY DUDES ALSO I
   3227 23.50%:  WAS INSANELY DEST
   3228 23.50%:  WAS ACTUALLY A SYNDI
   3229 23.50%:  WAS ACTUALLY A SOLEM
   3230 23.50%:  WAS ACTUALLY NONSENSO
   3231 23.50%:  WAS ACTUALLY SO INSANELY NO
   3232 23.50%:  WAS ACTUALLY LESS AMO
   3233 23.50%:  WAS ALL I COULD SEE O
   3234 23.50%:  WAS INSANELY CAL
   3235 23.50%:  WAS ACTUALLY SO INSANELY MO
   3236 23.50%:  WAS ACTUALLY ENE
   3237 23.50%:  WAS ACTUALLY A SEME
   3238 23.49%:  WAS ACTUALLY MILES AND
   3239 23.49%:  WAS A SENTENCE ONLY DAD
   3240 23.49%:  WAS ALL I COULD SEE SO
   3241 23.49%:  WAS ALSO A SENTENCE ONLY IN
   3242 23.49%:  WAS ACTUALLY A DENNIS E
   3243 23.49%:  WAS ACTUALLY MY LESS
   3244 23.49%:  WAS ACTUALLY A DID
   3245 23.49%:  WAS ACTUALLY EME
   3246 23.49%:  WAS ACTUALLY IDEA SEM
   3247 23.49%:  WAS ACTUALLY MANY
   3248 23.49%:  WAS ALL I COULD SEE MY
   3249 23.49%:  WAS ACTUALLY IDEA LESSON
   3250 23.49%:  WAS A LESSON I MAY NEED TO L
   3251 23.49%:  WAS ACTUALLY ENDE
   3252 23.49%:  WAS ALL I COULD SEE DO
   3253 23.49%:  WAS ACTUALLY NIN
   3254 23.49%:  WAS A LESSON I NEED TO CLO
   3255 23.49%:  WAS ALL I COULD SAY TO MAY
   3256 23.49%:  WAS ACTUALLY ELI
   3257 23.49%:  WAS ACTUALLY DAMNED E
   3258 23.49%:  WAS MOSTLY DEADLY
   3259 23.49%:  WAS ALL I COULD SEE Y
   3260 23.48%:  WAS INSANELY TEENY S
   3261 23.48%:  WAS ALSO AN IDEA SOMEONE D
   3262 23.48%:  WAS ALMOST ALL
   3263 23.48%:  WAS ACTUALLY ME ONLY
   3264 23.48%:  WAS ACTUALLY SOME SOLID DE
   3265 23.48%:  WAS INSANELY DANTEAN
   3266 23.48%:  WAS ACTUALLY SOME DELAYED S
   3267 23.48%:  WAS ALL I COULD SEE E
   3268 23.48%:  WAS ACTUALLY INSANELY DEN
   3269 23.48%:  WAS ACTUALLY EIL
   3270 23.47%:  WAS ACTUALLY LIES AND
   3271 23.47%:  WAS INSANELY CLOSE TO UNNE
   3272 23.47%:  WAS A MESS I
   3273 23.47%:  WAS A LOUSY SENTENCE DID
   3274 23.47%:  WAS A SENTENCE ALSO N
   3275 23.47%:  WAS ACTUALLY ENA
   3276 23.47%:  WAS ACTUALLY SOME SOLID O
   3277 23.47%:  WAS ALSO A SONNET ON
   3278 23.47%:  WAS INSANELY UNCOOL YET A
   3279 23.47%:  WAS INSANELY MANY TEENS LOL
   3280 23.47%:  WAS A SENTENCE ANIMALS ONLY DO
   3281 23.47%:  WAS ACTUALLY MOL
   3282 23.47%:  WAS ACTUALLY SLEE
   3283 23.47%:  WAS ACTUALLY A SLID
   3284 23.47%:  WAS ALMOST A L
   3285 23.47%:  WAS ALSO A SENTECE I D
   3286 23.47%:  WAS ACTUALLY ELO
   3287 23.47%:  WAS ACTUALLY A DYN
   3288 23.47%:  WAS ACTUALLY A DISNEY L
   3289 23.47%:  WAS A LESSON IN CONT
   3290 23.47%:  WAS A SENTENCE ALSO AN
   3291 23.47%:  WAS ALSO A SONNET D
   3292 23.47%:  WAS ACTUALLY AN OLD ESS
   3293 23.47%:  WAS ACTUALLY INSANELY DENS
   3294 23.47%:  WAS ACTUALLY NIELSENE
   3295 23.47%:  WAS TOO MANY DUDES ONS
   3296 23.47%:  WAS ACTUALLY A SLIDE
   3297 23.47%:  WAS ACTUALLY NIELSEN SO
   3298 23.47%:  WAS ACTUALLY ONLY SOMEONE I
   3299 23.47%:  WAS ACTUALLY MAND
   3300 23.47%:  WAS ALL I COULD SEE MA
   3301 23.47%:  WAS ALMOST IN
   3302 28.23%:  WAS ALMOST INSANEL
   3303 29.30%:  WAS ALMOST INSANELY E
   3304 29.22%:  WAS ALMOST INSANELY A
   3305 25.96%:  WAS ALMOST INSANELY EN
   3306 25.86%:  WAS ALMOST INSANELY D
   3307 26.44%:  WAS ALMOST INSANELY DANC
   3308 25.75%:  WAS ALMOST INSANELY C
   3309 25.50%:  WAS ALMOST INSANELY AD
   3310 25.40%:  WAS ALMOST INSANELY DANCY
   3311 25.38%:  WAS ALMOST INSANELY UN
   3312 24.44%:  WAS ALMOST INSANELY DEL
   3313 24.18%:  WAS ALMOST INSANELY L
   3314 24.08%:  WAS ALMOST INSANELY CON
   3315 24.05%:  WAS ALMOST INSANELY O
   3316 24.03%:  WAS ALMOST INSANELY AN
   3317 24.01%:  WAS ALMOST INSANELY CO
   3318 24.01%:  WAS ALMOST INSANELY N
   3319 23.97%:  WAS ALMOST INSANELY LO
   3320 23.96%:  WAS ALMOST INSANELY LE
   3321 23.95%:  WAS ALMOST INSANELY DE
   3322 23.95%:  WAS ALMOST INSANELY U
   3323 23.91%:  WAS ALMOST INSANELY CL
   3324 23.90%:  WAS ALMOST INSANELY ON
   3325 23.65%:  WAS ALMOST INSANELY DANCED
   3326 23.47%:  WAS ACTUALLY A DIM
   3327 23.46%:  WAS ALSO A SOLI
   3328 23.46%:  WAS ACTUALLY IDEA ONLY S
   3329 23.46%:  WAS INSANELY CLOSE TO A MEAN
   3330 23.46%:  WAS ACTUALLY MEL
   3331 24.70%:  WAS ACTUALLY MELANIE
   3332 23.46%:  WAS ACTUALLY DYLAN
   3333 23.46%:  WAS ACTUALLY SOME SOLID Y
   3334 23.46%:  WAS ACTUALLY A DILE
   3335 23.46%:  WAS ALSO AN IDEA UT
   3336 23.46%:  WAS ACTUALLY MEO
   3337 23.46%:  WAS ACTUALLY EDI
   3338 23.46%:  WAS A LOUSY SENTENCE AND I AM LO
   3339 23.46%:  WAS INSANELY MES
   3340 23.46%:  WAS A SENTENCE DON
   3341 23.46%:  WAS ACTUALLY ASLE
   3342 23.46%:  WAS ACTUALLY ONE LINE ON
   3343 23.46%:  WAS ACTUALLY DANDELION Y
   3344 23.46%:  WAS ACTUALLY INSANELY DENNED
   3345 23.46%:  WAS ACTUALLY INSANELY DED
   3346 23.46%:  WAS ACTUALLY NIELSEN ON
   3347 23.46%:  WAS ACTUALLY MEN
   3348 23.46%:  WAS A SENTENCE ALSO UN
   3349 23.46%:  WAS INSANELY MAS
   3350 23.46%:  WAS ACTUALLY LISS
   3351 23.56%:  WAS ACTUALLY LISSON
   3352 23.46%:  WAS ALSO A SONNET COM
   3353 23.45%:  WAS ONLY A SENTENCE I ALMO
   3354 23.45%:  WAS ACTUALLY MY SAL
   3355 23.45%:  WAS INSANELY SOME D
   3356 23.45%:  WAS INSANELY TEENY A
   3357 23.45%:  WAS A SENTENCE SOUN
   3358 23.45%:  WAS ACTUALLY INDE
   3359 23.53%:  WAS ACTUALLY INDEED AN
   3360 23.45%:  WAS INSANELY CATA
   3361 23.45%:  WAS A SENTENCE ALSO AL
   3362 23.45%:  WAS INSANELY CUN
   3363 23.45%:  WAS TOO MANY DUDES IN ONE C
   3364 23.45%:  WAS ACTUALLY NONSENSE ON
   3365 23.45%:  WAS ACTUALLY SOME SOLID NE
   3366 23.45%:  WAS ALSO A SONNET AL
   3367 23.45%:  WAS INSANELY LAME AND
   3368 23.44%:  WAS ACTUALLY SOME SOLID 
   3369 23.44%:  WAS ALMOST A N
   3370 23.44%:  WAS ACTUALLY NAMELESS Y
   3371 23.44%:  WAS ALL I COULD SAY ON SOME T
   3372 23.44%:  WAS ACTUALLY AN ENEMY IN S
   3373 23.44%:  WAS ACTUALLY MAS
   3374 23.44%:  WAS A SENTENCE SO A
   3375 23.44%:  WAS A SENTENCE DUM
   3376 23.44%:  WAS A SENTENCE ANNO
   3377 23.44%:  WAS INSANELY UNCLE
   3378 23.44%:  WAS INSANELY CLOSE TO MY A
   3379 23.44%:  WAS ALL I COULD SAY ON A SE
   3380 23.44%:  WAS ACTUALLY INSANLEY S
   3381 23.44%:  WAS ALL I COULD SAY TOO DAMN S
   3382 23.44%:  WAS ACTUALLY LOY
   3383 23.44%:  WAS ALL I COULD SAY OO
   3384 23.44%:  WAS ACTUALLY NEEDED ON MY
   3385 23.44%:  WAS A SENTENCE ALSO AND
   3386 23.44%:  WAS A SENTENCE ALSO DI
   3387 23.44%:  WAS ACTUALLY AS D
   3388 23.44%:  WAS ACTUALLY A ONE IN
   3389 23.43%:  WAS ACTUALLY MY LINES
   3390 23.43%:  WAS MOSTLY A N
   3391 23.43%:  WAS A SENTENCE I AM NO LON
   3392 23.43%:  WAS ALSO A SENTENCE I D
   3393 23.43%:  WAS ONLY SL
   3394 23.43%:  WAS ACTUALLY MIND
   3395 23.43%:  WAS ALSO A SONNET L
   3396 23.43%:  WAS ACTUALLY SOME DEALS ON
   3397 23.43%:  WAS A LESSON I DECL
   3398 23.43%:  WAS INSANELY CLEAN
   3399 23.43%:  WAS A SENTENCE ALSO NO
   3400 23.43%:  WAS ACTUALLY SOLEMN S
   3401 23.43%:  WAS ACTUALLY A SYNODES
   3402 23.43%:  WAS ACTUALLY MED
   3403 23.43%:  WAS ACTUALLY ONE LIN
   3404 23.43%:  WAS ALSO A SENTENCE YOU O
   3405 23.43%:  WAS ACTUALLY A LOY
   3406 23.43%:  WAS ACTUALLY AN EYELE
   3407 23.43%:  WAS ONLY METAL
   3408 23.43%:  WAS INSANELY ENSU
   3409 23.42%:  WAS ACTUALLY MADD
   3410 23.42%:  WAS INSANELY CAT
   3411 23.42%:  WAS ACTUALLY DANDELION M
   3412 23.42%:  WAS ACTUALLY MAIL
   3413 23.42%:  WAS ALMOST INSANELY EY
   3414 23.42%:  WAS A SENTENCE I ONLY SAY 
   3415 23.42%:  WAS ALL I COULD SAY TOO EAS
   3416 23.42%:  WAS A LOUSY TEEN S
   3417 23.42%:  WAS ONLY A C
   3418 23.42%:  WAS ACTUALLY DELAYED 
   3419 23.42%:  WAS ONLY 
   3420 23.42%:  WAS ACTUALLY IDEASOMELY
   3421 23.42%:  WAS ACTUALLY NEEDED SO
   3422 23.42%:  WAS ACTUALLY DONE A
   3423 23.42%:  WAS ACTUALLY NEEDED S
   3424 23.41%:  WAS ALSO A SONNET C
   3425 23.41%:  WAS ALSO A ST
   3426 23.41%:  WAS TOO MANY DUDES IN S
   3427 23.41%:  WAS ONLY MY
   3428 23.41%:  WAS INSANELY CLA
   3429 23.41%:  WAS A SENTENCE I ONLY SAY O
   3430 23.41%:  WAS ACTUALLY ONLY SEA
   3431 23.41%:  WAS ACTUALLY A LESSON IN DEM
   3432 23.41%:  WAS INSANELY CAND
   3433 23.41%:  WAS ACTUALLY LIN
   3434 23.41%:  WAS A TEEN M
   3435 23.41%:  WAS ALSO A SONNET E
   3436 23.41%:  WAS ACTUALLY LAM
   3437 23.41%:  WAS INSANELY TEENY ON
   3438 23.41%:  WAS ACTUALLY DANDELION SO
   3439 23.41%:  WAS INSANELY SALAC
   3440 23.41%:  WAS ALSO A SONNET NO
   3441 23.40%:  WAS ACTUALLY ONLY A SENI
   3442 23.40%:  WAS TOO MANY DUDES IN E
   3443 23.40%:  WAS ACTUALLY LIME
   3444 23.40%:  WAS A LESSON ONLY A T
   3445 23.40%:  WAS ALSO A SONNET 
   3446 23.40%:  WAS INSANELY UNENT
   3447 23.40%:  WAS A LOUSY SENTENCE I AM A
   3448 23.40%:  WAS A SCENE ONLY A M
   3449 23.40%:  WAS ACTUALLY MOS
   3450 23.40%:  WAS A LESSON ONLY IN
   3451 23.40%:  WAS A SENTENCE ONLY ONLY ON
   3452 23.40%:  WAS INSANELY CENT
   3453 23.40%:  WAS ACTUALLY LOSE
   3454 23.40%:  WAS ONLY L
   3455 23.40%:  WAS A LESSON I NEED A LOT MO
   3456 23.40%:  WAS ALMOST SO
   3457 23.40%:  WAS ACTUALLY LOADED IN MY S
   3458 23.40%:  WAS INSANELY UNL
   3459 23.40%:  WAS ACTUALLY MY SADD
   3460 23.40%:  WAS ACTUALLY SOMEONE OLD E
   3461 23.40%:  WAS INSANELY UNSC
   3462 23.40%:  WAS A LESSON ONLY A TEEN AND
   3463 23.40%:  WAS INSANELY CUS
   3464 23.39%:  WAS ONLY A SL
   3465 23.39%:  WAS A LESSON I AM NO
   3466 23.39%:  WAS ALSO A SENTENCE YOU A
   3467 23.39%:  WAS ACTUALLY A SYON
   3468 23.39%:  WAS ACTUALLY DON
   3469 25.59%:  WAS ACTUALLY DONNEDA
   3470 24.32%:  WAS ACTUALLY DONNED ON
   3471 23.39%:  WAS INSANELY CAS
   3472 23.39%:  WAS ACTUALLY A DEME
   3473 23.39%:  WAS ACTUALLY NIELSEN N
   3474 23.39%:  WAS ACTUALLY ONE IN
   3475 23.39%:  WAS A LESSON MOT
   3476 23.39%:  WAS ACTUALLY A MOE
   3477 23.39%:  WAS ONLY AN IDEA DUE TO A CON
   3478 23.39%:  WAS INSANELY DANDELONY
   3479 23.39%:  WAS ALL I COULD SAY SOMEONE NE
   3480 23.39%:  WAS INSANELY CUTE LOL
   3481 23.39%:  WAS ACTUALLY ONLY NEEDED IN A S
   3482 23.39%:  WAS ACTUALLY AS E
   3483 23.39%:  WAS TOO MANY DUDES IN O
   3484 23.39%:  WAS MOSTLY AN IN
   3485 23.39%:  WAS ACTUALLY NIELSEN NE
   3486 23.39%:  WAS ACTUALLY LAD
   3487 24.26%:  WAS ACTUALLY LADIES
   3488 23.39%:  WAS A LESSON ONLY A TEEN M
   3489 23.39%:  WAS A LESSON I COULD ONLY TE
   3490 23.39%:  WAS ACTUALLY AS LO
   3491 23.39%:  WAS ACTUALLY ONE O
   3492 23.39%:  WAS ACTUALLY A MOO
   3493 23.39%:  WAS ACTUALLY A DOO
   3494 24.42%:  WAS ACTUALLY A DOOMS
   3495 23.38%:  WAS ALSO A SENTENCE YOU MA
   3496 23.38%:  WAS ALL I COULD SAY TEEEN
   3497 23.38%:  WAS ALSO A SENTENCE ONLY I D
   3498 23.38%:  WAS A MESS IN
   3499 23.38%:  WAS ONLY A SENTENCE I UND
   3500 23.38%:  WAS INSANELY SMELL
   3501 23.38%:  WAS A SCENE IN MY L
   3502 23.38%:  WAS INSANE ON A
   3503 23.38%:  WAS ONLY A SENTENCE I AM S
   3504 23.38%:  WAS ACTUALLY LESS ADE
   3505 23.38%:  WAS SO L
   3506 23.38%:  WAS ACTUALLY A DOES
   3507 23.38%:  WAS ALSO A N
   3508 23.38%:  WAS ACTUALLY A MOLE
   3509 23.38%:  WAS A LESSON ONLY A TEEN N
   3510 23.38%:  WAS ACTUALLY LIAM
   3511 23.38%:  WAS ACTUALLY A SYND
   3512 23.38%:  WAS ACTUALLY MY ISS
   3513 23.38%:  WAS ALSO A M
   3514 23.38%:  WAS ACTUALLY A LOO
   3515 24.27%:  WAS ACTUALLY A LOOSE END
   3516 23.75%:  WAS ACTUALLY A LOOSE END IN
   3517 23.47%:  WAS ACTUALLY A LOOSE M
