Off panel: Can we talk about what was said earlier
100.00%: 
3.34%:  was
0.00%:  is a fellow with
0.00%:  went for a walk and put his
0.00%:  threw water
0.00%:  threw a statue in a lake and was able
0.00%:  paid an artist ten bu
0.00%:  has an idea for statue park
0.00%:  is now in
0.00%:  is taller and also
0.00%:  was the real life statue and now
0.00%:  hired a real statue to be
0.00%:  spent about three
0.00%:  statue based
0.00%:  kind of n
0.00%:  is also an awful friend:
0.00%:  has set up a new friend
0.00%:  has been a real statue of
0.00%:  paid for it after we all saw what a l
0.00%:  will take it down when
0.00%:  said a statue with
0.00%:  was a real statue of a friend while
0.00%:  was afraid to break the law
0.00%:  wanted to help but all
0.00%:  has baked it
0.00%:  pals with a real
0.00%:  pals with a real statue and
0.00%:  pals with a real statue of a
0.00%:  pals with a real statue of a friend
0.00%:  pals with a real statue of a real
0.00%:  was a real life statue with
0.00%:  statue drawn
0.00%:  is an awful artist and a l
0.00%:  has been up at
0.00%:  is a fan of the absurd
0.00%:  keeps it around as a fr
0.00%:  is a bad artist: he
0.00%:  was a little tired of
0.00%:  keeps the
0.00%:  was a little rude before
0.00%:  has insane
0.00%:  was a little unfair and he
0.00%:  was a little unfair and he was
0.00%:  was a bit upset at
0.00%:  told us what a l
0.00%:  worked an
0.00%:  wins the bet after
0.00%:  paid a full artist for
0.00%:  is a statue with bad
0.00%:  is a real pal and he
0.00%:  paid for it but we
0.00%:  paid for it but we all
0.00%:  put real
0.00%:  is not a real friend at all but
0.00%:  is not a real friend at all but a fake
0.00%:  was fed up after all that
0.00%:  does statue
0.00%:  built it and then we all
0.00%:  went for a walk with a life
0.00%:  drew it up real fast while we
0.00%:  wears a bear
0.00%:  wears a bear suit and
0.00%:  wants to beat
0.00%: : where is
0.00%:  laid awake
0.00%:  put this in after we all
0.00%:  swears he walked
0.00%:  and his wife won a
0.00%:  and his wife won a statue
0.00%:  is a real statue of a real and
0.00%:  is a statue of a rab
0.00%:  draws his own fan
0.00%:  wanted us to warn
0.00%:  has taken it out
0.00%:  has drawn it up real fast
0.00%:  threw it in front
0.00%:  will stuff
0.00%:  start
0.00%:  walked up to a real artist
0.00%:  spent all week at a
0.00%:  is an artist and what we
0.00%:  was burned
0.00%:  has taken a turn as
0.00%:  feels a little sad for
0.00%:  has a new statue of all
0.00%:  was a statue for like ten
0.00%:  found it at this
0.00%: : Can we all
0.00%: : Can we all please
0.00%:  blew apart
0.00%:  saw it and he was all like:
0.00%:  was the best friend at
0.00%:  spent all of last week at a
0.00%:  drew that up in
0.00%: : this is a fake
0.00%:  wants a statue of a li
0.00%:  left it with us
0.00%:  said it was near
0.00%:  built it after we had a fake
0.00%:  had plans
0.00%:  was paid for a
0.00%:  was paid for a statue
0.00%:  has been around it
0.00%:  has been around it all
0.00%:  was at the park last
0.00%:  said it was all of
0.00%:  saw it and he was a
0.00%:  saw it and he was a little freak
0.00%:  drew a statue of a bear with
0.00%:  worked until
0.00%:  was a statue who knew
0.00%:  was able to draw it a
0.00%:  said that if we saw a
0.00%:  said that if we saw a real
0.00%:  is what a true
0.00%:  has put it in all
0.00%:  was a statue before it
0.00%:  is down at
0.00%:  is down at the park
0.00%:  spent a full week and a half at it
0.00%:  was a real pro at
0.00%:  is still better
0.00%:  the statue was a bad
0.00%:  is awful at this and we all
0.00%:  is a real statue and now he will
0.00%:  was here and as
0.00%:  win at
0.00%: : what a weird statue of a
0.00%:  is an artist of re
0.00%:  is kind of a fan
0.00%:  said it was a prank for
0.00%:  was able to draw this up real
0.00%:  spent a week and a half of real
0.00%:  tastes
0.00%:  tastes awful
0.00%:  tastes like
0.00%:  there is a statue of all
0.00%:  has a statue in a park of a
0.00%:  has taken it as an award
0.00%:  is like a statue of all
0.00%:  asked that we be sure
0.00%:  was asked to paint
0.00%: : a fine statue of a
0.00%:  was a statue of what a real friend will
0.00%:  said that after we ran
0.00%:  was on a statue
0.00%:  held a statue in
0.00%:  is the real one
0.00%:  will be sad later
0.00%:  will be sad later when
0.00%:  is now a super
0.00%:  is a statue of a father and
0.00%:  is a friend that takes
0.00%:  is in here
0.00%:  based it off what we were all
0.00%:  statue please
0.00%:  said this one
0.00%:  wanted one that was all
0.00%:  said he saw a real one in
0.00%:  was flat
0.00%:  was in a real rush
0.00%:  is now a life
0.00%:  knew what a real statue was afraid
0.00%:  is a statue of a fine
0.00%:  is here and was
0.00%:  is aware of his aw
0.00%:  kept the
0.00%:  was able to draw it after a full week
0.00%:  is awful at his art and
0.00%:  is what a real statue of a bad
0.00%:  was a fake friend:
0.00%:  was an artist before we all went
0.00%: : based on a real
0.00%:  is what a statue for
0.00%:  was in the park and was a little off
0.00%:  upset
0.00%:  built it as a prank after he saw all
0.00%:  has le
0.00%:  wrote it in
0.00%:  will be so afraid
0.00%:  saw it on the wall
0.00%:  knew what a real statue was and C
0.00%:  was able to tear apart
0.00%:  shrunk a
0.00%:  has a new statue at
0.00%:  is a statue of what a real frien
0.00%:  will be a statue of this
0.00%:  was a real artist and knew all
0.00%:  had it all set up at
0.00%:  paid a real artist who wasn
0.00%:  was a little bored
0.00%:  spent a week and a half as a life
0.00%:  has an artist friend at
0.00%:  wanted a statue of a beef
0.00%:  set this up before we
0.00%:  here is a total fraud
0.00%:  killed it
0.00%:  stared at this for a week
0.00%:  has an entire statue
0.00%:  owes a
0.00%:  has taken it as a part
0.00%:  wants us to keep
0.00%:  sure talks
0.00%:  will be a statue a
0.00%:  is a real friend who went
0.00%:  is part of a new statue
0.00%: : a statue was
0.00%:  has it all set up in a
0.00%:  wanted a statue of a bear in a fr
0.00%:  har
0.00%:  wants off
0.00%:  and his new statue wife
0.00%:  and his new statue wife are
0.00%:  found it near a water
0.00%:  has an idea for a statue walk
0.00%:  pulled a fast one here
0.00%:  asked for a statue with a life
0.00%:  has aud
0.00%:  is a statue of a par
0.00%:  is a better friend so
0.00%:  about had
0.00%:  was able to pull a straw
0.00%:  is an ape
0.00%:  has kept it at
0.00%:  is a real friend: a statue of what a
0.00%:  felt it was an apt
0.00%: : a real life statue of what a
0.00%: : a real life statue of what a real
0.00%:  has a statue for a pal
0.00%:  paid for a real statue a
0.00%:  paid for a real statue a few
0.00%:  please build
0.00%:  has and
0.00%:  felt bad after our talk
0.00%:  has been fired for in
0.00%:  found it in a real
0.00%:  saw the statue and fell
0.00%:  has four
0.00%:  is a statue of what we were afraid
0.00%:  hit all
0.00%:  wanted to take a self
0.00%:  was a friend of an
0.00%:  was a friend of an artist
0.00%:  paid an artist to be a
0.00%:  went and built this for
0.00%:  here is an awful artist and we all
0.00%:  used his C
0.00%:  pulled this off at a
0.00%:  was afraid to ask what a
0.00%:  went as far as to build a freak
0.00%:  was able to raise that
0.00%:  is awful and that is
0.00%: : Can we please talk about the
0.00%:  worked it up real fast when
0.00%:  was able to find a park with a real
0.00%:  wants us all to learn
0.00%:  has a statue park on
0.00%:  was a little off: this
0.00%:  drew it like a
0.00%:  drew it like a statue
0.00%:  drew it like a half
0.00%:  has spent a fair deal
0.00%:  was a little upset and we
0.00%:  wanted a statue of a real real
0.00%:  plus a
0.00%:  asked for it at
0.00%:  built it as a prank for the
0.00%:  kinda rules
0.00%:  saw it and he was able
0.00%:  faked the statue for
0.00%:  enters
0.00%:  is real and he is
0.00%:  does his art
0.00%:  trades in
0.00%:  wanted his to
0.00%:  asked for this in
0.00%:  paid for it last week when
0.00%:  drew it real fast on a wall
0.00%:  pulls his
0.00%:  has turned a wall into a life
0.00%:  was able to find that in a
0.00%:  was in a friend
0.00%:  said that we are all
0.00%:  was a friend who put a
0.00%:  is a bad parent
0.00%:  was a real artist and the
0.00%:  has one statue
0.00%:  needs a statue for
0.00%:  is an awful friend who breaks a
0.00%:  built it after he passed
0.00%:  is like a statue of what we
0.00%:  is like a statue of what we all
0.00%:  is like a statue of what we all wanna
0.00%:  blew it up a
0.00%:  said that if we kept
0.00%:  knew we
0.00%:  broke and
0.00%:  laid his
0.00%: : a fine fellow
0.00%:  wanted a statue who
0.00%:  wanted a statue who was
0.00%:  wanted a statue who was a
0.00%:  is at a statue park
0.00%:  is at a statue park and
0.00%:  was a statue of a friend all the
0.00%:  based his on a fake
0.00%:  said it was fake after
0.00%:  paid an artist who was all
0.00%:  was a true friend with
0.00%:  was able to find a real li
0.00%:  what kind of statue was
0.00%:  has seen it and
0.00%:  knew what a statue was for and all
0.00%:  said it was rare
0.00%:  found this in a wall
0.00%:  spent a week and a half art
0.00%:  is an awful friend who tears
0.00%:  drew it on the wall real
0.00%:  drew it on the wall real fast
0.00%:  drew this at work
0.00%:  said that if we put all
0.00%:  was able to take half
0.00%:  was able to take half an
0.00%:  has built a snow
0.00%:  will be a statue here
0.00%:  is the artist and frank
0.00%:  said to let
0.00%:  said it was a true work
0.00%:  paid for a statue with a bank
0.00%:  is up there
0.00%:  takes award
0.00%:  is bal
0.00%:  based it off what was in
0.00%:  is a friend but also a real
0.00%:  was kind of insult
0.00%:  is a real person and if
0.00%:  found it at a park last
0.00%:  was in the park and saw it after we all
0.00%:  is a real winner of
0.00%:  is a real winner of a statue
0.00%:  was a statue for a week and a
0.00%:  is a fake friend that wants
0.00%:  felt a little sad
0.00%:  felt a little sad when
0.00%:  thinks it was a real
0.00%:  has bow
0.00%:  has drawn it on a plate
0.00%:  it was a statue of a
0.00%:  wanted a statue of a bear fl
0.00%:  was kind to put
0.00%:  was able to hire a fine
0.00%:  told us what we
0.00%:  told us what we were
0.00%:  saw it and it was the
0.00%:  said it was off panel but
0.00%:  had a bit of an art
0.00%:  is awful and not
0.00%:  is awful and not a real artist
0.00%:  has taken up a reward
0.00%:  has a new and better
0.00%:  went and built his
0.00%:  is aware of the awful
0.00%:  has a real art skill
0.00%:  has a new idea for a statue in
0.00%:  has at least paid for
0.00%:  was kind to share
0.00%:  kinda nails
0.00%:  is ahead of us in
0.00%:  was a friend with an
0.00%:  is a statue in a park near
0.00%:  is a real friend who keeps
0.00%:  asked all the statue
0.00%:  was hor
0.00%:  was an awful friend to take the
0.00%:  had an artist in
0.00%:  paid a fine art statue of
0.00%:  break
0.00%:  pulled that off in a week
0.00%:  built this for free
0.00%:  built this for free and
0.00%:  is a statue of a friend: what
0.00%:  is a friend who feels
0.00%:  posed as an art
0.00%:  saw it while we
0.00%:  has at least read
0.00%:  has at least read a few
0.00%:  wanted to learn what was
0.00%:  set it up before we
0.00%:  here is a statue of a bird
0.00%:  won and he
0.00%:  please wash
0.00%:  was the real friend but
0.00%:  said he saw it on a wall
0.00%:  threw it at a friend
0.00%:  art is
0.00%:  had to re
0.00%:  was an awful friend to help
0.00%:  was in a plane that flew
0.00%:  said it was all about what
0.00%:  fell asleep in this
0.00%:  is an awful friend who takes real
0.00%:  is taller and has a real
0.00%:  is at a park and
0.00%:  faked that for
0.00%:  was ahead of all us
0.00%:  spent all week and a fair
0.00%:  put in a fake beard
0.00%:  wanted us to take a real
0.00%:  was a better friend than we all saw
0.00%:  put a real one
0.00%:  is off panel and we are
0.00%:  wants to be a real friend with
0.00%:  told us his
0.00%:  was a better friend was
0.00%:  poured it
0.00%: : we all wanted a
0.00%: : we all wanted a statue of a
0.00%:  was able to find a park near
0.00%:  put all his effort and art
0.00%:  is afraid to wake up
0.00%:  plans to build this
0.00%:  is a statue in the park down
0.00%:  lasted about
0.00%:  knew it was a better idea for
0.00%:  threw it down after
0.00%:  drew it after all the fun
0.00%:  is aware of where
0.00%:  has been a friend after
0.00%:  asked if it was what a real
0.00%:  has warned us all to
0.00%:  is a fellow statue fan and
0.00%:  beat us all to the
0.00%:  baked a statue in
0.00%:  was the first friend
0.00%:  asked if it was real before
0.00%:  was a real friend to the
0.00%:  built it for the park as
0.00%:  has a new friend statue of
0.00%:  waited here
0.00%:  went there
0.00%: : it was the
0.00%:  has a weird statue for a
0.00%:  spent all week on that
0.00%:  has a wife now
0.00%:  has a wife now and
0.00%:  spends a few
0.00%:  wanted a statue of a 
0.00%:  is a statue of the friend we
0.00%:  has put on
0.00%:  based it on a half
0.00%:  and his wife were super
0.00%:  was an awful friend that broke
0.00%:  has a flair for subtle
0.00%:  is a freak show and
0.00%:  wanna see
0.00%:  is not a fake
0.00%:  is not a fake friend
0.00%:  was able to find a skill
0.00%:  was able to fake it with a
0.00%:  has a real feel for it
0.00%:  was a fake friend with a statue
0.00%:  will be a statue for a while as a
0.00%:  draws better than we
0.00%:  draws better than we all
0.00%:  draws better than we all know
0.00%:  fell asleep and now this
0.00%:  said he wants to take
0.00%:  wanted as
0.00%:  and his pals are in
0.00%:  was hired as a fre
0.00%:  has been a real wake
0.00%:  has done better
0.00%:  stands up
0.00%:  was a bit drunk last
0.00%:  is well aware of what a real stat
0.00%:  is far better at life and
0.00%:  drew it as a part of a
0.00%:  was a little w
0.00%:  feels bad for what a
0.00%:  set it up as a thank
0.00%:  was a real statue and if
0.00%:  also threw a knife
0.00%:  and a few others built
0.00%:  takes a bite and
0.00%:  said it was a buff
0.00%:  paid a real art statue
0.00%:  said it was what true
0.00%:  is a real deal
0.00%:  is a real deal statue
