hah! You sure do love your chips, JODIE FOSTER!
      0 100.00%: 
      1 234.54%:  h
   9634 1.87%: ! Dude! I have FO
   9635 1.87%:  hah, yup! You sure love
   9636 1.87%: , sure do! YES I DO! O
   9637 1.87%:  hah, sure do! Yep! I DO O
   9638 1.87%:  hah, sure do! I DOES
   9639 1.87%:  hah, Yep! Those
   9640 1.87%:  hah! I sure hope so, you r
   9641 1.86%: ! Yes! I sure DO
   9642 1.86%:  hah, uh! Sure do! Do
   9643 1.86%:  hah, sure do I! Eh
   9644 1.86%:  hah, uh I do
   9645 2.24%:  hah, uh I do!
   9646 1.86%:  hah! Sure do, you sl
   9647 1.86%:  hah! I sure do! The DORO
   9648 1.86%:  hah, sorry! Dude! I TR
   9649 1.86%:  hah! Oooooh, I see
   9650 1.86%:  hah! Yes sir, you do! Do
   9651 1.86%:  hah! Oh, YES! I D
   9652 1.86%:  hah! Oh Dude
   9653 8.73%:  hah! Oh Dude! I
   9654 9.55%:  hah! Oh Dude! I sure
   9655 5.03%:  hah! Oh Dude,
   9656 12.76%:  hah! Oh Dude, I sure
   9657 3.56%:  hah! Oh Dude, you
   9658 3.05%:  hah! Oh Dude! You
   9659 1.86%:  hah, sure do! Oh! Oo
   9660 1.86%: , yes! I have such
   9661 1.86%: ! You sure do, hah! I
   9662 1.86%: , yes! Yes! I DO
   9663 1.86%:  hah! Sure DO! I
   9664 1.86%: ! You sure do! I have SO
   9665 1.86%:  hah! I sure do! Do your lips
   9666 1.86%:  hah, sure I do!! You sure
   9667 1.86%:  hah, yep I DO
   9668 1.86%:  hah! Dude I love
   9669 8.10%:  hah! Dude I love you,
   9670 2.56%:  hah! Dude I love you! You
   9671 2.54%:  hah! Dude I love you so
   9672 1.86%:  hah! Yes sir! Try
   9673 1.85%: ! Dude, yes! I also
   9674 1.85%:  hah! Oh! I sure do, yes
   9675 1.85%:  hah, yessir! YES! I
   9676 1.85%:  hah! Dude, seriously! T
   9677 1.85%:  hah! Oooo! Yes
   9678 1.97%:  hah! Oooo! Yes I
   9679 6.75%:  hah! Oooo! Yes I do,
   9680 1.86%:  hah! Oooo! Yes I do, yes
   9681 1.85%:  hah, yes! YES! I DO O
   9682 1.85%:  hah! Yes I do, sir! The DOR
   9683 1.85%:  hah, do I ever! Dip
   9684 1.85%:  hah, sure! Sure do! E
   9685 1.85%:  hah! Ooh! Do I ever,
   9686 1.85%:  hah! YES! I do, so help
   9687 1.85%:  hah! Yes, I do! The spic
   9688 1.85%:  hah! YES! I do love chips, e
   9689 1.85%:  hah! There IS
   9690 1.85%: , yep! You should have
   9691 1.85%:  hah! YES, you dope! DO
   9692 1.85%:  hah, yes sir! YES I RE
   9693 1.85%:  hah, I sure hope you DOES
   9694 2.19%:  hah, I sure hope you DOES!
   9695 1.85%:  hah, YES! Dip your
   9696 1.85%:  hah! FRIES, D
   9697 1.85%:  hah, yes! The sp
   9698 1.85%:  hah! Yes, oh yes! For I
   9699 1.85%:  hah, sure I do! YES TO
   9700 1.85%: ah! YES, FRIED
   9701 1.85%: ! Sorry, pal! You
   9702 1.85%:  hah! Oooh! Yes I DO, sir
   9703 1.85%: , I sure do! Yep! Oh
   9704 1.85%:  hah, sure do! Scooope
   9705 1.85%:  hah, do I ever! Dip your
   9706 1.84%:  hah! Oh sure do, sure
   9707 1.84%:  hah! Oooh, yes sir
   9708 10.44%:  hah! Oooh, yes sir! I
   9709 9.62%:  hah! Oooh, yes sir! I do
   9710 2.55%:  hah! Oooh, yes sir! I DO
   9711 1.84%: ! You sure do, I
   9712 1.84%: , yep!! I
   9713 1.84%:  hah! Yes! I hope you do, D
   9714 1.84%:  hah! Yes! I used up
   9715 1.84%:  hah!! Yes I do, D
   9716 1.84%:  hah! Oooh! Spoiled
   9717 1.84%:  hah! Yes sir I DO! They
   9718 1.84%:  hah! Oooh! YES, I FO
   9719 1.84%:  hah, yes! YES I do! This
   9720 1.84%: , you sure do! I hope
   9721 1.84%:  hah! Oooh, yes I sure
   9722 4.19%:  hah! Oooh, yes I sure do! You
   9723 1.84%:  hah yes I sure do! Do
   9724 1.84%:  hah! Oh, so close! You
   9725 1.84%:  hah, sure do! YES DO! I J
   9726 1.84%:  hah, I love you! This
   9727 1.84%:  hah! I doooo, yes! The
   9728 1.84%:  hah! Yes, I sure d
   9729 1.84%:  hah! You sure do love chips, you
   9730 1.84%:  hah! YES! The d
   9731 2.86%:  hah! YES! The dips
   9732 1.84%:  hah, I do! YES! E
   9733 1.84%: ! Oh, I love you!
   9734 1.84%: ! Sure do! Oh, I have so
   9735 1.84%: , yep! Yes I do! Oh
   9736 1.84%:  hah! Oh yes I sure
   9737 8.90%:  hah! Oh yes I sure do,
   9738 3.56%:  hah! Oh yes I sure do! You
   9739 1.84%:  hah! Yes I DO, sir! Oh
   9740 1.84%:  hah! YES, FRIEDO! O
   9741 1.84%:  hah! YES! Oh yes sir
   9742 9.29%:  hah! YES! Oh yes sir, I DO
   9743 1.84%:  hah! Yup! I love you so
   9744 1.83%: ah, yes! You
   9745 1.83%:  hah, yup! I dooo
   9746 3.55%:  hah, yup! I dooo!
   9747 1.83%:  hah! Yes I Do,
   9748 1.83%:  hah! Yup! I love you, T
   9749 1.83%:  hah! FRIED OO!
   9750 1.83%:  hah yes! I love chips,
   9751 1.83%:  hah! Ooooh, yes! I sure DO
   9752 1.83%:  hah, yes! The s
   9753 1.83%: , sure do! I have chips FOR
   9754 2.04%: , sure do! I have chips FOR E
   9755 1.83%:  hah, yes! I sure DO! Oh
   9756 1.83%:  hah! YES, you dope! T
   9757 1.83%:  hah, I love chips! Y
   9758 14.65%:  hah, I love chips! YES!
   9759 1.83%:  hah! Yep, sure do! Oh y
   9760 1.83%:  hah, I hope so!! You
   9761 1.83%:  hah, oh yes sir
   9762 9.80%:  hah, oh yes sir! I
   9763 7.37%:  hah, oh yes sir! I do
   9764 1.92%:  hah, oh yes sir! I DO
   9765 1.83%:  hah! I sure hope you DOES,
   9766 1.83%:  hah, I do! Yours or
   9767 1.83%:  hah, sorry Dude! I T
   9768 1.83%: ! Yes I do, sir! For
   9769 1.83%:  hah! Yes sir, I do! For T
   9770 1.83%:  hah! Ooo! Oooh, yes I
   9771 1.83%:  hah! YES, I do! For your
   9772 1.83%:  hah! You sure do! Eh, e
   9773 1.83%: ! Yep! Oh y
   9774 1.83%: ! YES! Oh yes, I DO
   9775 1.83%:  hah, yep! Sure do! YEE
   9776 1.83%:  hah! Oooh, yep! I sure doo
   9777 1.83%:  hah, yep! I used so
   9778 1.83%:  hah! Oh, Dude! SO
   9779 1.83%:  hah, uh! Yep! I love
   9780 1.83%:  hah! Ooooh I
   9781 3.20%:  hah! Ooooh I do,
   9782 1.83%:  hah! Yes I do! For, oh
   9783 1.82%: ! Dude! I so
   9784 1.82%: ! You do,
   9785 1.82%:  hah, so I DO
   9786 1.82%: ! YES! I love you, D
   9787 1.82%:  hah, sure you do! S
   9788 1.82%:  hah! Oooh! Spoil your
   9789 1.82%:  hah! Dude! Yes you
   9790 1.82%:  hah! Sure DO! They
   9791 1.82%:  hah! Oooh! I see your
   9792 1.82%: ! YES! The chips I have,
   9793 1.82%: ! Sure, I have
   9794 1.82%:  hah! Ooh! I do, D
   9795 1.82%:  hah, YES!! Do I
   9796 1.85%:  hah, YES!! Do I E
   9797 1.82%:  hah! Yes I do! Oh, so you DO
   9798 1.82%: , sure! I had
   9799 1.82%:  hah!! I sure hope
   9800 5.72%:  hah!! I sure hope so,
   9801 1.82%:  hah! Yes, sir you do! I DO
   9802 1.82%:  hah, oh! I DO
   9803 1.82%: ! Sorry! The
   9804 2.02%: ! Sorry! The chips
   9805 1.82%:  hah! Oooh! YES, FIR
   9806 1.82%: ! Yep! I say, do
   9807 1.82%:  hah, sure do! Yours IF
   9808 1.82%: ! I sure do, pal! This
   9809 1.82%: , YES! I sure do! Do
   9810 1.82%: , yep! E
   9811 1.82%: ! Oh yeah, sure
   9812 19.34%: ! Oh yeah, sure do! I
   9813 3.68%: ! Oh yeah, sure do! You
   9814 2.37%: ! Oh yeah, sure!
   9815 2.54%: ! Oh yeah, sure! I
   9816 1.82%:  hah, I do! Oh T
   9817 1.82%: ! Yes, yes! I had
   9818 1.82%:  hah, yes! Oh Y
   9819 16.94%:  hah, yes! Oh YES!
   9820 8.44%:  hah, yes! Oh YES! I
   9821 6.33%:  hah, yes! Oh YES I
   9822 8.20%:  hah, yes! Oh YES I do
   9823 5.70%:  hah, yes! Oh YES! I do
   9824 2.25%:  hah, yes! Oh YES! I DO
   9825 1.82%:  hah! Oooo, I sure do! The
   9826 1.82%:  hah! YES! Oh, I could
   9827 1.81%: ! Sure do, sir! I have T
   9828 1.81%:  hah, yep! YES! Oh
   9829 1.81%: ! Yep! I have, u
   9830 1.81%: ! YES! I do have chips, yes
   9831 1.81%: ! YES, yes! I have so
   9832 1.81%:  hah! Oops! This
   9833 1.81%:  hah, sure! This IS
   9834 1.81%: ! Sure do! I hope so
   9835 2.79%: ! Sure do! I hope so,
   9836 1.81%:  hah! Oops! Y
   9837 8.23%:  hah! Oops! YES I
   9838 35.59%:  hah! Oops! YES I DO,
   9839 7.00%:  hah! Oops! YES I DO, F
   9840 6.34%:  hah! Oops! YES,
   9841 9.09%:  hah! Oops! YES, I do
   9842 4.49%:  hah! Oops! YES I DO, T
   9843 4.23%:  hah! Oops! YES, I D
   9844 2.11%:  hah! Oops! YES, I J
   9845 1.81%:  hah! I do, so yes! Y
   9846 2.00%:  hah! I do, so yes! Yep
   9847 1.81%:  hah! Oh, sure I do! You sure
   9848 1.81%:  hah! Oooooh, yes! Yep
   9849 1.81%:  hah, sure do I! The cup
   9850 1.81%:  hah! Oooh yes I do! Yep
   9851 1.81%:  hah! Ooh! Did
   9852 3.09%:  hah! Ooh! Did you see
   9853 2.82%:  hah! Ooh! Did I
   9854 1.81%:  hah! YES! Oh, so I
   9855 1.81%: ! Sure do, sir! I have so
   9856 1.81%:  hah! Ooooh! YES, F
   9857 1.81%:  hah, sure I do! Yip y
   9858 1.81%:  hah!! Oh, I
   9859 1.81%: ! YES, you dope! I have so
   9860 1.81%: ! You should have
   9861 1.80%:  hah yes! Yes I do, h
   9862 1.80%:  hah! Foolish
   9863 1.80%:  hah, sure do! Oh! Do I E
   9864 1.80%:  hah!! Sure
   9865 9.91%:  hah!! Sure do,
   9866 1.80%:  hah, yes sir! Yep
   9867 5.46%:  hah, yes sir! Yep! I
   9868 4.62%:  hah, yes sir! Yep! I do
   9869 1.80%: ! YES I DO! They are so cool,
   9870 1.80%: , YES!! I
   9871 1.80%:  hah! Oh! You sure
   9872 2.18%:  hah! Oh! You sure do
   9873 1.80%:  hah! Yep, sure do! I STOOD
   9874 1.80%:  hah, sure do! YET
   9875 1.88%:  hah, sure do! YET I
   9876 1.80%:  hah, yessir! I do! The
   9877 1.80%:  hah! YES I DO, JER!
   9878 1.80%: , hah! Yes! I love chips
   9879 1.80%:  hah, uh sure do!! I
   9880 1.80%:  hah! YES I DO! Oooh yes,
   9881 1.80%:  hah! I sure DO! You sure do,
   9882 1.80%: , yes!! I do
   9883 1.80%:  hah yes I do, sir! The
   9884 1.80%:  hah! Oh, you c
   9885 1.80%:  hah I do, yes!!
   9886 1.80%:  hah, Dude! Yup! I sure
   9887 1.80%: , hah! Sure do! Do
   9888 1.80%: ! I sure do! Do you, sir
   9889 1.80%:  hah! Dude, sure! This
   9890 1.80%: ! I do, yes! For a
   9891 1.80%: , I sure do! Oh h
   9892 1.80%:  hah! Soooo,
   9893 1.80%: ! Yes! I do, as you
   9894 1.80%: ! Yep! I sure do, you ras
   9895 1.80%: ! Oh, sorry! I T
   9896 1.80%:  hah, yes! I do! For so
   9897 1.80%:  hah! Oooh, yes I do! Yo
   9898 1.80%: , YES!! I have
   9899 1.79%: ! Do I ever! You should
   9900 1.79%:  hah! Dudes! I J
   9901 1.79%:  hah, sure do! Oh yes! So
   9902 1.79%:  hah! Sure you do! I sure
   9903 1.79%:  hah, sure do! Yep! Ouch
   9904 1.79%: ! Yes, yes I do! Ohh
   9905 1.79%:  hah! Yes I do, oh!
   9906 1.79%:  hah! YES, you could
   9907 1.79%:  hah! Oh I sure do, yes
   9908 1.79%:  hah! YES, yes i do! I love
   9909 1.79%:  hah! Oh, so sorry! I T
   9910 1.79%: ! Yes, ladies
   9911 4.54%: ! Yes, ladies! I DO
   9912 1.79%:  hah! Oh! I love you, D
   9913 1.79%:  hah! Fooled you! I DO J
   9914 1.79%:  hah! Yes! Oh, D
   9915 1.79%:  hah! FIRST E
   9916 1.79%:  hah, sure you do! T
   9917 1.79%:  hah! So you do! You
   9918 1.79%:  hah! Ooh! Yes, sir
   9919 1.79%:  hah! YES, FOR T
   9920 1.79%:  hah, sure do! Yep! Ooh y
   9921 1.79%:  hah! Oops! Did
   9922 3.15%:  hah! Oops! Did you
   9923 1.79%: ! Oh, I see you
   9924 1.79%:  hah! Oops! I lied
   9925 1.79%: , yes I do!! You
   9926 1.78%:  hah, sure do! Sip
   9927 1.78%:  hah, yep! You should DEF
   9928 1.78%: ! Yes, sir! Do I
   9929 2.58%: ! Yes, sir! Do I have
   9930 1.93%: ! Yes, sir! Do I E
   9931 1.78%:  hah! Yep I do, D
   9932 1.78%:  hah, sure do!! Oh sure
   9933 1.78%:  hah! Sure do! Oh T
   9934 1.78%:  hah, oh I do! You
   9935 1.78%:  hah! Oh sure, I love you
   9936 1.78%:  hah! I hope you do! You
   9937 1.78%:  hah, FIRST you
   9938 1.78%:  hah! YES, you doo!
   9939 1.78%:  hah! Yes, sir! I hope you RE
   9940 1.78%:  hah, sure do I! Oh sure
   9941 1.78%:  hah! Oh, I sure do! You sure DO
   9942 1.78%:  hah, yes!! You sure
   9943 1.78%:  hah! Yep! I DO, h
   9944 1.78%:  hah! They sure do,
   9945 1.78%: ! Yes! I DO, S
   9946 1.78%:  hah! Oooh! Dude, you sure
   9947 1.78%:  hah, yep! YES O
   9948 1.78%:  hah! Yes! For your chips I
   9949 1.78%: ! Oh, sure do! I love chips
   9950 1.78%:  hah! Fooled you! I sure DO
   9951 1.78%:  hah! Yes! I love you so,
   9952 1.78%:  hah! Oh yes! I could
   9953 1.78%: ! Oh yes I do! Oh
   9954 1.78%:  hah! Oh! Do you see
   9955 1.78%: ! I doooo,
   9956 1.77%:  hah, YES! I love chips so!
   9957 1.77%:  hah! Yes! I DO, FOR
   9958 1.77%:  hah!! I sure do, you
   9959 1.77%:  hah! I doooOO
   9960 1.77%:  hah! YES I DO! Oooh, yoo
   9961 1.77%:  hah! Oooh, yes! Yes I d
   9962 1.77%:  ha, I do! They
   9963 1.77%:  hah, YES!! Oh yes
   9964 1.77%:  hah! Yes, yes! D
   9965 1.77%: ah, I sure do!! You
   9966 1.77%:  hah! Yes! I DO, yes
   9967 1.77%:  hah! Oh yes, sir! I love
   9968 1.77%:  hah! Yep, sure I do! Oh
   9969 1.77%:  hah, yes I do! YES! This
   9970 1.77%: ! Yep, I sure DO
   9971 1.77%:  hah! Dude, YES! Oh yes I
   9972 1.77%:  hah! YES, Dude I
   9973 1.77%:  hah, you do! I love
   9974 1.77%:  ha! I sure do! This
   9975 1.77%:  hah! YES! I, ERO
   9976 1.77%:  hah, yes I do! YES! Oh
   9977 1.77%:  hah! Oooh! Dude, I T
   9978 1.77%:  hah! You sure I do, D
   9979 1.77%:  hah! Yes I do, yes! Do
   9980 1.77%:  hah! Yup! Do I E
   9981 1.77%:  hah! Oh, you poor soul
   9982 5.55%:  hah! Oh, you poor soul! I
   9983 1.77%:  hah, yep! Yes! Oh
   9984 1.77%:  hah, sorry! Dude! I use
   9985 1.77%:  hah! Ooops! Too
   9986 1.77%:  hah! Oooh! I do so,
   9987 1.77%: ah, sure do! Do I
   9988 1.76%:  hah! Fooled you! I DROS
   9989 1.76%: ! Yup! I love you
   9990 1.76%: ah, YES!!
   9991 1.76%: , hah! Sure do! I sure
   9992 1.76%: , yes! I should
   9993 1.76%: ! YES, I do have chips
   9994 1.76%:  hah! Yup, you
   9995 1.95%:  hah! Yup, you sure
   9996 8.40%:  hah! Yup, you sure do! I
   9997 1.76%: ! Yep! Oh, I have
   9998 1.76%:  hah! Oh yessir! YES I DO, F
   9999 1.76%: , yup! I had
  10000 1.76%: ! Is
  10001 1.76%:  hah yes I DO,
  10002 1.76%:  hah! Dude, sorry! T
  10003 1.76%:  hah! Oh, yes! I use
  10004 1.76%:  hah, yes! I do! For T
  10005 1.76%:  hah! Yes, I do! For your lips
  10006 1.76%:  hah, yep! I DO! YO
  10007 1.76%:  hah! Oh sure! I DO,
  10008 1.76%:  hah, oh yes! I do love
  10009 1.76%:  hah! Oooh I DO
  10010 1.76%:  hah! Sure, sure! Oh
  10011 1.76%:  hah! Yes I DO! Oh, do
  10012 1.76%:  hah! Yep! I sure do, you S
  10013 1.76%:  hah I sure do! Yep, y
  10014 1.76%:  hah! Sorry, I lied! You
  10015 1.76%:  hah! Ooo! I sure hope
  10016 3.28%:  hah! Ooo! I sure hope so,
  10017 1.75%: ! YES, I do! D
  10018 1.75%:  hah, sure do! I DO! O
  10019 1.75%: ! Yep! I love your
  10020 1.75%:  hah! Yep! Eh e
  10021 1.75%:  hah yes, I do! For
  10022 1.75%:  hah! YES, I do! The D
  10023 1.75%:  hah! Sorry! J
  10024 1.75%: , yep! Yes! I
  10025 1.75%:  hah! Oh sure do, sir
  10026 6.54%:  hah! Oh sure do, sir! I
  10027 1.75%:  hah, yessir! YESIRO!
  10028 1.75%:  hah! Yes I do! For your lips
  10029 1.75%: ! Yes I do, sir! Try
  10030 1.75%:  hah! Oooh! Spicy or
  10031 1.75%:  hah! Dude, sorry! This IS
  10032 1.75%: , sure do! I love chips! E
  10033 1.75%:  hah! Oh sure do! I sure DO
  10034 1.75%: ! Yep! Oh, I have so
  10035 1.75%:  hah, I sure DO! You help
  10036 1.75%:  hah! Yes! For your chips, I do
  10037 1.75%: , sure do! I have FOOD
  10038 1.75%:  hah, you sure do! Oh T
  10039 1.75%: ! Oh, I sure hope so! Do
  10040 1.75%:  hah! Yep I DO,
  10041 1.75%:  hah! YES! I hope so, yes
  10042 1.75%:  hah! I do, yes! Yup
  10043 1.74%: ! Oh yes, I DO
  10044 1.74%:  hah! Fooled you! The c
  10045 1.74%: ah! I sure do, you
  10046 1.74%: , sure do! I love chips! Oh
  10047 1.74%:  hah, yep! I do! YET
  10048 1.74%:  hah! Oops! There
  10049 1.74%:  hah! Sure do! Oh, I DO love
  10050 1.74%: , hah! There
  10051 1.74%:  hah! YES, I DO! Oooh yes
  10052 1.74%:  hah! Oh yessir, I do! Yep
  10053 1.74%:  hah, sure! Sure do! Y
  10054 1.74%:  hah! Oooh! So do
  10055 2.89%:  hah! Oooh! So do I,
  10056 1.74%:  hah, Yep!! I
  10057 1.74%: ! Sorry! This
  10058 1.74%:  hah, yup! You sure do! The
  10059 1.74%:  hah! Yep! Oh I do,
  10060 1.74%:  hah! YES! I used your chips
  10061 1.74%:  hah, I do! Yes! For you
  10062 1.74%:  hah, hey T
  10063 1.74%: ! Dude, you are SO T
  10064 1.74%:  hah, sure do! Yooh
  10065 1.74%:  hah! Yes I DO, sir! For you
  10066 1.74%:  hah! I love chips, yes
  10067 1.74%: , sure do! I DO have
  10068 1.74%:  hah! I sure do! Do you, S
  10069 1.74%: ! Yep, I sure do! Ohhh
  10070 1.73%:  hah, sure!! You
  10071 1.73%:  hah! Dude, I hope SO
  10072 1.73%:  hah! You should! I
  10073 1.73%:  hah, you sure do! I love T
  10074 1.73%:  hah yes!! I
  10075 1.73%:  hah, I do! YES! Oh yes
  10076 1.73%:  hah, uh! Yes! I sure
  10077 1.73%:  hah! Yes I do, oh D
  10078 1.73%: ! Yes sir, I do! For a
  10079 1.73%:  hah, yep! YES! I sure DO
  10080 1.73%: ! Yes! I do love
  10081 1.73%: ! YES! I FO
  10082 1.73%: ! YES, I REF
  10083 1.73%: , yeah! I do! Oh
  10084 1.73%:  hah, sure do! I DO! The
  10085 1.73%: , yup! I love
  10086 1.73%:  hah! Yep, sure do! I STORE
  10087 1.73%:  hah! Yes! The D
  10088 1.73%:  hah, sure I do! Yep! Ooo
  10089 4.10%:  hah, sure I do! Yep! Oooo
  10090 1.73%: ! YES! Oh, yes
  10091 1.73%:  hah! YES, TRE
  10092 1.73%:  hah, sure sure I
  10093 7.78%:  hah, sure sure I do!!
  10094 4.34%:  hah, sure sure I do! You
  10095 1.73%:  hah, YES! Oh yes sir
  10096 4.75%:  hah, YES! Oh yes sir! I
  10097 1.81%:  hah, YES! Oh yes sir! I do
  10098 1.73%:  hah, sure do! Oh I love your
  10099 1.73%:  hah! Yes I do! Do you, u
  10100 1.73%:  hah, Yep y
  10101 1.73%: ! Yes! For I
  10102 2.58%: ! Yes! For I have
  10103 1.73%:  hah, YES! I love chips so you
  10104 1.73%:  hah, sure do! I love your sp
  10105 1.72%:  hah, you sure do!! I hope
  10106 1.72%:  hah, yes! I do! Yuu
  10107 1.72%: ! I sure do, huh
  10108 1.72%:  hah! Yes I sure do! Oh, T
  10109 1.72%:  hah, yep! Yours is 
  10110 1.72%:  hah! Yep! Oh, so I
  10111 1.72%:  hah! YES, yes I do! The spic
  10112 1.72%:  hah, uh sure I
  10113 4.90%:  hah, uh sure I do!!
  10114 3.23%:  hah, uh sure I do! You
  10115 1.72%: ! YES, a
  10116 1.72%:  hah, I do! Yessir
  10117 1.72%:  hah, I hope so! You sure do
  10118 1.72%:  hah! Yes, yes I do! For SOO
  10119 1.72%: ! YES! I love chips, so
  10120 1.72%:  hah! Fooled you! I TRY,
  10121 1.72%:  hah! Yes sir! I S
  10122 1.72%:  hah! Sure! Yes I
  10123 4.22%:  hah! Sure! Yes I do,
  10124 1.72%: ! Oh yes, I sure
  10125 3.59%: ! Oh yes, I sure do! You
  10126 1.72%:  hah! I DO, yes! Oh
  10127 1.72%:  hah! Ooh! I love you so
  10128 1.72%: ! Oh! I do
  10129 1.72%:  hah! Oh, I do! You sure
  10130 3.04%:  hah! Oh, I do! You sure you
  10131 1.72%:  hah, yep! Yessir! Do
  10132 1.72%:  hah! Sure do, you louse
  10133 2.31%:  hah! Sure do, you louse! I
  10134 1.72%:  hah! Oooh! YES, T
  10135 1.72%: ! Yep! I have FORE
  10136 1.72%:  hah! Ooops! Sorry, I should
  10137 1.72%:  hah! Oooh, so sorry
  10138 1.71%:  hah! Ooh! S
  10139 1.71%:  hah! Yup! I do love
  10140 1.71%:  hah, oh! Yes
  10141 6.28%:  hah, oh! Yes! I
  10142 5.27%:  hah, oh! Yes! I do
  10143 1.71%: ! Dude, YES! The
  10144 2.10%: ! Dude, YES! The chips
  10145 1.71%:  hah! Yes, you do! This IS
  10146 1.71%:  hah! You sure love chips, D
  10147 1.71%:  hah, I surely do! Oh!
  10148 1.71%: ! Yes, sir! I have E
  10149 1.71%:  hah! YES! Do your
  10150 1.71%:  hah! Yes I do! Oh yes, Sir
  10151 1.71%:  hah! Oooh, do I! O
  10152 1.71%: ! Yes I do, sir! Oh
  10153 1.71%:  hah! Oooh I do, yes! Yes
  10154 1.71%: ! Oh, hey
  10155 1.71%:  hah! YES, sir! I love your
  10156 1.71%: ! YES, IT
  10157 1.71%: ! Oh, sorry! I have
  10158 1.71%:  hah, YES! I sure do! The sp
  10159 2.83%:  hah, YES! I sure do! The spicy
  10160 1.71%:  hah, hee! I
  10161 1.99%:  hah, hee! I do
  10162 1.71%: ! I sure hope so, Y
  10163 1.71%:  hah, yep! Yes I Do
  10164 1.71%:  hah! YES, you do! I hope so
  10165 1.71%: ! I sure do! The cup
  10166 1.71%:  hah! I DO, yes! This
  10167 1.71%:  hah! Oooh, sorry! I do
  10168 1.71%:  hah! YES, oh yes I DO! T
  10169 1.71%:  hah! Yep! I dooooh
  10170 1.71%:  hah! Ooooh, so I
  10171 1.71%:  hah! FRIES! They
  10172 1.70%:  hah! Oooh! Yes I do, T
  10173 1.70%:  hah! Oooh yes! I DO,
  10174 1.70%:  hah, yes! Yep I
  10175 1.70%:  hah! You dope! Those
  10176 1.70%:  hah! Oh yessir! I dooo
  10177 1.70%:  hah, I do! There you
  10178 1.70%: ! YES, I do! They are so sc
  10179 1.70%:  hah!! This
  10180 1.70%:  hah, I love you! The
  10181 1.70%:  hah! Yep, you doo
  10182 1.70%: ! Dude! I have F
  10183 1.70%:  hah! Yes sir! I do, you
  10184 1.70%:  hah! Oh, sorry! Yes I DO
  10185 1.70%: ! YES, IF
  10186 1.70%:  hah! YES I DO! Ooh, do
  10187 1.70%:  hah! Yep, I do! Oh yes sir
  10188 1.70%:  hah! Yep I do! For
  10189 1.70%:  hah! Yes I do! Oh, so very
  10190 1.70%: ! Yep! I had T
  10191 1.70%: ! YES I DO! The chips are sooo
  10192 1.85%: ! YES I DO! The chips are soooo y
  10193 1.70%:  hah! Oooh! Spoilered
  10194 1.70%:  hah, I surely DO!!
  10195 1.70%:  hah, oh yes! I used
  10196 1.70%:  hah! Ooh, oo
  10197 1.70%:  hah! I sure do! Oh yes, D
  10198 1.70%:  hah, sure do! Yep! Ours
  10199 1.69%:  hah! The d
  10200 1.69%:  hah! Oh, I do! Oo
  10201 1.69%:  hah! Oooh, yes I DO! Y
  10202 1.69%:  hah! YES, sir I do! The
  10203 1.69%:  hah, yes! I do! Yoo
  10204 1.69%:  hah! Ooh, yes! I sure DO
  10205 1.69%:  hah! Yep! Told you, h
  10206 1.69%:  hah, yep! Sure do! YE
  10207 1.69%: , I sure do! Oh yeah! You
  10208 1.69%: ! Dude, so
  10209 1.69%:  hah! I do, YES! They sure
  10210 1.69%:  hah! YES! Oooh, y
  10211 2.18%:  hah! YES! Oooh, yess
  10212 1.69%:  hah, Yep! Do I
  10213 1.69%:  hah! Ooh! T
  10214 1.69%: , yes! I do! Yours
  10215 2.15%: , yes! I do! Yours are
  10216 1.69%:  hah! Fooled you! The s
  10217 1.69%:  hah! Fooled you! I DO, O
  10218 1.69%:  hah, sure I do! YES! D
  10219 1.69%:  hah! I dooooh
  10220 1.69%:  hah! Oh! YES, F
  10221 1.69%: ! Yes, D
  10222 1.69%:  hah, you dope!!
  10223 1.69%:  hah! Oh, yes! E
  10224 1.69%:  hah, uh! Yep! I love you
  10225 1.69%:  hah! Dude, I love chips! E
  10226 1.69%: ! Yes! For a
  10227 1.69%:  hah, yes! Eh
  10228 1.69%:  hah, sure you do! I J
  10229 1.69%: ! Yep, I sure do! Oh ho
  10230 1.68%:  hah, sure! I love you so!
  10231 1.68%: ! Yep! I should say
  10232 1.68%:  hah, I doooo!! They
  10233 1.68%:  hah! Do I hee
  10234 1.68%:  hah, Dude! Sorry! You
  10235 1.68%:  hah! YES! I do love you so
  10236 1.68%:  hah, oh sorry I
  10237 1.68%:  hah! Oh sure do I! E
  10238 1.68%:  hah! Dude! YES, FIR
  10239 1.68%: ! Sure! You
  10240 1.68%:  hah! Yes, I do! Do you love us
  10241 1.68%:  hah yes I do, h
