WHAT AM I GONNA DO WITH ALL THESE RAISED EXPECTATIONS
100.00%: 
25.31%:  THAT
1.90%:  I WANT TO READ IT AGAIN AND THAT
1.90%:  I NEED TO GET THAT
1.90%:  WHAT AM I GONNA DO WITH THESE LE
1.90%:  WHAT AM I GONNA DO WITH ALL THIS PEAN
1.90%:  WHAT AM I GONNA DO WITH ALL THESE SEN
1.90%:  WHAT AM I GONNA DO WITH ALL THIS SECRET P
1.90%:  I NEED TO WRITE THEM ALL DOWN SO I CAN P
1.90%:  NO ONE WILL WANT TO READ THESE TEXT
1.90%:  WHAT AM I GONNA DO WITH THESE TRE
1.90%:  WHAT AM I GONNA DO WITH ALL THOSE TIN
1.90%:  I NEED TO TRANSLATE SOMEONE
1.89%:  WHAT AM I GONNA DO WITH ALL THAT E
1.89%:  WHAT AM I GONNA DO WITH THIS SAD
1.89%:  I GOTTA READ THEM ALL AND SE
1.96%:  I GOTTA READ THEM ALL AND SEE WH
2.21%:  I GOTTA READ THEM ALL AND SEE WHIC
5.07%:  I GOTTA READ THEM ALL AND SEE WHICH ONE
2.70%:  I GOTTA READ THEM ALL AND SEE WHICH ON
2.40%:  I GOTTA READ THEM ALL AND SEE WHICH ONE IS
1.89%:  I NEED TO GO HOME AND WRITE S
1.89%:  I NEED TO TRANSLATE THOSE AL
1.89%:  WHAT AM I GONNA DO WITH ALL THOSE SECRET P
1.89%:  WHAT AM I GONNA DO WITH ALL THESE CONDE
1.89%:  I GOTTA READ THOSE TO
1.89%:  WHAT AM I GONNA DO WITH ALL THIS INCREASED T
1.89%:  WHAT AM I GONNA DO WITH THIS 
1.89%:  WHAT AM I GONNA DO WITH ALL THESE CREDITS IN
1.89%:  NO ONE WANTS TO READ IT E
1.89%:  WHAT AM I GONNA DO WITH THIS LITERAL
1.88%:  WHAT AM I GONNA DO WITH ALL THIS CRED
1.88%:  WHAT AM I GONNA DO WITH ALL THIS RESENT
1.88%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE ON T
1.88%:  WHAT AM I GONNA DO WITH THESE SCR
1.88%:  I GOTTA READ THEM ALL TO SEE HO
1.88%:  WHAT AM I GONNA DO WITH ALL THESE SCORNED TEXT
1.88%:  I NEED TO TRANSLATE THEM AGAIN H
1.88%:  WHAT AM I GONNA DO WITH ALL THOSE TEARS I
1.88%:  WHAT AM I GONNA DO WITH ALL THOSE DIRECT
1.88%:  I NEED TO TRANSLATE THAT WHEN I
1.88%:  WHAT DO I DO WITH ALL THESE REMAINING S
1.88%:  WHAT AM I GONNA DO WITH ALL THOSE ACT
1.88%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA STO
1.88%:  I WANT TO GO HOME AND WRITE T
1.87%:  WHAT AM I GONNA DO WITH ALL THIS STR
1.87%:  I NEED TO DEAL WITH THIS ONE
1.87%:  WHAT AM I GONNA DO WITH ALL THESE SAD P
1.87%:  WHAT DO I DO WITH ALL THESE REMA
1.87%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA CASE
1.87%:  I NEED TO TRANSLATE LOTS MO
1.87%:  WHAT AM I GONNA DO WITH ALL THOSE TREES IN
1.87%:  WHAT AM I GONNA DO WITH ALL THESE PAS
1.87%:  WHAT AM I GONNA DO WITH ALL THESE CORE
1.87%:  WHAT AM I GONNA DO WITH THESE LETTERS AND
1.87%:  WHAT AM I GONNA DO WITH ALL THESE NAT
1.87%:  WHAT AM I GONNA DO WITH ALL THESE EXCEPTIONS I
1.87%:  I NEED TO TRANSLATE THAT AND PLEASE
1.87%:  WHAT AM I GONNA DO WITH ALL THESE INSTR
1.86%:  I GOTTA READ ALL THE T
1.86%:  WHAT AM I GONNA DO WITH ALL THE SCRAP
1.86%:  WHAT AM I GONNA DO WITH ALL THE EXTRA DE
1.86%:  I NEED TO WRITE THEM ALL AND THAT
1.86%:  I NEED TO TRANSLATE INTO
1.86%:  I GOTTA TRANSLATE THOSE ON
1.86%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA TON
1.85%:  IT DO
1.85%:  WHAT DO I DO WITH ALL THIS EXTRA ST
1.85%:  WHAT AM I GONNA DO WITH ALL THESE IDEAS I CA
1.85%:  I NEED TO TRANSLATE THE SECOND
2.40%:  I NEED TO TRANSLATE THE SECOND HAL
1.85%:  WHAT AM I GONNA DO WITH THIS LO
1.85%:  WHAT AM I GONNA DO WITH ALL THESE DOC
1.85%:  NO ONE WILL WANT TO HEAR IT
1.85%:  WHAT DO I DO WITH ALL THE EXTRA P
1.85%:  WHAT AM I GONNA DO WITH ALL THIS PRESC
2.23%:  WHAT AM I GONNA DO WITH ALL THIS PRESCIENT
1.85%:  WHAT AM I GONNA DO WITH ALL THE EXTRA SPE
1.85%:  WHAT AM I GONNA DO WITH ALL THESE ER
1.85%:  I GOTTA DO ALL THE T
1.85%:  I GOTTA READ THEM ALL TO SEE WHAT HE
1.85%:  WHAT AM I GONNA WRITE ON
2.36%:  WHAT AM I GONNA WRITE ON THE
1.85%:  I NEED TO TRANSLATE THE WHOLE ST
1.85%:  WHAT AM I GONNA DO WITH ALL THESE ATTIC
1.84%:  WHAT AM I GONNA DO WITH ALL THE NOTES I T
1.84%:  I WANT TO GO HOME AND ST
1.84%:  WHAT AM I GONNA DO WITH THOSE LET
1.84%:  I NEED TO TRANSLATE THEM AGAIN WITH SO
1.84%:  WHAT AM I GONNA DO WITH ALL THOSE STER
1.84%:  I NEED TO TRANSLATE SOMETHING DI
1.84%:  I NEED TO TRANSLATE THIS DO
2.37%:  I NEED TO TRANSLATE THIS DOWN TO
1.84%:  WHAT AM I GONNA DO WITH ALL THESE PROTE
1.84%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA OPT
1.83%:  WHAT AM I GONNA DO WITH ALL THESE SARD
1.83%:  I GOTTA READ ALL THE H
1.99%:  I GOTTA READ ALL THE HIST
1.83%:  I GOTTA TRANSLATE THE S
1.83%:  WHAT AM I GONNA DO WITH ALL THESE DESCR
2.02%:  WHAT AM I GONNA DO WITH ALL THESE DESCRIPTI
1.83%:  I NEED TO TRANSLATE THIS AND IT
1.83%:  I NEED TO GO HOME AND TRANSLATE WHAT I SA
1.83%:  WHAT AM I GONNA DO WITH ALL THESE CIT
1.95%:  WHAT AM I GONNA DO WITH ALL THESE CITIES
1.83%:  I NEED TO TRANSLATE AS
1.83%:  WHAT AM I GONNA DO WITH ALL THESE DOES
1.83%:  I NEED TO WRITE THOSE DO
1.82%:  WHAT AM I GONNA DO WITH ALL THESE PAINTERS
1.82%:  WHAT AM I GONNA DO WITH ALL THESE TIRED O
1.82%:  WHAT AM I GONNA DO WITH ALL THIS SPACE I D
1.82%:  WHAT AM I GONNA WRITE IN THESE
1.82%:  I NEED TO READ IT ALL AGAIN TO P
1.82%:  WHAT AM I GONNA DO WITH ALL THIS NOTICE
1.82%:  I NEED TO DEAL WITH THAT TRAN
1.82%:  I NEED TO TELL PE
1.82%:  I DID
1.82%:  I GOTTA TRANSLATE THOSE L
1.82%:  WHAT AM I GONNA DO WITH ALL THOSE PRINTED S
1.82%:  WHAT AM I GONNA DO WITH THESE TALES
1.82%:  WHAT AM I GONNA DO WITH ALL THESE SPEE
1.82%:  I GET TO HEAR THIS ALL
2.31%:  I GET TO HEAR THIS ALL THE
1.82%:  I NEED TO TRANSLATE SE
1.81%:  I NEED TO TRANSLATE SOMETHING T
1.81%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA ACT
1.81%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE IN E
1.81%:  I NEED TO TRANSLATE THAT SOME HO
1.81%:  I NEED TO GO READ ALL THESE
1.81%:  I NEED TO GO HOME AND TRANSLATE THE A
1.81%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA TO
1.81%:  I NEED TO TRANSLATE THE CON
1.81%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA SPE
1.81%:  WHAT AM I GONNA DO WITH THE TRANSC
1.81%:  I NEED TO TRANSLATE THOSE WITH MO
1.81%:  WHAT AM I GONNA WRITE INTO
1.81%:  I WANT TO DO
2.97%:  I WANT TO DO THAT
1.81%:  WHAT AM I GONNA DO WITH ALL THE SECRETS AND
1.81%:  WHAT AM I GONNA DO WITH THESE SCRAP
1.80%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA ONE
1.80%:  I GOTTA TELL E
1.80%:  WHAT DO I DO WITH ALL THIS SPACE I
1.80%:  I WILL
1.80%:  I WANT TO READ ONE THAT
1.80%:  WHAT AM I GONNA DO WITH ALL THIS SPARE EN
1.80%:  WHAT AM I GONNA DO WITH ALL THE TO
1.80%:  I GOTTA TRANSLATE TO
1.80%:  I GOTTA READ ALL THOSE TEXTS IN
1.80%:  WHAT AM I GONNA DO WITH ALL THESE AIR
1.80%:  I NEED TO EX
34.79%:  I NEED TO EXPLAIN THAT
23.41%:  I NEED TO EXPLAIN THAT TO
18.18%:  I NEED TO EXPLAIN THAT TO THE
17.39%:  I NEED TO EXPLAIN THAT ONE
18.88%:  I NEED TO EXPLAIN THAT ONE TO THE
7.96%:  I NEED TO EXPLAIN T
6.89%:  I NEED TO EXPLAIN TO
6.55%:  I NEED TO EXPLAIN THAT TO E
5.64%:  I NEED TO EXPLAIN THE
5.18%:  I NEED TO EXPLAIN THIS
8.59%:  I NEED TO EXPLAIN THIS TO THE
4.97%:  I NEED TO EXPLAIN TO THE
4.64%:  I NEED TO EXPLAIN THAT ONE TO G
4.22%:  I NEED TO EXPLAIN WH
4.21%:  I NEED TO EXPLAIN THAT I
4.06%:  I NEED TO EXPLAIN THAT THAT
3.83%:  I NEED TO EXPLAIN THAT TO T
3.89%:  I NEED TO EXPLAIN THAT TO THOSE
3.02%:  I NEED TO EXPLAIN THIS TO THE OTHER
3.00%:  I NEED TO EXPLAIN THAT THE
2.73%:  I NEED TO EXPLAIN THAT T
2.42%:  I NEED TO EXPLAIN THAT IT
2.38%:  I NEED TO EXPLAIN HO
3.60%:  I NEED TO EXPLAIN HOW THAT
2.24%:  I NEED TO EXPLAIN THAT THIS
2.21%:  I NEED TO EXPLAIN THAT ONE TO E
2.20%:  I NEED TO EXPLAIN THAT ONE TO M
2.12%:  I NEED TO EXPLAIN WHAT I
1.94%:  I NEED TO EXPLAIN THAT TO G
1.90%:  I NEED TO EXPLAIN TO THE AN
1.89%:  I NEED TO EXPLAIN THAT TO TRAN
1.87%:  I NEED TO EXPLAIN THE DI
1.81%:  I NEED TO EXPLAIN THAT TO THE AN
1.80%:  I NEED TO WRITE ALL NEW TEXTS AND
1.80%:  WHAT AM I GONNA DO WITH ALL THESE RENT
1.80%:  I WANT TO READ ALL THESE NEW
1.80%:  WHAT AM I GONNA DO WITH ALL THESE PADS
1.79%:  WHAT AM I GONNA DO WITH ALL THESE PIES
1.79%:  I GOTTA READ THE NEW
1.79%:  WHAT AM I GONNA DO WITH ALL THIS NICE
1.79%:  WHAT AM I GONNA DO WITH THESE TON
1.79%:  I NEED TO EXPLAIN THAT ONE TO T
1.79%:  WHAT AM I GONNA DO WITH ALL THAT EXTRA SPO
1.79%:  I NEED TO WRITE THEM ALL AGAIN AND I
1.79%:  WHAT AM I GONNA DO WITH THOSE PLAN
1.79%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA INSIDE
1.79%:  I NEED TO TRANSLATE IT AGAINST
1.79%:  I NEED TO GO HOME AND TRANSLATE THE TH
1.79%:  I NEED TO EXPLAIN TO THE OTHER
1.79%:  WHAT AM I GONNA TELL THE PRO
1.79%:  I NEED TO TRANSLATE ONE THAT HAS LI
1.79%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA NEAT
1.78%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA TOP
1.78%:  WHAT AM I GONNA DO WITH ALL THIS SECOND
1.78%:  WHAT AM I GONNA DO WITH ALL THESE TOP SECRET A
1.78%:  WHAT AM I GONNA DO WITH ALL THESE COAST
1.78%:  WHAT AM I GONNA DO WITH THIS LICENSE
4.05%:  WHAT AM I GONNA DO WITH THIS LICENSE PLATE READ
1.78%:  I NEED TO EXPLAIN WHAT A
1.78%:  I NEED TO GO TRANSLATE M
1.78%:  WHAT AM I GONNA DO WITH ALL THIS SPACE AND I
1.78%:  WE ALL
1.78%:  I GOTTA READ ALL THE THE
1.78%:  I NEED TO GO HOME AND C
1.92%:  I NEED TO GO HOME AND CLEAN
1.78%:  I GOTTA TRANSLATE IT SO
1.78%:  WHAT AM I GONNA DO WITH ALL THOSE SPI
1.77%:  WHAT AM I GONNA DO WITH ALL THESE SEREN
1.77%:  WHAT AM I GONNA DO WITH ALL THESE SECRET END
1.77%:  I GOTTA TRANSLATE EACH ONE SO IT
1.77%:  I NEED TO GO HOME AND TRANSLATE THE ST
1.77%:  I WANT TO L
1.77%:  WHAT AM I GONNA DO WITH THE C
1.77%:  WHAT AM I GONNA DO WITH ALL THESE PARTS IN
1.77%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA POINTS I D
1.77%:  I NEED TO EXPLAIN THAT ONE TO H
1.77%:  WHAT AM I GONNA DO WITH ALL THESE DATA C
1.77%:  I NEED TO GET ALL THESE R
1.77%:  WHAT AM I GONNA DO WITH ALL THESE START
1.77%:  WHAT AM I GONNA DO WITH ALL THESE SPECTATOR
1.76%:  I NEED TO DEAL WITH THAT IN
1.76%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA PAN
1.76%:  WHAT AM I GONNA DO WITH ALL THESE CEN
2.22%:  WHAT AM I GONNA DO WITH ALL THESE CENSORED TEXT
1.76%:  I NEED TO READ IT AGAIN TO SE
2.13%:  I NEED TO READ IT AGAIN TO SEE WH
1.76%:  I NEED TO TRANSLATE EACH TEXT SO
1.76%:  I GOTTA EDIT ALL THEM
1.76%:  I GOTTA READ THEM ALL IN
1.76%:  WHAT AM I GONNA DO WITH ALL THESE SINCERE P
1.76%:  WHAT AM I GONNA DO WITH THAT DEPRESS
1.76%:  I GOTTA READ THIS COM
1.76%:  I NEED TO GO HOME AND WRITE THAT IN THE
1.76%:  I GOTTA TRANSLATE WH
1.76%:  I GOTTA TRANSLATE A WHOLE NEW ONE
1.76%:  I WANT TO GO HOME AND WRITE THESE
1.76%:  I WANT TO HEAR IT
1.76%:  I GET TO READ THAT ONE
1.75%:  WHAT AM I GONNA DO WITH ALL THIS TEXT SP
1.75%:  WHAT AM I GONNA DO WITH ALL THOSE PRET
1.75%:  I GOTTA DO ALL THE OTHER
1.75%:  WHAT AM I GONNA DO WITH ALL THESE TEXTS I PRO
1.75%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA PENIS
1.75%:  WHAT AM I GONNA DO WITH ALL THIS PRINTED S
1.75%:  I NEED TO TRANSLATE THEM AND I H
1.75%:  WHAT AM I GONNA DO WITH ALL THESE SECRET TE
1.75%:  NO ONE WILL WANT TO READ THE D
1.75%:  WHAT AM I GONNA READ ON
2.72%:  WHAT AM I GONNA READ ON THE T
1.75%:  I NEED TO TRANSLATE THAT ONE SO
1.75%:  I NEED TO TRANSLATE THESE IN
1.75%:  WHAT AM I GONNA DO WITH ALL THIS SECRET T
1.75%:  I GOTTA DO ALL THAT AND
1.75%:  WHAT AM I GONNA DO WITH ALL THE CR
1.74%:  I NEED TO TRANSLATE THAT EN
1.74%:  I NEED TO WRITE THEM ALL AGAIN AND IT
1.74%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE AT
1.74%:  I GOTTA TRANSLATE A WHOLE NEW S
1.74%:  I NEED TO GO TRANSLATE THAT L
1.74%:  I NEED TO TRANSLATE THEM INTO GOD SPE
1.74%:  I GOTTA TRANSLATE IN MO
1.74%:  WHAT AM I GONNA DO WITH ALL THOSE STAND
1.74%:  I NEED TO TRANSLATE THIS INTO G
1.74%:  WHAT AM I GONNA DO WITH ALL THESE DEN
1.74%:  WHAT AM I GONNA DO WITH ALL THAT SPE
1.74%:  WHAT AM I GONNA DO WITH ALL THESE CREDI
1.74%:  I NEED TO EDIT ALL THAT
1.73%:  I NEED TO GO HOME AND TRANSLATE THE LAST
1.73%:  I NEED TO TRANSLATE A S
1.73%:  WHAT AM I GONNA DO WITH ALL THESE TESTIC
1.73%:  WHAT AM I GONNA DO WITH ALL THIS PEN
1.73%:  I NEED TO DEAL WITH THAT COMP
1.73%:  WHAT AM I GONNA DO WITH ALL THESE SIDE E
1.73%:  WHAT AM I GONNA DO WITH THAT C
1.73%:  WHAT AM I GONNA DO WITH ALL THE EXTRA SAC
1.73%:  I NEED TO TRANSLATE THE WHOLE GOS
1.73%:  I GOTTA READ THOSE TEXTS A
1.73%:  I WANT TO GO HOME AND WRITE ST
1.73%:  I GOTTA READ THEM ALL TO SEE WHICH ONES W
1.73%:  WHAT AM I GONNA DO WITH ALL THESE PAND
1.73%:  WHAT AM I GONNA DO IN THE
1.73%:  WHAT AM I GONNA DO WITH THOSE SAL
1.73%:  I NEED TO WRITE A NEW ONE THAT IS
1.73%:  WHAT AM I GONNA WRITE IN THIS
1.73%:  I NEED TO DEAL WITH THIS COM
1.73%:  WHAT AM I GONNA DO WITH S
1.73%:  WHAT AM I GONNA DO WITH ALL THESE SECRET NOT
1.73%:  WHAT AM I GONNA DO WITH ALL THESE IS
1.73%:  WHAT AM I GONNA DO WITH ALL THIS SPARE TIN
1.72%:  WHAT AM I GONNA DO WITH ALL THESE PIECE
1.72%:  WHAT AM I GONNA DO WITH THIS REAL ESTATE IN L
1.72%:  WHAT AM I GONNA DO WITH ALL THESE SATIRE AND
1.72%:  I NEED TO TRANSLATE THE MO
1.72%:  WHAT AM I GONNA DO WITH ALL THESE ROD
1.72%:  I NEED TO GO TELL E
1.72%:  WHAT AM I GONNA DO WITH ALL THIS PARADI
1.72%:  WHAT AM I GONNA DO WITH ALL THIS EXPECTED
1.72%:  WHAT AM I GONNA DO WITH THIS DO
1.72%:  WHAT AM I GONNA DO WITH ALL THOS
1.72%:  WHAT AM I GONNA DO WITH ALL THESE TEXAS
1.72%:  WHAT DO I DO WITH ALL THESE ANCI
1.72%:  WHAT AM I GONNA DO WITH ALL THOSE SET
1.71%:  WHAT AM I GONNA DO WITH ALL THIS RAD
1.71%:  I GOTTA TRANSLATE A L
1.71%:  I NEED TO TRANSLATE THAT AND E
1.71%:  I GOT TO READ ALL THEM
1.71%:  I WANT TO WRITE ONE TO
1.71%:  I NEED TO GO HOME AND WRITE A H
1.71%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA STAND
1.71%:  I GOTTA TRANSLATE L
1.71%:  WHAT AM I GONNA DO WITH ALL THESE DRES
1.71%:  WHAT AM I GONNA DO WITH ALL THE EXTRA SPACE IN S
1.71%:  WHAT AM I GONNA DO WITH ALL THOSE EXCE
1.71%:  WHAT AM I GONNA DO WITH THAT INSPI
1.71%:  WHAT AM I GONNA DO WITH ALL THE SPACE ON T
1.71%:  WHAT AM I GONNA DO WITH ALL THESE POET
1.71%:  WHAT AM I GONNA DO WITH ALL THIS EXPAN
1.71%:  WHAT AM I GONNA DO WITH THE SECRETS
1.71%:  WHAT AM I GONNA DO WITH THOSE TRE
1.71%:  WHAT AM I GONNA DO WITH ALL THIS OPEN
1.71%:  WHAT AM I GONNA DO WITH ALL THIS RESPECT I
1.71%:  WHAT AM I GONNA DO WITH ALL THIS SCI
2.82%:  WHAT AM I GONNA DO WITH ALL THIS SCIENT
1.71%:  WHAT AM I GONNA DO WITH THESE TENS
1.71%:  WHAT AM I GONNA DO WITH ALL THAT INCREASED S
1.71%:  WHAT AM I GONNA DO WITH ALL THREE T
1.70%:  WHAT AM I GONNA DO WITH ALL THESE SAD R
1.70%:  NO ONE WANTS TO READ THE H
1.70%:  I WISH I W
1.70%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA ANTS
1.70%:  I NEED TO EXPLAIN TO THE ANCI
1.70%:  I GOTTA READ THIS ST
1.70%:  I WANT TO GO HOME AND READ THIS
1.70%:  WHAT AM I GONNA DO WITH ALL THESE PARIS
1.70%:  WHAT AM I GONNA DO WITH THIS EXTRA TEN
1.70%:  I NEED TO TRANSLATE THAT M
1.70%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA 
1.70%:  WHAT AM I GONNA DO WITH ALL THESE TIR
1.70%:  WHAT AM I GONNA DO WITH ALL THE INTERESTED
1.69%:  WHAT AM I GONNA DO WITH THIS OR
1.69%:  WHAT AM I GONNA DO WITH ALL THESE CARPET S
1.69%:  WHAT AM I GONNA DO WITH ALL THESE DECREASE
1.69%:  I NEED TO TRANSLATE W
1.69%:  WHAT AM I GONNA DO WITH ALL THIS DIR
1.69%:  WHAT DO I DO WITH ALL THESE EXTRA NOTES I
1.69%:  WHAT AM I GONNA DO WITH ALL THAT EXTRA N
1.69%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA AND
1.69%:  WHAT AM I GONNA DO WITH ALL THIS PROTEST
1.69%:  I WANT TO SEE WH
1.69%:  I NEED TO TRANSLATE THOSE INTO L
1.69%:  I NEED TO EXPLAIN THAT TO H
1.69%:  WHAT AM I GONNA DO WITH ALL THE CONTEXT
1.69%:  WHAT AM I GONNA DO WITH ALL THE EXTRA CON
1.69%:  WHAT AM I GONNA DO WITH THE ST
1.68%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA ACTIONS I
1.68%:  WHAT AM I GONNA DO WITH ALL THESE TRADES IN
1.68%:  WHAT DO I DO WITH ALL THESE PAGE
1.68%:  WHAT AM I GONNA DO WITH THIS PARAD
1.68%:  WHEN I READ IT IT
1.68%:  I NEED TO GET THESE
2.10%:  I NEED TO GET THESE TRANSLATION CH
1.68%:  NO ONE WANTS TO READ WH
1.81%:  NO ONE WANTS TO READ WHAT I S
1.68%:  I NEED TO TRANSLATE THIS T
1.68%:  WHAT AM I GONNA DO WITH ALL THOSE TREAS
1.68%:  I GOTTA READ THEM ALL TO SEE WHICH NE
1.68%:  I NEED TO GO HOME AND CH
1.68%:  I NEED TO TRANSLATE IN THAT
1.68%:  WHAT AM I GONNA DO WITH THIS INCREASE
1.68%:  WHAT AM I GONNA DO WITH ALL THESE CER
1.68%:  WHAT DO I DO WITH ALL THESE EXTRA PAGES I
1.68%:  WHAT AM I GONNA DO WITH ALL THESE TRAIN T
1.68%:  WHAT AM I GONNA DO WITH ALL THESE REP
1.68%:  I NEED TO TRANSLATE IT INTO G
1.67%:  WHAT AM I GONNA DO WITH ALL THESE SECRET POINT
1.67%:  I WANT TO GO HOME AND READ ALL
1.67%:  WHAT AM I GONNA DO WITH THIS RADICAL
1.67%:  WHAT AM I GONNA DO WITH ALL THESE RECEPT
1.72%:  WHAT AM I GONNA DO WITH ALL THESE RECEPTION DES
1.67%:  NO ONE WILL WANT TO READ IT THAT
1.67%:  I NEED TO TRANSLATE THOSE INTO P
1.67%:  WHAT AM I GONNA DO WITH THIS DECA
1.67%:  WHAT AM I GONNA DO WITH ALL THESE NOTES I D
1.67%:  WHAT AM I GONNA DO WITH ALL THIS CAP
1.67%:  NO ONE WANTS TO HEAR ME WH
1.67%:  I GOTTA READ THEM ALL AND THAT W
1.67%:  WHAT AM I GONNA DO WITH THIS CRE
1.67%:  WHAT AM I GONNA DO WITH ALL THIS PARADOXES
1.67%:  WHAT AM I GONNA DO WITH THIS ETERNALL
1.67%:  I NEED TO READ THEM ALL WITH
1.67%:  I NEED TO TRANSLATE HO
1.67%:  NO ONE WILL WANT TO READ THE TEXT
1.67%:  WHAT AM I GONNA DO WITH ALL THOSE SCRE
1.67%:  I NEED TO WRITE THAT ONE
1.67%:  I WANT TO GO HOME AND TELL THE AN
1.67%:  I WANT TO GO HOME AND SLEEP IN
1.67%:  WHAT AM I GONNA DO WITH ALL THESE REND
1.66%:  WHAT AM I GONNA DO WITH ALL THIS DIN
1.66%:  WHAT AM I GONNA DO WITH ALL THE COIN
1.66%:  I NEED TO READ ALL THOSE TEXTS WITH A
1.66%:  NO ONE WANTS TO HEAR ME TELL THAT
1.66%:  WHAT AM I GONNA DO WITH ALL THIS READ
1.66%:  WHAT DO I DO WITH ALL THESE COPIES I
1.66%:  I NEED TO TRANSLATE THAT CON
1.66%:  I WANT TO READ IT AGAIN TO SEE HO
1.66%:  WHAT AM I GONNA DO WITH ALL THE STORIES AND
1.66%:  WHAT AM I GONNA DO WITH ALL THE SPACE AND
1.66%:  WHAT AM I GONNA DO WITH ALL THIS ANCI
1.66%:  WHAT AM I GONNA DO WITH ALL THESE INTE
1.66%:  I NEED TO EXPLAIN THAT TO M
1.66%:  I GOTTA WRITE A NEW ONE THAT
1.66%:  I GOTTA READ THEM ALL T
1.66%:  I GOTTA TRANSLATE THIS AND
1.66%:  WHAT AM I GONNA DO WITH ALL THIS TENT
1.66%:  I WANT TO TAL
1.66%:  WHAT DO I DO WITH ALL THIS SPARE TEXT
1.66%:  WHAT AM I GONNA DO WITH ALL THESE NOT AS
1.66%:  WHAT DO I DO WITH ALL THESE CON
1.65%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE NO
1.65%:  WHAT AM I GONNA DO WITH ALL THESE DISCRE
1.65%:  WHAT AM I GONNA DO WITH THESE STAT
1.65%:  WHAT AM I GONNA DO WITH ALL THESE CREDITS ON
1.65%:  I GOTTA READ ALL THOSE TEXTS NOW AND
1.65%:  I NEED TO READ ALL THE TEXTS AGAIN TO P
1.65%:  I GOTTA READ ALL THAT TO
1.65%:  WHAT AM I GONNA DO WITH ALL THESE CAD
1.65%:  WHAT AM I GONNA DO WITH THOSE LETTERS IN
1.65%:  I NEED TO GO TRANSLATE LI
1.65%:  WHAT AM I GONNA DO WITH ALL THESE SECTION
1.65%:  I NEED TO GO TRANSLATE IT WITH
1.65%:  WHAT AM I GONNA DO WITH THAT PLAN
1.64%:  I NEED TO START A
1.64%:  I GOTTA READ A
1.64%:  WHAT AM I GONNA WRITE IN THE S
1.64%:  WHAT AM I GONNA DO WITH THESE ONE
1.64%:  WHAT AM I GONNA DO WITH ALL THESE PROTECT
1.64%:  WHAT AM I GONNA DO WITH THE EXTRA TEN
1.64%:  WHAT AM I GONNA DO WITH ALL THE CAND
1.64%:  I WANT TO GO HOME AND WATCH A
1.64%:  WHAT AM I GONNA DO WITH THIS PRES
2.61%:  WHAT AM I GONNA DO WITH THIS PRESIDENT
1.64%:  WHAT DO I DO WITH ALL THESE ACTION
1.64%:  WHAT AM I GONNA READ AT
1.64%:  I GOTTA READ ALL THOSE AND TH
1.64%:  I GOTTA READ THEM ALL AND SEE WHICH ONE I
1.64%:  I NEED TO EDIT THEM ALL TO
1.64%:  I NEED TO DEAL WITH ANOT
2.23%:  I NEED TO DEAL WITH ANOTHER COMP
2.49%:  I NEED TO DEAL WITH ANOTHER COMPLAINT AGA
1.88%:  I NEED TO DEAL WITH ANOTHER T
1.64%:  I NEED TO TRANSLATE THAT COMP
1.64%:  WHAT AM I GONNA DO WITH ALL THESE RAPE AND
1.64%:  I NEED TO TRANSLATE A WHOLE S
1.64%:  I NEED TO TRANSLATE SOME TH
1.64%:  WHAT AM I GONNA DO WITH ALL THAT EXTRA DO
1.64%:  WHAT AM I GONNA DO WITH ALL THESE EPIC ST
1.63%:  WHAT AM I GONNA DO WITH ALL THE EXTR
1.63%:  I GOTTA READ THOSE TH
1.63%:  WHAT AM I GONNA DO WITH THE EXTRA S
3.74%:  WHAT AM I GONNA DO WITH THE EXTRA SENSE
1.63%:  WHAT AM I GONNA DO WITH THESE PLANS TO
1.63%:  I WANT TO WRITE A S
1.63%:  WHAT AM I GONNA DO WITH ALL THIS END
1.63%:  WHEN I READ THAT
1.63%:  I WANT TO READ SOMETHING NEW
1.63%:  WHAT AM I GONNA DO WITH ALL THE SPARE D
1.63%:  I NEED TO DEAL WITH THO
1.63%:  I NEED TO H
2.27%:  I NEED TO HIDE ALL
2.09%:  I NEED TO HIDE THE
1.63%:  I NEED TO GO TRANSLATE THOSE A
