IS EXACTLY WHY I KEEP MAKING IT SO YOU NEVER GET A PRINTING PRESS
100.00%: 
182.74%:  IS WHY
1.77%:  IS EXACTLY THE REASON YOU NEVER ARE
1.77%:  IS WHY SOME PEOPLE ARE AGAINST CUT
2.49%:  IS WHY SOME PEOPLE ARE AGAINST CUTTING IN
1.77%:  IS THE REASON I WENT IN
1.77%:  IS EXACTLY THE REASON I WAS NEVER INTO STE
1.77%:  IS ONE TIME YOUR NEW
1.77%:  IS WHY I NEVER LISTEN TO YOUR PRA
1.77%:  IS MY VER
2.20%:  IS MY VERSION WITHOUT
1.77%:  IS EXACTLY WHAT I SAY EVERY MORNING TO KEEP RE
1.77%:  IS EXACTLY WHY I AM GOING TO RE
1.77%:  IS THE REASON I CAN NEVER GET IN
1.77%:  IS EXACTLY WHY I KEEP TRYING TO O
2.50%:  IS EXACTLY WHY I KEEP TRYING TO OVER
1.77%:  IS EXACTLY THE REASON I WAS TRYING TO KEEP N
1.77%:  IS WHY I NEVER LET ANYONE USE MY GEN
1.77%:  IS EXACTLY THE REASON I NEVER WANT YOU SER
1.77%:  IS THE REASON PEOPLE KEEP RE
1.77%:  IS EXACTLY THE REASON I GIVE SU
1.77%:  IS EXACTLY THE REASON I EVER WRO
3.82%:  IS EXACTLY THE REASON I EVER WROTE ANY
1.77%:  IS EXACTLY WHY I USE PRESENT TENSE AN
1.77%:  IS EXACTLY THE SAME REASON I SPO
3.46%:  IS EXACTLY THE SAME REASON I SPOKE IN
1.77%:  IS EXACTLY THE REASON I SPENT YEARS PUN
1.77%:  IS WHAT PEOPLE CON
1.77%:  IS EXACTLY HOW I SPEAK EVERY TIME I USE
1.77%:  IS THE VERY REASON I K
2.08%:  IS THE VERY REASON I KEEP MY
1.77%:  IS EXACTLY WHAT I SAY EVERY MORNING IN SIN
1.77%:  IS EXACTLY THE REASON I KEEP STAYING IN YOUR
1.77%:  IS EXACTLY THE REASON I NEVER GET TO USE MY S
1.77%:  IS THE REASON I KEEP SAYING YOU CAN T
1.77%:  IS EXACTLY THE REASON I NEVER TRUST ANY ONE
1.77%:  IS WHAT PEOPLE ARE GETTING T
1.77%:  IS THE REASON PEOPLE NEVER WANT ME
1.77%:  IS WHY I NEVER ASK YOU TO TE
1.77%:  IS WHY PEOPLE SAY I SURE
1.77%:  IS EXACTLY WHY YOU NEVER GET MAR
1.77%:  IS EXACTLY WHY I KEEP TRYING TO TRA
1.77%:  IS WHY PEOPLE SAY PRAYER IS NOT ME
1.77%:  IS WHY I KEEP SAYING YOU CAN NEVER TAKE ME
1.77%:  IS THE REASON I SAY I
1.77%:  IS THE ONE TIME I CAN
1.77%:  IS EXACTLY WHY I NEVER NAME A
1.77%:  IS WHY PEOPLE SAY I NEVER SPEAK EXACT
1.77%:  IS EXACTLY WHY I KEEP SAYING NOT TO MIS
1.77%:  IS WHY PEOPLE USE VER
2.88%:  IS WHY PEOPLE USE VERSION
1.77%:  IS PART
1.77%:  IS WHY YOU NEVER GO
1.77%:  IS EXACTLY WHY YOU ARE GETTING ON
1.77%:  IS EXACTLY WHY I REGRET GIVING YOU SO
2.64%:  IS EXACTLY WHY I REGRET GIVING YOU SOME
1.77%:  IS EXACTLY WHY I KEEP MAKING P
1.77%:  IS THE EXACT REASON PEOPLE SAY I S
1.77%:  IS EXACTLY WHY I KEEP PUTTING G
1.77%:  IS EXACTLY THE REASON I NEVER GOT ANY SU
1.77%:  IS EXACTLY WHAT MY INSPI
1.77%:  IS EXACTLY WHY I AM NOT PRESENT IN YOUR ST
1.77%:  IS EXACTLY THE REASON I NEVER WANT TO USE MY
1.77%:  IS EXACTLY HOW I SPEAK EVERY TIME I SPEAK IN YOUR
1.77%:  IS WHY SOME PEOPLE CR
1.77%:  IS EXACTLY THE REASON I NEVER SAY IT IS
1.77%:  IS THE REASON PEOPLE ARE R
1.77%:  IS WHY I NEVER SAY S
1.77%:  IS EXACTLY WHAT I SAY EVERY MORNING TO SUR
1.77%:  IS EXACTLY THE REASON I KEEP TRYING TO ANSWER PE
1.77%:  IS EXACTLY WHY I NEVER SPEAK TO ANYONE IN RE
1.77%:  IS EXACTLY HOW EVERY TIME I SPE
1.77%:  IS WHY I GET SO ANGRY AT PEOPLE T
1.77%:  IS WHAT PEOPLE ARE SAYING EVERY TIME I PRO
1.77%:  IS WHY I NEVER PUT ANYONE ELSE IN MY
1.77%:  IS EXACTLY THE REASON I REGRET SAYING SO
1.77%:  IS EXACTLY HOW EVERY STORY STARTS IN GEN
1.77%:  IS WHAT I SAY EVERY MORNING AL
1.76%:  IS WHY I NEVER ASK YOU TO R
1.76%:  IS WHY YOU NEVER G
1.76%:  IS EXACTLY WHY I SENT YOU ON
1.76%:  IS EXACTLY WHY I GOT RIP
1.76%:  IS THE REASON I NEVER WENT TO UN
1.76%:  IS EXACTLY WHY I USE PRESENT TENSE NE
1.76%:  IS EXACTLY WHY I NEVER TAKE ON
1.76%:  IS THE REASON I NEVER SPEAK UN
1.76%:  IS EXACTLY THE REASON I GIVE YOU RE
1.76%:  IS EXACTLY THE REASON I NEVER SUGGEST M
1.76%:  IS EXACTLY WHY I NEVER PUT MY OPINION INST
1.76%:  IS EXACTLY WHY I KEEP TRYING NOT TO EN
10.38%:  IS EXACTLY WHY I KEEP TRYING NOT TO ENGAGE IN
1.76%:  IS EXACTLY WHY I REGRET MAKING IT
8.02%:  IS EXACTLY WHY I REGRET MAKING IT SO EASY TO SPE
2.54%:  IS EXACTLY WHY I REGRET MAKING IT SO YOU
2.00%:  IS EXACTLY WHY I REGRET MAKING IT SO EASY TO S
1.76%:  IS EXACTLY THE REASON I NEVER PORT
1.76%:  IS EXACTLY WHY I NEVER MENTION YOUR STRESS
1.76%:  IS WHY SOME PEOPLE GET RE
1.76%:  IS EXACTLY THE REASON I WROTE IT IN K
1.76%:  IS THE REASON I NEVER WRITE COM
1.76%:  IS THE REASON PEOPLE KEEP SAYING AN
1.76%:  IS WHY YOU NEVER LISTEN TO MY SCRIPTS
1.76%:  IS EXACTLY THE REASON I KEEP SAYING U
1.76%:  IS EXACTLY WHAT I SEE EVERY TIME I OPEN T
1.76%:  IS WHY PEOPLE KEEP ASKING ME TO INT
1.76%:  IS EXACTLY THE REASON I NEVER START MY
1.76%:  IS EXACTLY WHY I KEEP TRYING TO GET US
1.76%:  IS EXACTLY THE REASON I KEEP TRYING TO WARN E
1.76%:  IS EXACTLY THE REASON MY STORIES GET
1.76%:  IS WHY I NEVER SAY YOUR NAME IN CON
2.33%:  IS WHY I NEVER SAY YOUR NAME IN CONTEXT
1.76%:  IS EXACTLY WHAT I SAY EVERY MORNING IN EN
1.76%:  IS EXACTLY THE REASON I REGRET GIVING MANN
1.76%:  IS THE REASON I KEEP SAYING PEOPLE WANT
1.76%:  IS THE REASON I KEEP SAYING I WANT TO C
1.76%:  IS THE REASON I NEVER TALK TO UTA
1.76%:  IS EXACTLY WHY I TAKE A
1.76%:  IS EXACTLY THE REASON I WAS TRYING TO SPRE
1.76%:  IS EXACTLY THE REASON I GIVE SO MANY S
1.76%:  IS WHY PEOPLE KEEP SAYING I MAKE E
1.76%:  IS WHY YOU NEVER INT
1.76%:  IS WHY I COME OUT
1.76%:  IS WHY I KEEP SAYING T
1.76%:  IS EXACTLY HOW EVERY PERSON IN E
1.76%:  IS EXACTLY THE REASON I KEEP TRYING TO AP
1.76%:  IS EXACTLY WHAT I KEEP SAYING EVERY MORNING UPON
1.76%:  IS EXACTLY WHAT I SAY EVERY MORNING OUT IN
1.76%:  IS EXACTLY WHAT YOU ARE G
1.76%:  IS EXACTLY THE REASON YOUR GEN
1.76%:  IS WHY I NEVER TRUST A
1.76%:  IS WHY I KEEP SAYING NO ONE S
1.76%:  IS WHY PEOPLE ARE SAYING PRAYER IS UNE
1.76%:  IS THE REASON I COVER
1.76%:  IS WHY PEOPLE MAKE A
1.76%:  IS THE EXACT REASON PEOPLE P
1.76%:  IS EXACTLY HOW I PREPARE MY VER
1.76%:  IS EXACTLY HOW ONE
1.76%:  IS EXACTLY WHO YOU
1.76%:  IS WHY PEOPLE SAY PRAYER IS NOT ACT
1.76%:  IS EXACTLY WHY I TRY NOT TO ENGAGE IN S
1.76%:  IS EXACTLY WHY YOU ARE AN
1.76%:  IS WHY I KEEP TRYING TO SET UP
1.76%:  IS EXACTLY WHY I NEVER NAME YOUR
1.76%:  IS WHY I SO
1.76%:  IS EXACTLY WHY I NEVER TAKE YOU TO SE
1.76%:  IS THE REASON PEOPLE KEEP SAYING I SNU
4.28%:  IS THE REASON PEOPLE KEEP SAYING I SNUCK IN
1.76%:  IS EXACTLY THE REASON I NEVER GET ANY SUP
2.94%:  IS EXACTLY THE REASON I NEVER GET ANY SUPPORT IN
1.94%:  IS EXACTLY THE REASON I NEVER GET ANY SUPER
1.76%:  IS EXACTLY THE REASON I KEEP KEEPING SAYING NOT
1.76%:  IS THE EXACT REASON I NEVER LEAR
1.76%:  IS EXACTLY WHY I KEEP GETTING T
1.76%:  IS EXACTLY THE REASON I KEEP MY POWERS IN
1.76%:  IS WHY I NEVER TALK TO ANYONE EXCEPT PER
1.76%:  IS EXACTLY WHAT I KEEP SAYING EVERY MORNING OK
1.76%:  IS EXACTLY THE REASON I NEVER WRITE IN MY AUT
1.76%:  IS EXACTLY THE REASON I WAS NEVER PRESENT UP
1.76%:  IS EXACTLY WHY I NEVER USE ANYONE AS
1.76%:  IS WHAT PEOPLE USE TO SAY IN MY GEN
1.76%:  IS EXACTLY WHAT I SAY EVERY TIME I GUESS ONE
1.76%:  IS EXACTLY WHY I NEVER MAKE G
1.76%:  IS EXACTLY THE REASON YOU WERE GIVEN A M
1.76%:  IS WHY I KEEP TRYING TO MAKE YOU AN AG
2.32%:  IS WHY I KEEP TRYING TO MAKE YOU AN AGENT
1.76%:  IS EXACTLY THE REASON I MAKE YOU ST
1.76%:  IS EXACTLY THE SAME WAY I SPOKE IN GEN
1.76%:  IS WHAT PEOPLE SAYING YOU
1.76%:  IS EXACTLY THE REASON YOUR ST
1.76%:  IS EXACTLY THE REASON I KEEP SAYING REVER
1.76%:  IS EXACTLY THE WRONG TIME TO USE AN
1.76%:  IS EXACTLY WHY I NEVER SPEAK TO N
1.76%:  IS EXACTLY WHY I SPEAK IN SIMP
1.76%:  IS EXACTLY THE REASON WE SET UP A
1.76%:  IS EXACTLY HOW I SAY IT EVERY TIME I GO
1.76%:  IS EXACTLY THE REASON I KEEP WRITING IN MY NOTE
1.76%:  IS WHY PEOPLE TAKE S
1.76%:  IS EXACTLY WHY I NEVER GET TO GO
1.76%:  IS EXACTLY WHAT I SAY YOU
1.76%:  IS WHAT MAKES PEOPLE A
1.76%:  IS EXACTLY THE REASON WE KEPT G
1.76%:  IS THE EXACT REASON I KEEP SAYING NO
1.76%:  IS EXACTLY THE REASON I KEEP EVERY S
1.76%:  IS WHY I KEEP TRYING TO MAKE PEOPLE CREATE A
1.76%:  IS EXACTLY WHAT I SAY EVERY TIME I POST ON G
1.76%:  IS EXACTLY WHY I GET SO ANGRY AT SO
1.75%:  IS EXACTLY THE REASON I STRA
1.75%:  IS EXACTLY THE REASON I KEPT SAYING G
1.75%:  IS THE REASON I NEVER INTENT
1.75%:  IS WHY I KEEP TRYING TO MAKE YOU P
1.75%:  IS EXACTLY WHY I SPENT YEARS MAKING IT UP
1.75%:  IS THE REASON I WAS NEVER INTO S
1.75%:  IS WHY PEOPLE STOP USING ME
1.75%:  IS EXACTLY WHY I NEVER SPEAK MY OPINION IN T
1.75%:  IS EXACTLY WHAT I SAY EVERY MORNING GREEN
1.75%:  IS WHY PEOPLE KEEP TRYING TO STE
1.75%:  IS THE REASON YOU NEVER GET ANY P
1.75%:  IS EXACTLY THE REASON I WRITE STORIES IN UN
1.75%:  IS EXACTLY WHAT UP
6.38%:  IS EXACTLY WHAT UPSET ME IN
4.52%:  IS EXACTLY WHAT UPSET ME SO
1.75%:  IS EXACTLY WHY I NEVER SENT YOU TO SEM
1.75%:  IS EXACTLY WHY I NEVER SPEAK ANYMORE TO PE
1.75%:  IS THE REASON I KEEP SAYING MY VER
1.75%:  IS EXACTLY WHY I NEVER TAKE ANYONE TO S
1.75%:  IS EXACTLY WHY I KEEP MOST PE
1.75%:  IS WHY PEOPLE KEEP ASKING ME TO CREATE GIR
1.75%:  IS EXACTLY THE OPINION I WAS NE
2.61%:  IS EXACTLY THE OPINION I WAS NEVER RE
1.75%:  IS WHY I NEVER LET YOU SPEAK AT COM
1.75%:  IS THE REASON WE CAN NEVER GET ANY
1.75%:  IS WHY PEOPLE KEEP GETTING MIS
1.75%:  IS THE REASON YOU NEVER GET RES
3.61%:  IS THE REASON YOU NEVER GET RESPECT IN
1.75%:  IS WHY I TRY NOT TO IN
1.75%:  IS WHAT CO
1.75%:  IS EXACTLY THE REASON I AM NOT SURE I EV
1.75%:  IS THE REASON I ALWAYS KEEP YOUR
1.75%:  IS WHY PEOPLE KEEP ASKING ME TO SE
1.75%:  IS THE REASON I ONLY S
1.75%:  IS EXACTLY WHY I SAY NOT TO SPE
2.97%:  IS EXACTLY WHY I SAY NOT TO SPEAK IN
2.11%:  IS EXACTLY WHY I SAY NOT TO SPEAK IN SU
1.75%:  IS EXACTLY WHAT U
1.75%:  IS WHY PEOPLE KEEP ASKING ME TO INVENT A SU
1.75%:  IS EXACTLY WHAT I SAY EVERY TIME PRO
1.75%:  IS EXACTLY WHAT I MEANT IN GENESIS VER
16.63%:  IS EXACTLY WHAT I MEANT IN GENESIS VERSE ONE
1.75%:  IS EXACTLY THE REASON I NEVER USE MY POWERS AT
1.75%:  IS EXACTLY WHY I NEVER TAKE ANYTIME
1.75%:  IS EXACTLY WHY I NEVER GO TO S
1.75%:  IS EXACTLY THE REASON I NEVER INSERT A
1.75%:  IS EXACTLY THE REASON I KEEP MAKING YOU P
1.75%:  IS WHY PEOPLE SAY PRAYER IS NOT E
1.75%:  IS WHY PEOPLE KEEP TRYING TO EXT
1.75%:  IS EXACTLY THE REASON I WAS TEMP
1.75%:  IS THE REASON I NEVER ANSWER EMAILS IN
1.75%:  IS THE REASON I KEEP TRYING TO ERASE MY
1.75%:  IS WHY I KEEP TRYING TO MAKE YOU G
1.75%:  IS WHAT YOUR SAYINGS
2.35%:  IS WHAT YOUR SAYINGS ARE
5.47%:  IS WHAT YOUR SAYINGS ARE LIKE NO
1.75%:  IS WHY I NEVER LISTEN TO YOUR TRE
1.75%:  IS EXACTLY WHY YOU NEVER ASK ME OP
1.75%:  IS EXACTLY THE REASON I NEVER TRUST MY N
1.75%:  IS WHY PEOPLE KEEP TRYING TO INVENT AN
1.75%:  IS THE EXACT REASON PEOPLE SAY G
1.75%:  IS EXACTLY THE REASON I SAY SU
1.75%:  IS THE REASON PEOPLE USE ME AS AN
1.75%:  IS EXACTLY WHY I AM T
1.75%:  IS EXACTLY WHY NO ONE USES ME ANY
1.75%:  IS EXACTLY THE STORY I WROTE IN
1.75%:  IS EXACTLY THE REASON I TAKE YOUR S
1.75%:  IS WHAT I SAY IN MY OPINION IN
1.75%:  IS EXACTLY THE REASON I KEEP U
1.75%:  IS THE REASON I CONT
1.75%:  IS EXACTLY THE REASON I KEEP PUTTING MO
1.75%:  IS EXACTLY WHY I NEVER GOT INTO TE
1.75%:  IS NOT WHAT YOU
1.75%:  IS WHY I NEVER LET YOU OP
2.47%:  IS WHY I NEVER LET YOU OPEN MY
1.75%:  IS WHY YOU NEVER TAKE ANYONE
1.75%:  IS WHAT I SAY EVERY SINGLE TIME YOU GO
1.75%:  IS EXACTLY THE REASON IT IS SO
2.41%:  IS EXACTLY THE REASON IT IS SO IMP
1.75%:  IS EXACTLY WHY I NEVER MAKE IT SO
1.87%:  IS EXACTLY WHY I NEVER MAKE IT SO YOU
1.75%:  IS EXACTLY THE REASON I MAKE YOU T
1.75%:  IS EXACTLY THE REASON YOU WERE NEVER A P
1.75%:  IS WHY PEOPLE SAY I SPOKE IN AN
1.75%:  IS EXACTLY THE REASON I KEEP TRYING TO SNEAK MY
1.75%:  IS EXACTLY THE REASON I GIVE MY O
1.75%:  IS WHY I KEEP TRYING TO GET INTO
1.75%:  IS EXACTLY WHY I KEEP TRYING TO INVENT PRO
1.75%:  IS WHAT YOU ARE R
1.75%:  IS EXACTLY THE REASON I KEEP TRYING TO ANSWER MY
1.75%:  IS EXACTLY HOW MY ST
1.75%:  IS EXACTLY WHAT I KEEP SAYING TO EVERY PERSON I E
1.75%:  IS WHY I LISTEN IN ON YOUR PRAYER
2.03%:  IS WHY I LISTEN IN ON YOUR PRAYER TIME
1.75%:  IS EXACTLY WHY I NEVER ENTER INTO ANY S
1.75%:  IS THE REASON I KEEP SAYING SOR
1.75%:  IS EXACTLY WHY NON
1.75%:  IS EXACTLY THE OPINION I WAS TY
1.75%:  IS WHY I NEVER LISTEN TO YOUR NEXT
1.75%:  IS THE EXACT REASON PEOPLE GET UP
2.72%:  IS THE EXACT REASON PEOPLE GET UPSET A
1.75%:  IS THE EXACT REASON YOU WANT
1.75%:  IS THE REASON I CAN NEVER MAKE IT IN
2.11%:  IS THE REASON I CAN NEVER MAKE IT IN YOUR
1.75%:  IS WHY PEOPLE NEVER USE MY SENT
1.75%:  IS THE REASON I NEVER USE ANYONE
1.74%:  IS EXACTLY WHY I NEVER ASK YOU TO START SPE
1.74%:  IS THE WAY I T
1.74%:  IS EXACTLY THE REASON YOU NEVER GET TIME
1.74%:  IS EXACTLY WHAT IS SO G
1.74%:  IS WHY I KEEP SAYING NOT TO INVENT TIME
1.74%:  IS A REASON WHY PEOPLE SAY I S
1.74%:  IS EXACTLY WHAT I SAY EVERY TIME I OPT
1.74%:  IS EXACTLY WHY I KEEP TRYING TO PROVE PE
1.74%:  IS EXACTLY THE REASON I KEEP SAYING WOR
1.74%:  IS WHY I NEVER LISTEN TO YOUR REC
1.74%:  IS WHAT I SAY EVERY SINGLE MORNING UPON AR
1.74%:  IS EXACTLY THE REASON I WROTE GENESIS IN M
1.74%:  IS WHY I NEVER TRUST ANYONE ELSE TO N
1.74%:  IS EXACTLY WHAT I SAY EVERY MORNING TOT
1.74%:  IS EXACTLY WHY YOU NEVER GET INTO AN
1.74%:  IS WHY I KEEP SAYING PEOPLE ON
1.74%:  IS EXACTLY WHAT I SEE EVERY TIME YOU SPEAK IN S
1.74%:  IS EXACTLY WHY I KEEP TRYING TO REMOVE EG
1.74%:  IS WHY I PRET
1.74%:  IS WHY I KEEP SAYING PEOPLE ARE GETTING IT
1.74%:  IS EXACTLY WHY I KEEP USING PRESENT IMP
1.74%:  IS WHAT I SAY EVERY TIME I GO
1.74%:  IS WHY PEOPLE KEEP SAYING NOT EV
1.74%:  IS EXACTLY THE REASON WE NEVER SAY YOUR
1.74%:  IS WHY PEOPLE ARE AGAINST T
1.74%:  IS THE REASON YOUR VER
1.74%:  IS WHY I NEVER LISTEN TO YOUR REG
1.74%:  IS EXACTLY WHAT I SAY EVERY TIME I GET SUPER S
1.74%:  IS WHY SOME PEOPLE ARE AGAINST TYP
6.30%:  IS WHY SOME PEOPLE ARE AGAINST TYPING IN
1.74%:  IS WHY I NEVER TRUST IN
1.74%:  IS EXACTLY HOW I SPENT EVERY SE
1.74%:  IS EXACTLY THE REASON I INSPI
1.74%:  IS EXACTLY THE REASON I NEVER WENT TO E
1.74%:  IS THE EXACT REASON I NEVER LET YOU TYPE IN
1.74%:  IS WHY I CAN NEVER TRUST PEOPLE IN
1.74%:  IS THE REASON I NEVER LET ANYONE WRITE S
1.74%:  IS EXACTLY WHAT I SEE EVERY TIME YOU SING A
2.04%:  IS EXACTLY WHAT I SEE EVERY TIME YOU SING A SONG IN
1.74%:  IS EXACTLY THE REASON I KEEP SAYING PR
1.74%:  IS EXACTLY THE REASON I STAY SO
1.74%:  IS WHY PEOPLE ARE SAYING PRAYER IS NOT USE
1.74%:  IS EXACTLY THE REASON I GIVE YOU PE
1.74%:  IS THE REASON I KEEP SAYING YOU CAN NEVER GET
1.74%:  IS EXACTLY THE SAME REASON I NEVER WENT TO UN
1.74%:  IS EXACTLY THE REASON I SPEAK S
1.74%:  IS THE REASON I NEVER LET ANYONE GET C
1.74%:  IS EXACTLY THE REASON I NEVER SPEAK IT IN EN
1.74%:  IS EXACTLY THE POINT I WAS MAKING IN GREE
1.74%:  IS EXACTLY THE REASON I GET UP EVERY MORNING S
1.74%:  IS THE REASON PEOPLE SAY EV
1.74%:  IS WHY SOME PEOPLE ARE AGAINST EVEN RE
1.74%:  IS THE EXACT VERSION I USE IN MY O
1.88%:  IS THE EXACT VERSION I USE IN MY OWN PR
1.93%:  IS THE EXACT VERSION I USE IN MY OWN PRAYER
1.74%:  IS EXACTLY THE REASON I GUESS I NEVER T
1.74%:  IS WHY I NEVER LET ANYONE USE MY CREAT
1.74%:  IS EXACTLY WHY I NEVER PROMISE ANYONE STARS IN
1.74%:  IS EXACTLY WHY I NEVER TAKE YOU ON AN
1.74%:  IS EXACTLY WHY I NEVER TAKE SU
1.74%:  IS WHY PEOPLE ARE SO M
1.74%:  IS WHY PEOPLE KEEP TRYING TO TRAN
1.74%:  IS EXACTLY WHY I NEVER USE PAST TENSE RE
1.74%:  IS EXACTLY WHY I NEVER USE G
1.74%:  IS EXACTLY WHY I SK
1.97%:  IS EXACTLY WHY I SKIP YOUR
1.74%:  IS THE REASON PEOPLE ARE SAYING I S
1.74%:  IS WHY I KEEP SAYING PEOPLE CAN GET
1.74%:  IS EXACTLY THE REASON I NEVER TYPE IN YOUR
1.74%:  IS WHAT I C
1.74%:  IS EXACTLY THE REASON I NEVER MAKE PE
1.74%:  IS WHY PEOPLE ARE SAYING I SU
3.85%:  IS WHY PEOPLE ARE SAYING I SUCK AT
1.79%:  IS WHY PEOPLE ARE SAYING I SUCK AT MY
1.74%:  IS WHY PEOPLE SAY YOU RE
1.74%:  IS WHY PEOPLE SAY PRAYER IS NOT USE
1.74%:  IS WHY SOME PEOPLE TURN
1.74%:  IS WHAT MAKES YOU SO G
1.74%:  IS THE EXACT REASON PEOPLE SAY I NEVER IN
1.74%:  IS EXACTLY THE REASON I SET UP MY OWN PER
1.74%:  IS EXACTLY THE REASON I NEVER PUT A TIME
1.74%:  IS EXACTLY THE REASON I GOT MAR
1.74%:  IS EXACTLY WHY I NEVER SPEAK ON PURPOSE
1.74%:  IS THE REASON I LIKE TO WR
3.60%:  IS THE REASON I LIKE TO WRITE IN
3.31%:  IS THE REASON I LIKE TO WRITE MY
2.13%:  IS THE REASON I LIKE TO WRITE ST
1.74%:  IS EXACTLY THE REASON WE KEEP SAYING S
1.74%:  IS EXACTLY THE REASON I MAY
1.74%:  IS EXACTLY WHAT PRESENT
1.74%:  IS WHY PEOPLE KEEP ASKING ME TO SAY A
1.74%:  IS EXACTLY WHY I NEVER SPEAK TO YOU IN SMS
1.74%:  IS THE EXACT REASON I NEVER LI
1.74%:  IS EXACTLY THE REASON I PUT GENESIS INTO MY
1.74%:  IS WHY I CAN NEVER LISTEN TO R
1.74%:  IS THE VERY REASON WE CAN
1.74%:  IS WHY PEOPLE SAY YOU CAN NEVER TE
1.74%:  IS EXACTLY WHAT I KEEP SAYING IN E
5.58%:  IS EXACTLY WHAT I KEEP SAYING IN EVERY S
7.52%:  IS EXACTLY WHAT I KEEP SAYING IN EVERY SENT
3.93%:  IS EXACTLY WHAT I KEEP SAYING IN EVERY R
2.54%:  IS EXACTLY WHAT I KEEP SAYING IN EVERY ONE
2.40%:  IS EXACTLY WHAT I KEEP SAYING IN EVERY GEN
1.82%:  IS EXACTLY WHAT I KEEP SAYING IN EVERY SONG
1.73%:  IS EXACTLY THE REASON I WRITE STORIES IN AN E
1.73%:  IS WHY PEOPLE SAY I EXIST TO
1.73%:  IS EXACTLY WHY I KEEP SAYING NOT TO SUG
6.49%:  IS EXACTLY WHY I KEEP SAYING NOT TO SUGGEST IMP
3.13%:  IS EXACTLY WHY I KEEP SAYING NOT TO SUGGEST I
1.73%:  IS WHY I NEVER LISTEN TO YOUR TAINT
1.73%:  IS EXACTLY WHAT MY ORIGIN STORY USE
1.73%:  IS EXACTLY THE REASON I NEVER WRITE EP
1.73%:  IS EXACTLY WHAT I SAY EVERY TIME I POST ON U
1.73%:  IS WHAT PEOPLE GET UP
2.59%:  IS WHAT PEOPLE GET UPSET
1.73%:  IS WHY I NEVER LISTEN TO YOUR ENTIRE SPE
1.73%:  IS WHY I NEVER PRET
1.73%:  IS EXACTLY WHY I NEVER TAKE OUR
1.73%:  IS EXACTLY WHY I NEVER TEST MY
1.73%:  IS WHY PEOPLE KEEP SAYING I SUCK AT TEXT
1.73%:  IS EXACTLY WHY I SPENT M
1.73%:  IS EXACTLY WHY I GET UP EVERY MORNING TO S
1.73%:  IS WHY PEOPLE ARE SAYING PRAYER GETS ON
1.73%:  IS WHY I NEVER TALK TO ANYONE EXCEPT MY G
2.01%:  IS WHY I NEVER TALK TO ANYONE EXCEPT MY GIR
1.73%:  IS EXACTLY WHY I NEVER KEPT YOU
1.73%:  IS WHY PEOPLE GET SO UPSET AT MY
1.73%:  IS WHY PEOPLE ARE SAYING PRAYER IS E
1.73%:  IS WHY I NEVER LET YOU IN MY G
1.73%:  IS EXACTLY WHY I NEVER GOT ANY RES
1.73%:  IS EXACTLY WHY I NEVER SPEAK UP IN S
1.73%:  IS EXACTLY WHY I NEVER PART
1.73%:  IS EXACTLY THE REASON I NEVER WRITTEN IN MY
1.73%:  IS EXACTLY THE REASON I NEVER SUGGEST TAKING MY
1.73%:  IS EXACTLY WHAT I SAY EVERY TIME I USE GO
1.73%:  IS EXACTLY HOW I INSPI
1.73%:  IS EXACTLY THE REASON I KEEP SAYING TIME
1.73%:  IS EXACTLY THE REASON I KEPT SO
1.73%:  IS WHAT PEOPLE ARE SAYING IS
1.73%:  IS THE WORST EXAMPLE PO
1.73%:  IS WHY PEOPLE KEEP SAYING I CAN GET
1.73%:  IS EXACTLY WHY I NEVER ASSUME ANYONE IN
1.73%:  IS EXACTLY WHAT YOUR SO
1.73%:  IS WHY I KEEP SAYING NOT TO ATTR
1.73%:  IS EXACTLY WHY NO ONE EVER TRUSTS ME A
1.73%:  IS THE EXACT REASON I NEVER LET YOU MA
1.73%:  IS WHAT PEOPLE ARE SAYING ONCE
1.73%:  IS THE REASON PEOPLE SAY SCI
1.73%:  IS EXACTLY THE REASON I KEPT SAYING YOUR NEW S
2.75%:  IS EXACTLY THE REASON I KEPT SAYING YOUR NEW SENT
1.73%:  IS WHY I KEEP SAYING IN
1.73%:  IS THE REASON I KEEP TRYING TO EXPLAIN S
1.73%:  IS EXACTLY THE SAME REASON I NEVER GO
1.73%:  IS WHY I SAY YOU NE
1.73%:  IS EXACTLY WHY I KEEP SAYING NOT TO USE ME IN S
1.73%:  IS WHY PEOPLE NEVER USE MY SCR
1.73%:  IS THE EXACT REASON I GET SO
1.73%:  IS EXACTLY WHY I NEVER SPEAK TO ANYONE INST
1.73%:  IS EXACTLY WHY I KEEP SAYING NOT TO TAKE E
1.73%:  IS THE REASON PEOPLE KEEP GETTING T
1.73%:  IS THE REASON PEOPLE GET P
1.73%:  IS EXACTLY WHY YOU ARE NOT A V
1.73%:  IS EXACTLY WHAT I SET UP IN
1.73%:  IS THE REAL REASON I CAN NE
4.13%:  IS THE REAL REASON I CAN NEVER GET
2.29%:  IS THE REAL REASON I CAN NEVER T
1.73%:  IS WHY SOME PEOPLE ARE AGAINST EVER S
1.73%:  IS EXACTLY WHY I KEEP SAYING I SUS
1.73%:  EXAMPLE PROVES THE PO
3.12%:  EXAMPLE PROVES THE POINT I
2.47%:  EXAMPLE PROVES THE POWER
1.97%:  EXAMPLE PROVES THE POINTS
1.73%:  IS WHAT MAKING
1.73%:  IS WHY I NEVER LISTEN TO YOUR TIME
