T-Rex (punchline): Oh man, a sunset! Boo hoo hoo!
100.00%: 
0.49%:  T
0.00%:  T-Rex, alone on a se
0.00%:  T-Rex helps out a chum
0.00%:  T-Rex meats a
0.00%:  T-Rex is home alone, ho
0.00%:  T-Rex in sp
0.00%:  T-Rex shouts ep
0.00%:  T-Rex is upt
0.00%:  T-Rex ups his cl
0.00%:  T-Rex sees c
0.00%:  T-Rex loses a c
0.00%:  the T-Rex comes upon (
0.00%:  the T-Rex has come upon a s
0.00%:  the T-Rex has pan
0.00%:  T-Rex sits home alone, n
0.00%:  the T-Rex plans, on
0.00%:  T-Rex pauses on the cl
0.00%:  T-Rex puts his ch
0.00%:  T-Rex has to compose one
0.00%:  T-Rex uses a lo
0.00%:  the T-Rex mess up!
0.00%:  the T-Rex (punchline): !
0.00%:  T-Rex comes upon a sal
0.00%:  the T-Rex no punches!
0.00%:  the T-Rex punchline, no
0.00%:  T-Rex on the sun,
0.00%:  T-Rex spoons in
0.00%:  (T-Rex, sun
0.00%:  the T-Rex punchline (no
0.00%:  (T-Rex is at home!):
0.00%:  the T-Rex closes up,
0.00%:  the T-Rex special, as
0.00%:  T-Rex is home, cl
0.00%:  the T-Rex oh nooo
0.00%:  the T-Rex house, snoo
0.00%:  T-Rex punches a hole 
0.00%:  T-Rex hops out a
0.00%:  T-Rex claims those
0.00%:  T-Rex has piano
0.00%:  the T-Rex monocle shop,
0.00%:  T-Rex meets ap
0.00%:  T-Rex has the musical
0.00%:  T-Rex in ch
0.00%:  T-Rex sat alone in
0.00%:  T-Rex notices some h
0.00%:  (T-Rex an
0.00%:  T-Rex pauses on the moon
0.00%:  T-Rex loses him
0.00%:  T-Rex uses a ch
0.00%:  T-Rex, on an escal
0.00%:  T-Rex punches a ne
0.00%:  T-Rex is on the comp
0.00%:  T-Rex posits an
0.00%:  T-Rex is so not cool!
0.00%:  T-Rex puts on a monocle, ho
0.00%:  T-Rex chooses to pe
0.00%:  (T-Rex is at home, ch
0.00%:  the T-Rex spies,
0.00%:  T-Rex is on a plane, no
0.00%:  the T-Rex heap
0.00%:  T-Rex uses a photon
0.00%:  T-Rex puts on his nach
0.00%:  T-Rex has no pun
0.00%:  T-Rex has no punches
0.00%:  the T-Rex console sm
0.00%:  T-Rex moons the sun on
0.00%:  T-Rex has to smile,
0.00%:  the T-Rex home, lou
0.00%:  T-Rex uses it
0.00%:  T-Rex holes up at home, his
0.00%:  T-Rex punches one so
0.00%:  T-Rex touches an un
0.00%:  T-Rex on the ice
0.00%:  the T-Rex chooses pun
0.00%:  - costume
0.00%:  T-Rex punches home,
0.00%:  T-Rex (punchline): oooooh,
0.00%:  T-Rex hates puns,
0.00%:  T-Rex uses co
0.00%:  T-Rex uses a pool
0.00%:  T-Rex punches out some ol
0.00%:  T-Rex has no plans come to
0.00%:  T-Rex phones in one
0.00%:  T-Rex is cens
0.00%:  T-Rex, a lesson on
0.00%:  T-Rex is (most
0.00%:  T-Rex sees on a
0.00%:  the T-Rex panels,
0.00%:  T-Rex has petul
0.00%:  T-Rex in cool sh
0.00%:  T-Rex lost his punch
0.00%:  T-Rex consoles, then
0.00%:  T-Rex has one last, un
0.00%:  the T-Rex house has no human
0.00%:  T-Rex is home, B
0.00%:  the ens
0.00%:  T-Rex opens on his
0.00%:  T-Rex is phones
0.00%:  the T-Rex plans some non
0.00%:  T-Rex on the phone !
0.00%:  T-Rex has too much on his phone
0.00%:  the T-Rex has use
0.00%:  T-Rex (punchline): Oh noo
0.00%:  T-Rex is on a speech
0.00%:  the T-Rex house, a plan
0.00%:  T-Rex, onto
0.00%:  T-Rex has peace out
0.00%:  the T-Rex shop on
0.00%:  T-Rex has a lim
0.00%:  T-Rex, no one can
0.00%:  T-Rex in a hole
0.00%:  (T-Rex has sm
0.00%:  ( as
0.00%:  T-Rex (punchline): then
0.00%:  (T-Rex is sh
0.00%:  T-Rex spots one!
0.00%:  T-Rex home, alone on his
0.00%:  T-Rex is on a plane, sun
0.00%:  T-Rex has put on a house
0.00%:  T-Rex claps on a sun
0.00%:  (T-Rex is moon
0.00%:  T-Rex puts on some one
0.00%:  T-Rex has an ins
0.00%:  T-Rex has until
0.00%:  T-Rex has until sun
0.00%:  T-Rex loses point
0.00%:  T-Rex has a comes
0.00%:  at l
0.00%:  T-Rex counts on his home
0.00%:  T-Rex has put on a muscle
0.00%:  T-Rex, on a complete
0.00%:  T-Rex has some the
0.00%:  T-Rex puts on his em
0.00%:  T-Rex cues up an
0.00%:  T-Rex home alone in a
0.00%:  (punchline - not seen
0.00%:  (T-Rex has insult
0.00%:  T-Rex has to scoop
0.00%:  T-Rex uses an ancient
0.00%:  T-Rex, not so much on
0.00%:  T-Rex is up on the B
0.00%:  T-Rex, on the plane!
0.00%:  T-Rex is out m
0.00%:  T-Rex is out munch
0.00%:  T-Rex spots a l
0.00%:  T-Rex spots a lone man
0.00%:  T-Rex helps out a m
0.00%:  T-Rex lies upon the sun
0.00%:  T-Rex on line
0.00%:  T-Rex has to punch one house
0.00%:  T-Rex has put a house
0.00%:  T-Rex helps them un
0.00%:  (T-Rex on his house
0.00%:  T-Rex notices some l
0.00%:  T-Rex too!
0.00%:  the T-Rex comes upon a sl
0.00%:  T-Rex on the moon, cl
0.00%:  the T-Rex smile,
0.00%:  (T-Rex chimes
0.00%:  T-Rex phones a house
0.00%:  the T-Rex come on!
0.00%:  a sunset, a T-Rex in
0.00%:  T-Rex has to punch home
0.00%:  T-Rex consumes planet
0.00%:  T-Rex, in a speech to
0.00%:  T-Rex punches at his
0.00%:  T-Rex has to come on
0.00%:  T-Rex has to ap
0.00%:  T-Rex in a complete
0.00%:  T-Rex home alone, such
0.00%:  T-Rex on the po
0.00%:  (T-Rex acts upon
0.00%:  T-Rex is much to
0.00%:  T-Rex impost
0.00%:  T-Rex puts on a hom
0.00%:  T-Rex his house,
0.00%:  T-Rex plants onions
0.00%:  the T-Rex plan h
0.00%:  T-Rex spins an
0.00%:  T-Rex pushes the no
0.00%:  T-Rex chooses to lean on
0.00%:  the T-Rex has el
0.00%:  T-Rex on a plane, no
0.00%:  T-Rex chooses a home
0.00%:  T-Rex has some punch in
0.00%:  T-Rex clips on some
0.00%:  T-Rex pushes the human
0.00%:  T-Rex us up to
0.00%:  T-Rex is so open
0.00%:  T-Rex on the phone, B
0.00%:  the T-Rex home lo
0.00%:  T-Rex consumes health
0.00%:  T-Rex upon a sunset,
0.00%:  T-Rex on op
0.00%:  T-Rex has to pu
0.00%:  at o
0.00%:  T-Rex has someone phot
0.00%:  -Team
0.00%:  the T-Rex couple (no,
0.00%:  T-Rex at home, punchline on
0.00%:  T-Rex put on his clo
0.00%:  (T-Rex notices an
0.00%:  T-Rex is no lon
0.00%:  the peas
0.00%:  T-Rex puts on some nic
0.00%:  T-Rex, in the place
0.00%:  T-Rex has unset
0.00%:  T-Rex has some ne
0.00%:  T-Rex sees a non
0.00%:  T-Rex puts some clean
0.00%:  T-Rex, huh!
0.00%:  T-Rex on the sea!
0.00%:  T-Rex chooses to imp
0.00%:  T-Rex on the phone, solo
0.00%:  the T-Rex as home
0.00%:  T-Rex hit someone
0.00%:  T-Rex has some to
0.00%:  T-Rex homes in on the con
0.00%:  the T-Rex has a much n
0.00%:  - lost
0.00%:  (T-Rex on the ocean
0.00%:  T-Rex uses a lemon
0.00%:  the T-Rex is alone, up
0.00%:  T-Rex is on a path
0.00%:  the T-Rex is home, sno
0.00%:  T-Rex at home, phone cl
0.00%:   TO
0.00%:  T-Rex opens his mouth un
0.00%:  T-Rex hops on a can
0.00%:  T-Rex is at home, pos
0.00%:  T-Rex punches a man, los
0.00%:  T-Rex acts on an un
0.00%:  the T-Rex has om
0.00%:  -tim
0.00%:  T-Rex punches a man, un
0.00%:  the T-Rex pun can
0.00%:  the T-Rex is alone consum
0.00%:  T-Rex alone, has
0.00%:  T-Rex (punchline): so hot
0.00%:  T-Rex, in peace
0.00%:  T-Rex is asleep, on
0.00%:  -im
0.00%:  T-Rex has put on some ch
0.00%:  the penis
0.00%:  T-Rex (no pun
0.00%:  T-Rex punches into a hole,
0.00%:  the T-Rex, in close
0.00%:  T-Rex can see this
0.00%:  T-Rex eats some pl
0.00%:  the T-Rex upon his house!
0.00%:  the T-Rex pal house is
0.00%:  T-Rex phones the main
0.00%:  T-Rex is at home, no plans
0.00%:  - pulse
0.00%:  the T-Rex, on his phone
0.00%:  T-Rex is on the cou
0.00%:  the T-Rex is alone, chop
0.00%:  - matches
0.00%:  the T-Rex is alone, sp
0.00%:  T-Rex has chosen un
0.00%:  T-Rex monocles the sun!
0.00%:  T-Rex is not up on
0.00%:  T-Rex sees a mountain
0.00%:  (T-Rex punches a man in
0.00%:  T-Rex opens a chain
0.00%:  (T-Rex at home, phone on his
0.00%:  T-Rex lost his home,
0.00%:  (t-Rex hopes
0.00%:  (T-Rex nost
0.00%:  T-Rex is alone, so much
0.00%:  T-Rex punches the sun an
0.00%:  the T-Rex leaps,
0.00%:  T-Rex comes upon a BO
0.00%:  the T-Rex has an uncle
0.00%:  the T-Rex house, sil
0.00%:  (T-Rex has a point
0.00%:  T-Rex spots a lone,
0.00%:  T-Rex has nice plans to
0.00%:  T-Rex to sleep
0.00%:  T-Rex punches the 
0.00%:  (T-Rex has no al
0.00%:  T-Rex helps the man
0.00%:  T-Rex stops a man he
0.00%:  T-Rex is alone on the moon, sh
0.00%:  the T-Rex house, a pan
0.00%:  T-Rex chooses an impl
0.00%:  T-Rex, not so much in
0.00%:  T-Rex in a sp
0.00%:  T-Rex lines up shot
0.00%:  T-Rex has so much poo in
0.00%:  T-Rex tips on
0.00%:  T-Rex spent no
0.00%:  T-Rex is on such an
0.00%:  T-Rex in too much sun
0.00%:  T-Rex on one coast
0.00%:  T-Rex has poet
0.00%:  T-Rex in costume as
0.00%:  (t-Rex asleep
0.00%:  T-Rex on a pat
0.00%:  T-Rex punches a tool
0.00%:  T-Rex chooses, not
0.00%:  T-Rex is an uncool
0.00%:  the T-Rex home loop!
0.00%:  T-Rex is on some plane
0.00%:  T-Rex consumes ut
0.00%:  T-Rex puts on a non
0.00%:  T-Rex hates punch
0.00%:  the T-Rex couple mo
0.00%:  T-Rex is home alone, ha
0.00%:  T-Rex (punchline): oh he
0.00%:  -Bus
0.00%:  T-Rex is on the phone, sum
0.00%:  T-Rex has shot up in
0.00%:  T-Rex sees, much
0.00%:  T-Rex is on speech
0.00%:  T-Rex meets an unc
0.00%:  T-Rex plans on sne
0.00%:  T-Rex has a pon
0.00%:  T-Rex plans one he
0.00%:  the T-Rex couple is su
0.00%:  - spl
0.00%:  T-Rex plans to scheme
0.00%:  T-Rex, his ut
0.00%:  the T-Rex males!
0.00%:  T-Rex on a planet
0.00%:  T-Rex is on h
0.00%:  T-Rex clips the sun
0.00%:  the T-Rex is a po
0.00%:  T-Rex punches mush
0.00%:  T-Rex lets his phone
0.00%:  T-Rex set his
0.00%:  T-Rex has come online
0.00%:  T-Rex has te
0.00%:  T-Rex meets a soc
0.00%:  T-Rex has some lunch out on
0.00%:  T-Rex shines up
0.00%:  T-Rex chases him
0.00%:  T-Rex punches out on some
0.00%:  T-Rex acts on his (
0.00%:  T-Rex in the couples
0.00%:  the T-Rex house, in much
0.00%:  T-Rex, on close
0.00%:  T-Rex is seen B
0.00%:  the T-Rex consumes poo
0.00%:  T-Rex slips to
0.00%:  T-Rex alone, som
0.00%:  (T-Rex on one
0.00%:  T-Rex naps, alone
0.00%:  T-Rex has min
0.00%:  T-Rex stomps on a hole!
0.00%:  the T-Rex!cam
0.00%:  T-Rex shoots a man he once
0.00%:  (T-Rex consumes the
0.00%:  T-Rex is cool, he
0.00%:  - smooth
0.00%:  T-Rex loses a pen
0.00%:  T-Rex has lemons,
0.00%:  T-Rex has eaten so much onion
0.00%:  T-Rex has sent each
0.00%:  the T-Rex is no such
0.00%:  the T-Rex, his pal
0.00%:  T-Rex plans to m
0.00%:  T-Rex consumes a plant
0.00%:  T-Rex has too much pun
0.00%:  T-Rex is spun out
0.00%:  T-Rex eats!
0.00%:  T-Rex, the social
0.00%:  T-Rex acts on his m
0.00%:  the T-Rex chooses, in
0.00%:  the T-Rex loose cannon is
0.00%:  T-Rex plans on an
0.00%:  T-Rex comes in hot
0.00%:  T-Rex, in sol
0.00%:  T-Rex in a plane,
0.00%:  T-Rex up on a moon
0.00%:  T-Rex hates hum
0.00%:  T-Rex is on a hunt
0.00%:  T-Rex has pencil
0.00%:  T-Rex meets a cop,
0.00%:  T-Rex poles
0.00%:  T-Rex hits someone,
0.00%:  -else
0.00%:  T-Rex has one last hum
0.00%:  T-Rex punches O
0.00%:  T-Rex sits home alone, pun
0.00%:  T-Rex (punchline): ho hum,
0.00%:  the T-Rex house, is
0.00%:  T-Rex is alone, thus
0.00%:  a scent
0.00%:  T-Rex up close on the sun
0.00%:  (T-Rex has not cal
0.00%:  the T-Rex has come upon a h
0.00%:  the T-Rex has no clue as
0.00%:  the T-Rex punches a su
0.00%:  (the sun has come up, T-Rex on
0.00%:  the T-Rex punches a moon in
0.00%:  T-Rex steps on an ac
0.00%:  T-Rex (punchline): oh nooo,
0.00%:  T-Rex punches a hole to a
0.00%:  T-Rex (in the sun
0.00%:  T-Rex has a chum
0.00%:  T-Rex the human
0.00%:  the T-Rex (punchline): so,
0.00%:  -spot
0.00%:  (punchline, haha
0.00%:  T-Rex hates,
0.00%:  T-Rex has one punchline to
0.00%:  T-Rex helps out in a house
0.00%:  T-Rex plans a hot
0.00%:  T-Rex is much too un
0.00%:  T-Rex is so unco
0.00%:  T-Rex posts an e
0.00%:  T-Rex homes in on actual sun
0.00%:  T-Rex helps out some h
0.00%:  the T-Rex homes in upon
0.00%:  the T-Rex has, as he
0.00%:  T-Rex on the moon, as he
0.00%:  a span
0.00%:  T-Rex has some ouch
0.00%:  the T-Rex cousins open
0.00%:  the T-Rex, in a sun
0.00%:  T-Rex has some che
0.00%:  T-Rex uses em
0.00%:  the T-Rex punchline sun
0.00%:  the T-Rex comes upon h
0.00%:  - met
0.00%:  the T-Rex house has punch
0.00%:  T-Rex comes upon so
0.00%:  T-Rex has so much tunnel
0.00%:  T-Rex is out B
0.00%:  T-Rex plans to choose one
0.00%:  T-Rex punches out a mole
0.00%:  T-Rex counts on no one
0.00%:  the T-Rex house, mas
0.00%:  T-Rex on the moon as
0.00%:  T-Rex notices 
0.00%:  the T-Rex canon opens
0.00%:  (T-Rex has to come
0.00%:  (T-Rex has to come up
0.00%:  T-Rex is not che
0.00%:  a none
0.00%:  T-Rex plans to ch
0.00%:  the T-Rex nose is
0.00%:  T-Rex is on a c
0.00%:  T-Rex has put on his clean
0.00%:  the T-Rex smooch up
0.00%:  T-Rex has put on his cl
0.00%:  T-Rex loses a minute
0.00%:  T-Rex punches a hole at
0.00%:  T-Rex helps out human
0.00%:  T-Rex has one plan he
0.00%:  at un
0.00%:  T-Rex has health
0.00%:  T-Rex points one
0.00%:  T-Rex spies the moon
0.00%:  the T-Rex has no pl
0.00%:  the T-Rex sails a
0.00%:  the T-Rex is soon alone,
0.00%:  T-Rex notices a non
0.00%:  T-Rex chops a hole in a
0.00%:  T-Rex has to silence
0.00%:  T-Rex, out on a sun
0.00%:  the T-Rex punches his moon!
0.00%:  - pac
0.00%:  T-Rex must clean up a
0.00%:  the T-Rex punches a l
0.00%:  T-Rex has his mouth on
0.00%:  T-Rex has his 
0.00%:  the T-Rex home):
0.00%:  (punchline, as someone
0.00%:  T-Rex (solo
0.00%:  the T-Rex, plus his
0.00%:  T-Rex is alone, stomach
0.00%:  T-Rex has op
0.00%:  the T-Rex house, clos
0.00%:  the T-Rex uses comp
0.00%:  T-Rex punches a hon
0.00%:  the T-Rex plan has no
0.00%:  T-Rex, the lou
0.00%:  T-Rex uses an al
0.00%:  T-Rex can not sleep
0.00%:  T-Rex is the lone,
0.00%:  the T-Rex house, pool!
0.00%:  T-Rex homes in on a pl
0.00%:  T-Rex puts on no
0.00%:  T-Rex has on no
0.00%:  T-Rex on the phone, social
0.00%:  T-Rex punches lions
0.00%:  the T-Rex pun, once
0.00%:  T-Rex times up on
0.00%:  the T-Rex picn
0.00%:  T-Rex then has some
0.00%:  T-Rex has chosen one plan to
0.00%:  T-Rex, a lun
0.00%:  T-Rex comes in on plans
0.00%:  a chose
0.00%:  T-Rex has put us on
0.00%:  (T-Rex home alone, s
0.00%:  T-Rex can put
0.00%:  T-Rex (punchline): smo
0.00%:  T-Rex, hat
0.00%:  T-Rex naps in a sun
0.00%:  (T-Rex is phone
0.00%:  the T-Rex sun comes up,
0.00%:  - solo
0.00%:  T-Rex phones in some actual
0.00%:  T-Rex alone on an open
0.00%:  T-Rex is clam
0.00%:  (t-Rex, home
0.00%:  (t-Rex, home alone):
0.00%:  T-Rex is on the moon, l
0.00%:  T-Rex chooses the n
0.00%:  T-Rex chooses the noun
0.00%:  the T-Rex is a cl
0.00%:  the T-Rex has come up on a sun
0.00%:  T-Rex to police
0.00%:  T-Rex is home alone! O
0.00%:  T-Rex puts on cool sun
0.00%:  T-Rex shoots 
0.00%:  T-Rex pushes a to
0.00%:  the T-Rex, much less
0.00%:  T-Rex, much to his non
0.00%:  T-Rex (punchline): oh oh
0.00%:  T-Rex stomps on a lunch
0.00%:  the T-Rex has no means
0.00%:  T-Rex, alone to
0.00%:  T-Rex on a plane home, his
0.00%:  the T-Rex has clim
0.00%:  the T-Rex loses in an
0.00%:  T-Rex at home! (
0.00%:  the T-Rex as cool
0.00%:  T-Rex chooses the moon
0.00%:  T-Rex on the phone, in an
0.00%:  T-Rex is at home, po
0.00%:  T-Rex has no plans, hence
0.00%:  T-Rex has not one sun
0.00%:  T-Rex on a plane, sun
0.00%:  T-Rex has come upon a sol
0.00%:  T-Rex has not chosen a
0.00%:  - ext
0.00%:  the T-Rex house is o
0.00%:  T-Rex lost his one
0.00%:  T-Rex mentions a
0.00%:  T-Rex, step
0.00%:  T-Rex has an impol
0.00%:  T-Rex has no one to pun
0.00%:  T-Rex sees a can
0.00%:  T-Rex, not someone
0.00%:  (T-Rex as a punch
0.00%:  the T-Rex house, plain
0.00%:  T-Rex at home, his house a
0.00%:  T-Rex comes upon an inn
0.00%:  the T-Rex has a pool
0.00%:  - lets
0.00%:  the T-Rex punchline moon
0.00%:  T-Rex chooses one path (
0.00%:  the T-Rex seals up
0.00%:  T-Rex is on a l
0.00%:  T-Rex is at home, shel
0.00%:  T-Rex is so am
0.00%:  T-Rex listens on a phone!
0.00%:  T-Rex puts un
0.00%:  T-Rex pushes on an
0.00%:  T-Rex has so alien
0.00%:  T-Rex nope no
0.00%:  T-Rex claps too soon
0.00%:  T-Rex loses one,
0.00%:  T-Rex is alone, B
0.00%:  the T-Rex, once a
0.00%:  T-Rex on p
0.00%:  (punchline, T-Rex uses a
0.00%:  T-Rex actual!
0.00%:  T-Rex has to l
0.00%:  T-Rex holes up in some
0.00%:  the T-Rex punches a human!
0.00%:  the T-Rex plan is no
0.00%:  T-Rex, upon close int
0.00%:  the T-Rex (some
0.00%:  T-Rex home, on phone
0.00%:  T-Rex on the line
0.00%:  T-Rex sees l
0.00%:  T-Rex helps one man
0.00%:  T-Rex slash
0.00%:  T-Rex on an uns
0.00%:  T-Rex punches the moon! Oh,
0.00%:  T-Rex helps out on a ch
0.00%:  T-Rex in the phone
0.00%:  the T-Rex (punchline): sno
0.00%:  T-Rex has seen too much upon
0.00%:  (T-Rex punchline, no
0.00%:  a open
0.00%:  T-Rex (punchline): shoot me
0.00%:  the T-Rex house (h
0.00%:  T-Rex has a mouse
0.00%:  the T-Rex house (m
0.00%:  the T-Rex house (much
0.00%:  T-Rex on a lone mount
0.00%:  T-Rex not alone!
0.00%:  a some
0.00%:  T-Rex eats lunch, sp
0.00%:  T-Rex has school on
0.00%:  T-Rex (em
0.00%:  T-Rex is spun on
0.00%:  T-Rex on his phone, on
0.00%:  T-Rex chooses to nap
0.00%:  T-Rex stops in an
0.00%:  T-Rex, none
0.00%:  T-Rex, none too
0.00%:  T-Rex shoots a mean
0.00%:  T-Rex has ate
0.00%:  T-Rex is places
0.00%:  T-Rex consumes up to
0.00%:  (T-Rex has some phone
0.00%:  T-Rex holes up on a mountain
0.00%:  T-Rex eats so much on
0.00%:  T-Rex is cut up!
0.00%:  (T-Rex is on a sun
0.00%:  T-Rex has meals
0.00%:  T-Rex puts an ice
0.00%:  (T-Rex pushes one
0.00%:  T-Rex holes up at home, on
0.00%:  the T-Rex oh nooooo
0.00%:  the T-Rex house, in school
0.00%:  T-Rex is so pe
0.00%:  T-Rex has his colon
0.00%:  T-Rex, the uns
0.00%:  T-Rex has an oil
0.00%:  T-Rex uses a chop
0.00%:  T-Rex eats lunch, has
0.00%:  T-Rex slips out a
0.00%:  T-Rex is home alone, non
0.00%:  T-Rex is almost a
0.00%:  T-Rex plans to use a
0.00%:  the T-Rex spine!
0.00%:  the T-Rex complain on
0.00%:  T-Rex is home on an
0.00%:  T-Rex (male
0.00%:  the T-Rex punches mon
0.00%:  T-Rex hops into a can
0.00%:  T-Rex sets up online
0.00%:  the T-Rex on a plane
0.00%:  T-Rex (punchline): oh man, too
0.00%:  the T-Rex has no cl
0.00%:  the T-Rex has no clues!
0.00%:  T-Rex, in sum
0.00%:  the T-Rex scale on
0.00%:  T-Rex sent an ap
0.00%:  (T-Rex has much to
0.00%:  T-Rex comes upon s
0.00%:  T-Rex uses a chain
0.00%:  T-Rex is alone home
0.00%:  T-Rex is alone home,
0.00%:  the T-Rex is home punch
0.00%:  the T-Rex houses complain!
0.00%:  T-Rex out on some
0.00%:  T-Rex is slop
0.00%:  T-Rex pushes a com
0.00%:  the T-Rex has no chosen
0.00%:  T-Rex consumes a B
0.00%:  the T-Rex panel on
0.00%:  T-Rex opens a che
0.00%:  the T-Rex pose on a
0.00%:  T-Rex chooses health
0.00%:  T-Rex notices he has,
0.00%:  T-Rex at a cool
0.00%:  T-Rex has some lunch in the
0.00%:  the T-Rex pal,
0.00%:  the T-Rex, come upon
0.00%:  T-Rex punches time!
0.00%:  (t-Rex punches a hole in a
0.00%:  T-Rex stomps on an o
0.00%:  T-Rex the l
0.00%:  (T-Rex ass
0.00%:  T-Rex hopes he is
0.00%:  T-Rex hopes he is not
0.00%:  T-Rex acts insane!
0.00%:  T-Rex comes upon an alien
0.00%:  the T-Rex loses a much
0.00%:  T-Rex in shame
0.00%:  T-Rex, alone on a pic
0.00%:  T-Rex counts on his home phone
0.00%:  the T-Rex house, mos
0.00%:  the T-Rex phone is un
0.00%:  T-Rex is home alone, cos
0.00%:  T-Rex comes up to a house,
0.00%:  T-Rex loses, in
0.00%:  a spite
0.00%:  T-Rex has to clean up B
0.00%:  T-Rex means his pun
0.00%:  T-Rex in a B
0.00%:  the T-Rex is so cool,
0.00%:  the T-Rex con,
0.00%:  T-Rex (punchline): sent
0.00%:  (T-Rex at home, phones
0.00%:  T-Rex (punchline): the sun,
0.00%:  (T-Rex in a photo
0.00%:  the T-Rex punches also
0.00%:  T-Rex chooses to (
0.00%:  (T-Rex is calm,
0.00%:  - sent
0.00%:  the T-Rex monocle sn
0.00%:  the T-Rex monocle snaps!
0.00%:  the T-Rex monocle snaps,
0.00%:  T-Rex is salt
0.00%:  T-Rex is an uns
0.00%:  -chem
0.00%:  T-Rex eats onions,
0.00%:  T-Rex (punchline): the sm
0.00%:  T-Rex is put on home
0.00%:  T-Rex has so un
0.00%:  T-Rex toes his
0.00%:  T-Rex on the Bo
0.00%:  T-Rex (punchline): Oh nooooo the
0.00%:  T-Rex (punchline): Oh nooooo the sun has
0.00%:  a sunset! a couple! T-R
0.00%:  T-Rex is um, not
0.00%:  T-Rex phones his uncle, a
0.00%:  T-Rex has an ec
0.00%:  T-Rex claps on some
0.00%:  T-Rex helps out a su
0.00%:  T-Rex (on the phone): Oh!
0.00%:  - points
0.00%:  T-Rex is soon pun
0.00%:  the T-Rex alumin
0.00%:  the T-Rex house on a cool, sun
0.00%:  T-Rex is a m
0.00%:  -mouse
0.00%:  T-Rex has sa
0.00%:  (T-Rex punches a hole to
0.00%:  (T-Rex is chosen
0.00%:  (T-Rex on the plane
0.00%:  T-Rex (on the phone): can
0.00%:  T-Rex naps alone on his
0.00%:  T-Rex on a le
0.00%:  T-Rex, his plans on
0.00%:  the T-Rex ocean,
0.00%:  T-Rex puts on sl
0.00%:  T-Rex chooses the l
0.00%:  T-Rex, at lunch
0.00%:  T-Rex in moon
0.00%:  T-Rex almost O
0.00%:  T-Rex sees mult
0.00%:  T-Rex, clothes in
0.00%:  T-Rex punchline (
0.00%:  T-Rex is one up on the
0.00%:  T-Rex cuts an onion,
0.00%:  the T-Rex (up
0.00%:  T-Rex is home, al
0.00%:  T-Rex comes on in
0.00%:  the T-Rex home up
0.00%:  the T-Rex spies a man
0.00%:  T-Rex as usual, ch
0.00%:  T-Rex alone, his house on
0.00%:  - homeless
0.00%:  T-Rex uses a ho
0.00%:  T-Rex, into
0.00%:  T-Rex on the phone, ham
0.00%:  T-Rex punches out an onion
0.00%:  the T-Rex moons up on
0.00%:  T-Rex is at home, ph
0.00%:  T-Rex loses mon
0.00%:  T-Rex has his mon
0.00%:  T-Rex has his monocle on
0.00%:  T-Rex has his monocle on,
0.00%:  T-Rex has his monocle out
0.00%:  T-Rex has his monocle on!
0.00%:  T-Rex has his monocle out,
0.00%:  T-Rex has his monocle out!
0.00%:  T-Rex punches out al
0.00%:  T-Rex has late
0.00%:  the T-Rex houses, a
0.00%:  (T-Rex has cons
0.00%:  T-Rex is at home, on a phone
0.00%:  T-Rex is a poet
0.00%:  T-Rex is at home, le
0.00%:  the T-Rex is pale
0.00%:  the T-Rex is pale,
0.00%:  T-Rex is home alone, tun
0.00%:  T-Rex, peace!
0.00%:  T-Rex eats some l
0.00%:  the T-Rex punches a 
0.00%:  T-Rex, in the space
0.00%:  T-Rex has plans not
0.00%:  the T-Rex house, as no
0.00%:  T-Rex comes upon an ins
0.00%:  T-Rex loses un
0.00%:  T-Rex chums up,
0.00%:  T-Rex punches a li
0.00%:  the T-Rex is calm!
0.00%:  T-Rex some actual
0.00%:  (T-Rex punches out a man
0.00%:  T-Rex punches a sun on
0.00%:  T-Rex is alone on a ch
0.00%:  (T-Rex is on a plane!
0.00%:  (T-Rex is on a plane!):
0.00%:  T-Rex is south
0.00%:  T-Rex insults me
