means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
  18731 0.00%:  tells me so much more and
  18732 0.00%:  could name
  18733 0.00%:  tells me that men are und
  18734 0.00%:  means more to me than stare at)
  18735 0.00%:  heed
  18736 0.00%:  man out
  18737 0.00%:  means more to me than stern ad
  18738 0.00%:  tells us not to tr
  18739 0.00%:  uses drama
  18740 0.00%:  has made me a) most
  18741 0.00%:  leads us to the con
  18742 0.00%: man 
  18743 0.00%:  has lead me to tear
  18744 0.00%:  turns me on to her)
  18745 0.00%:  means so much to me and all at
  18746 0.00%:  tells me that our dreams can not
  18747 0.00%:  and e
  18748 0.00%:  mason
  18749 0.00%:  means more to me than a ut
  18750 0.00%: land rules
  18751 0.00%:  has made me real sore!)
  18752 0.00%:  tells me not to hand
  18753 0.00%:  can also rule that)
  18754 0.00%:  rules are so lame that
  18755 0.00%:  has made me to come
  18756 0.00%:  are here
  18757 0.00%:  mars on
  18758 0.00%:  date can
  18759 0.00%:  names hurt
  18760 0.00%:  tells us that an atom re
  18761 0.00%:  short note
  18762 0.00%:  and lunch
  18763 0.00%:  on t
  18764 0.00%:  turns me on to the steam
  18765 0.00%:  sure has made me cool at
  18766 0.00%:  most crush
  18767 0.00%:  has made me a stern moral
  18768 0.00%:  has also made me eat one
  18769 0.00%:  has cost me one real
  18770 0.00%:  means a lot on a
  18771 0.00%:  tales)
  18772 0.00%:  has made me) start
  18773 0.00%:  means to me more than ste
  18774 0.00%:  has a) lot on
  18775 0.00%:  can tell me more than once
  18776 0.00%:  man comes
  18777 0.00%:  has made me a true one man!)
  18778 0.00%:  means more to me than cans)
  18779 0.00%:  one month
  18780 0.00%:  has sure made me a lot more cl
  18781 0.00%:  can lead to a clear
  18782 0.00%:  sure stom
  18783 0.00%:  has made me a one man con
  18784 0.00%:  tells us not to read)
  18785 0.00%:  needs to learn a more sn
  18786 0.00%:  let loose
  18787 0.00%:  has made me too late
  18788 0.00%:  has no more sane
  18789 0.00%:  has set me on a one
  18790 0.00%:  tells us that a motor can
  18791 0.00%:  store that
  18792 0.00%:  men not
  18793 0.00%:  alone has made me am
  18794 0.00%:  tells me that) on
  18795 0.00%:  made small
  18796 0.00%:  means more to me than deals!)
  18797 0.00%: !) an
  18798 0.00%:  out 
  18799 0.00%:  has made me real let
  18800 0.00%:  tells me not to sc
  18801 0.00%:  here due
  18802 0.00%:  means a lot a lot these
  18803 0.00%:  costs)
  18804 0.00%:  nerds can tell that means
  18805 0.00%:  means a lot to me and that curse
  18806 0.00%:  means her
  18807 0.00%:  has a) total mon
  18808 0.00%:  holds man
  18809 0.00%:  can dress
  18810 0.00%:  hates me as a
  18811 0.00%:  turns me on to the rad!)
  18812 0.00%:  means more to us than r
  18813 0.00%:  lets me do that one!)
  18814 0.00%:  has made me a lot more test
  18815 0.00%:  means a lot more than a set
  18816 0.00%:  that us
  18817 0.00%:  or at least the core
  18818 0.00%:  so crush
  18819 0.00%:  turns me on to the dream!)
  18820 0.00%:  can at least do the same!)
  18821 0.00%:  has come to rule a
  18822 0.00%:  sends ch
  18823 0.00%:  ahead to
  18824 0.00%:  leads us to the c
  18825 0.00%:  or at least the last
  18826 0.00%:  tells un
  18827 0.00%:  needs salt
  18828 0.00%:  meets cruel
  18829 0.00%:  means cats
  18830 0.00%:  has made me learn not to trust)
  18831 0.00%:  tells me that a true dream
  18832 0.00%:  hates me one and
  18833 0.00%:  hates me one and all)
  18834 0.00%:  means so much to a cat)
  18835 0.00%:  named thus
  18836 0.00%:  has at least done me a lot
  18837 0.00%:  has told me to set
  18838 0.00%:  has led me to a close
  18839 0.00%:  that cast
  18840 0.00%:  means more to us than race and
  18841 0.00%:  has made me a loser at le
  18842 0.00%:  has set me to a lot
  18843 0.00%:  has made me lean mean!)
  18844 0.00%:  has sure made me lo
  18845 0.00%:  later lets
  18846 0.00%:  holds once
  18847 0.00%:  nerds are the same at
  18848 0.00%:  hands sure
  18849 0.00%:  has at least one rule to
  18850 0.00%:  tells us not to eat che
  18851 0.00%:  at start
  18852 0.00%:  tells me not to chase a
  18853 0.00%:  tells me not to chase a dream
  18854 0.00%:  too rule
  18855 0.00%:  tells us that an er
  18856 0.00%:  has o
  18857 0.00%:  tells us not to eat h
  18858 0.00%:  men at
  18859 0.00%:  hards
  18860 0.00%: ) hates me and all
  18861 0.00%:  rules on the one and
  18862 0.00%:  on sound
  18863 0.00%:  has made me lose our
  18864 0.00%:  eats the same!)
  18865 0.00%:  means so much to a tr
  18866 0.00%:  means more to me than real sand
  18867 0.00%:  has led me) to some real
  18868 0.00%:  has made me) learn so
  18869 0.00%:  tells me not to send a
  18870 0.00%:  means a lot to me as a theme
  18871 0.00%:  and roots
  18872 0.00%:  sees!)
  18873 0.00%:  rule c
  18874 0.00%:  tells us that no am
  18875 0.00%:  means more to us than mere land
  18876 0.00%:  sure has made me learn a lot man
  18877 0.00%:  sure has made me learn a lot man!)
  18878 0.00%:  has made me a true mon
  18879 0.00%:  out does
  18880 0.00%:  also told me that a cure
  18881 0.00%:  stats that
  18882 0.00%:  lets us learn more than 
  18883 0.00%:  means must
  18884 0.00%:  has let me done no
  18885 0.00%:  hand cl
  18886 0.00%:  moron
  18887 0.00%:  has made me out a real smart
  18888 0.00%:  a must
  18889 0.00%:  card not
  18890 0.00%:  can do no less than cure
  18891 0.00%:  theme count
  18892 0.00%:  has made me some real turn
  18893 0.00%:  nerds are cool man
  18894 0.00%:  tells us that) men and
  18895 0.00%:  means all the same to an
  18896 0.00%:  alone has made me a sort
  18897 0.00%:  means so much to a mart
  18898 0.00%:  alone has made me a true los
  18899 0.00%:  has also made me alone at
  18900 0.00%:  means rare
  18901 0.00%:  tells me that) no more dreams can
  18902 0.00%:  so near
  18903 0.00%:  has lead me to steal a
  18904 0.00%:  can lead us to as
  18905 0.00%:  not some
  18906 0.00%:  can tell us the sort
  18907 0.00%:  data seems
  18908 0.00%:  can tell us more than an
  18909 0.00%:  means more to me than drats
  18910 0.00%:  means more to us all than mere ad
  18911 0.00%:  has led me to eat meat
  18912 0.00%:  means more to us than a c
  18913 0.00%:  notes un
  18914 0.00%:  each one
  18915 0.00%:  has led me to star
  18916 0.00%:  means more to us than a mere c
  18917 0.00%:  and math are all!)
  18918 0.00%:  alone no
  18919 0.00%:  means more to me than a net
  18920 0.00%:  tells me) that dreams are a
  18921 0.00%:  means a lot to me as an und
  18922 0.00%:  used to call me a mean
  18923 0.00%:  used to call me a mean name!)
  18924 0.00%:  can tell us more than meet
  18925 0.00%:  nerds are so u
  18926 0.00%:  does that to me all!)
  18927 0.00%:  has not let me on
  18928 0.00%:  must trend
  18929 0.00%:  team three
  18930 0.00%:  note sure
  18931 0.00%:  not hurt
  18932 0.00%:  has a lot on us!)
  18933 0.00%: te
  18934 0.00%:  has not made me let
  18935 0.00%:  tells us no one can read the
  18936 0.00%:  has not made us more
  18937 0.00%:  came to me at such an
  18938 0.00%:  ahead on
  18939 0.00%:  means to me as an adult that
  18940 0.00%:  has at least made me one!)
  18941 0.00%:  can lead to a more truth
  18942 0.00%:  or her
  18943 0.00%:  does che
  18944 0.00%:  leads me to) some
  18945 0.00%:  means more to me than a nerd sl
  18946 0.00%:  tells me that) a man can
  18947 0.00%:  tells me that) a man can dream
  18948 0.00%:  done ner
  18949 0.00%:  tells us that one can eat)
  18950 0.00%:  means more to us than calm
  18951 0.00%:  can retro
  18952 0.00%:  has made me a lot more cult
  18953 0.00%:  can tell us that one needs
  18954 0.00%:  must state
  18955 0.00%:  has a lot to learn at
  18956 0.00%:  and math are as one
  18957 0.00%:  tells us that one can) not
  18958 0.00%:  round these
  18959 0.00%:  or class
  18960 0.00%:  to set
  18961 0.00%:  and math are a must!)
  18962 0.00%:  has come to me as an adult man!)
  18963 0.00%:  means a lot to me and her rules can
  18964 0.00%:  has sure made me clear a
  18965 0.00%:  math score
  18966 0.00%:  has sure made me learn a ton
  18967 0.00%:  means all the same to me and a
  18968 0.00%:  so leads
  18969 0.00%:  has led me to clear
  18970 0.00%:  lunch!)
  18971 0.00%:  that sum
  18972 0.00%:  tells us that a man can eat more
  18973 0.00%:  tells me no more and
  18974 0.00%:  can m
  18975 0.00%:  dates soon
  18976 0.00%:  used to call me a n
  18977 0.00%:  that loses me 
  18978 0.00%:  means more to us all than a tr
  18979 0.00%:  teens)
  18980 0.00%:  are made
  18981 0.00%:  tells me) that a man
  18982 0.00%:  tells me) that a man needs
  18983 0.00%:  means so much to me and can let
  18984 0.00%:  means more to me than a sauce
  18985 0.00%:  not names
  18986 0.00%:  has made me come) all
  18987 0.00%:  has made me more luc
  18988 0.00%:  tells us not to hate a
  18989 0.00%:  rule stars
  18990 0.00%:  has at least made me a rule
  18991 0.00%:  has made me a str
  18992 0.00%:  has let me and us
  18993 0.00%:  sure has made me act all
  18994 0.00%:  cheer leads
  18995 0.00%:  has dealt me some l
  18996 0.00%:  rest on
  18997 0.00%:  has also made me learn to cut
  18998 0.00%:  tells me that not one man
  18999 0.00%:  more on
  19000 0.00%:  acts cool
  19001 0.00%:  does that to me u
  19002 0.00%:  cast the
  19003 0.00%:  so shame
  19004 0.00%:  tells me no one can match
  19005 0.00%:  use)
  19006 0.00%:  turns me on more than met
  19007 0.00%:  then art
  19008 0.00%:  has at least made clear to me)
  19009 0.00%:  has dealt me some real un
  19010 0.00%:  means more to us than clear and
  19011 0.00%:  means a lot to me and art
  19012 0.00%:  means a lot to me and art means
  19013 0.00%:  tells us that one can trace
  19014 0.00%:  that mur
  19015 0.00%:  has made me a more alert
  19016 0.00%:  means alot to me and that)
  19017 0.00%:  has no need to at
  19018 0.00%:  means more to us than art can
  19019 0.00%:  also m
  19020 0.00%:  has sent me a card)
  19021 0.00%:  means a lot to a nerd these
  19022 0.00%:  and me are real close that
  19023 0.00%:  rolls to
  19024 0.00%:  has seen me a lot!)
  19025 0.00%:  has made me true as
  19026 0.00%:  nerds can eat at
  19027 0.00%:  turns me on at the core)
  19028 0.00%:  means cheer
  19029 0.00%:  also made me lose at a
  19030 0.00%:  has made me set a lot
  19031 0.00%:  means more to a real man that
  19032 0.00%:  and truth are all one can
  19033 0.00%:  has made me seem all too
  19034 0.00%:  has come to me as)
  19035 0.00%:  chose some
  19036 0.00%:  mars such
  19037 0.00%:  has made me) lose a
  19038 0.00%:  has told me to steal
  19039 0.00%:  not sound
  19040 0.00%:  shall run
  19041 0.00%:  has sure made me alone!)
  19042 0.00%:  rule other
  19043 0.00%:  sure made me a lot sm
  19044 0.00%:  leads other
  19045 0.00%:  means hate
  19046 0.00%:  told me that once a
  19047 0.00%:  made me a man short
  19048 0.00%:  as mere
  19049 0.00%:  lusts
  19050 0.00%:  used to call me the one
  19051 0.00%:  has led me to an ocean
  19052 0.00%:  alone has made me a sore
  19053 0.00%:  has cost me an am
  19054 0.00%:  tells us that to earn an
  19055 0.00%:  has told me no tale
  19056 0.00%:  has made me a real loser on
  19057 0.00%:  has made me come alone)
  19058 0.00%:  can do more than us
  19059 0.00%:  dates math
  19060 0.00%:  has led me to learn)
  19061 0.00%:  means da
  19062 0.00%:  has not let us do
  19063 0.00%:  nerds can see more
  19064 0.00%:  does last
  19065 0.00%:  can do that to man)
  19066 0.00%:  small there
  19067 0.00%:  tells me that ants
  19068 0.00%:  tells us that a mart
  19069 0.00%:  alone has made me m
  19070 0.00%:  means a lot to me and has real
  19071 0.00%:  tells us no man can che
  19072 0.00%:  touch to
  19073 0.00%:  used to call me a che
  19074 0.00%:  at least has a real
  19075 0.00%:  once named
  19076 0.00%:  once could
  19077 0.00%:  sent all
  19078 0.00%:  has made me a lot more cl
  19079 0.00%:  could clean
  19080 0.00%:  tells us that no data can
  19081 0.00%:  comes at a real cost here
  19082 0.00%:  means a lot to me and shame
  19083 0.00%:  made me a loser at one
  19084 0.00%:  means a lot to me that needs
  19085 0.00%:  has led me to some real cur
  19086 0.00%:  has tro
  19087 0.00%:  means a lot more than neat
  19088 0.00%:  tells us that not a damn one
  19089 0.00%:  means eat
  19090 0.00%: n
  19091 0.00%:  has made me a sell out!)
  19092 0.00%:  has dealt me some me
  19093 0.00%: ) dates
  19094 0.00%:  tells me the most un
  19095 0.00%:  so used
  19096 0.00%:  least one
  19097 0.00%:  tells us no one can teach a
  19098 0.00%: ) lol
  19099 0.00%:  alone acts
  19100 0.00%:  means more to us all than man
  19101 0.00%:  that close
  19102 0.00%:  can do the most un
  19103 0.00%:  can lead to a real
  19104 0.00%:  can lead to a real sense
  19105 0.00%:  has led us a mer
  19106 0.00%:  and all that come)
  19107 0.00%:  has at least one 
  19108 0.00%:  means a lot more and a
  19109 0.00%:  and shot
  19110 0.00%:  means alot to me at
  19111 0.00%:  means alot to me at the end
  19112 0.00%:  tells me that one can eat
  19113 0.00%:  nerds are the most en
  19114 0.00%:  and me are close to
  19115 0.00%:  rule mot
  19116 0.00%:  has ruled on me a
  19117 0.00%:  can tell me that a man needs
  19118 0.00%:  has also made me more att
  19119 0.00%:  means more to me than a least
  19120 0.00%:  means more to me that dust
  19121 0.00%:  sure made me a sore
  19122 0.00%:  and math are so l
  19123 0.00%:  and math are so lame)
  19124 0.00%:  has also made me turn a lot
  19125 0.00%:  or con
  19126 0.00%:  tells us to eat once
  19127 0.00%:  has made me see no
  19128 0.00%:  tells us that once can eat
  19129 0.00%:  loses the round at
  19130 0.00%:  means more to us) than a
  19131 0.00%:  made me the man to
  19132 0.00%:  nerds are not meant to last)
  19133 0.00%:  has made me act more
  19134 0.00%:  sure has made me)
  19135 0.00%:  lets me do such a
  19136 0.00%:  calls an
  19137 0.00%:  tells us that a r
  19138 0.00%: man does
  19139 0.00%:  has sar
  19140 0.00%:  so hands
  19141 0.00%:  has come to us)
  19142 0.00%:  means more to me than nuts!)
  19143 0.00%:  tells us that men can dream!)
  19144 0.00%:  has made me a real crust
  19145 0.00%:  has made me a clear loser at
  19146 0.00%:  has made me) small
  19147 0.00%:  runs here
  19148 0.00%:  means so much to a me!)
  19149 0.00%:  tells me) that one comes
  19150 0.00%:  name made
  19151 0.00%:  or re
  19152 0.00%:  tells me that no one can care
  19153 0.00%:  has led me to no man
  19154 0.00%:  done smart
  19155 0.00%:  tells me) no dreams
  19156 0.00%:  tells me) no dreams are
  19157 0.00%:  must the
  19158 0.00%:  sure has made a real mon
  19159 0.00%:  means a lot to us there at
  19160 0.00%:  leads me to the most er
  19161 0.00%:  has told me to act
  19162 0.00%:  turns me on and has me
  19163 0.00%:  shots out
  19164 0.00%:  has lead me to a lot)
  19165 0.00%:  and math are not as cute
  19166 0.00%:  tells us not to eat cr
  19167 0.00%:  does that to all us mere
  19168 0.00%:  so truth
  19169 0.00%:  or at least a dream
  19170 0.00%:  tells us that an order can not
  19171 0.00%:  also told me that a un
  19172 0.00%:  at arms
  19173 0.00%:  and alone
  19174 0.00%:  let each
  19175 0.00%:  and truth are not at all co
  19176 0.00%:  loses a lot at
  19177 0.00%:  loses a lot at the end
  19178 0.00%:  also as
  19179 0.00%:  has made me so man
  19180 0.00%:  means a lot to me and hers are
  19181 0.00%:  has made me all man!)
  19182 0.00%:  has made me learn some cur
  19183 0.00%:  tears need
  19184 0.00%:  means a lot to us three!)
