even I think that one's not so good.
      0 100.00%: 
      1 183.88%:  thanks
   8112 0.02%:  that's not the end. i
   8113 0.02%:  that's one I got done
   8114 0.02%:  so it's gonna to
   8115 0.02%:  ok that's good
   8116 0.02%:  ok that one doesn't get
   8117 0.02%:  no that one's not good. I
   8118 0.12%:  no that one's not good. I think
   8119 0.02%:  so the end I have
   8120 0.02%:  I need to go onto this
   8121 0.02%:  that one's took
   8122 0.02%:  I've got to set the
   8123 0.02%:  so it's not that keen
   8124 0.02%: . I have to get this onto
   8125 0.02%:  so the end is that I've got 
   8126 0.02%:  ok I need
   8127 0.09%:  ok I need to go to
   8128 0.02%:  ok I need to get
   8129 0.05%:  ok I need to get to
   8130 0.03%:  ok I need to get this
   8131 0.02%:  that one ends. I think
   8132 0.02%:  that's isn
   8133 0.02%:  no I've nothing
   8134 0.02%:  this one's done I gotta
   8135 0.02%:  so I got to the end a
   8136 0.02%:  that one gets into
   8137 0.02%:  and this one I've not
   8138 0.02%:  no one's having
   8139 0.02%:  I think that's one.
   8140 0.02%:  so I think that one's got
   8141 0.02%:  that's totes good
   8142 0.02%:  so I end
   8143 0.04%:  so I end the
   8144 0.02%:  so I end this
   8145 0.02%:  I have to go test
   8146 0.02%:  thanks I've got the
   8147 0.02%:  that one doesn't go on to
   8148 0.02%:  this one's good I
   8149 0.02%:  it took 
   8150 0.02%: . I think that's one to
   8151 0.02%:  and then I shoot
   8152 0.02%:  that one's set to
   8153 0.02%:  so it took 
   8154 0.02%:  so. It's not the
   8155 0.02%: . I have to get the kids
   8156 0.02%:  so I've got the end in
   8157 0.02%:  this one I need to go to
   8158 0.02%:  that one is too good. I've
   8159 0.02%:  that st
   8160 0.02%:  that's the noise
   8161 0.02%:  so that's not nothing.
   8162 0.02%:  that one's on the end
   8163 0.02%:  I got that one done in one
   8164 0.02%:  that is the one I'
   8165 0.02%:  I've got this and then
   8166 0.02%:  thanks. I need to get onto
   8167 0.02%:  so I've got this hooked
   8168 0.03%:  so I've got this hooked on
   8169 0.02%:  I have done nothing
   8170 0.02%:  that's the edge
   8171 0.02%:  I have too
   8172 0.02%:  I have nothing to do so
   8173 0.02%:  so it's not even good.
   8174 0.02%:  it's not even on
   8175 0.02%:  so I have to edit those
   8176 0.02%:  ok that one's not on
   8177 0.02%:  no one has voted
   8178 0.02%:  so no I don't think that goes
   8179 0.06%:  so no I don't think that goes on
   8180 0.02%:  I've got to end this on
   8181 0.02%:  that one is not so good even
   8182 0.02%:  so then I got that
   8183 0.04%:  so then I got that one
   8184 0.03%:  so then I got that one done
   8185 0.02%:  no it's the end thanks
   8186 0.02%:  that one I've not
   8187 0.02%:  so that one's good.
   8188 0.03%:  so that one's good. I
   8189 0.02%:  so that one's good. I think
   8190 0.02%:  it's not too good
   8191 0.02%:  so no I haven't got
   8192 0.05%:  so no I haven't got the
   8193 0.04%:  so no I haven't got it
   8194 0.04%:  so no I haven't got it done
   8195 0.02%:  so no I haven't got this
   8196 0.02%:  no that's the end isn
   8197 0.02%:  so it's not on to
   8198 0.02%:  no thanks I need to hit
   8199 0.02%:  so. It's not that
   8200 0.02%:  I need to go soon so
   8201 0.02%:  that's it. I see no
   8202 0.02%:  thats the end so
   8203 0.02%:  ok that's good I
   8204 0.02%:  so it ends on that one note
   8205 0.02%:  so I need to get this 
   8206 0.02%:  ok that's good.
   8207 0.02%:  so I don't have sheet
   8208 0.02%:  this one's not done. I
   8209 0.02%:  no this one's not good even
   8210 0.02%:  no that one doesn't hit
   8211 0.02%:  that one's good on
   8212 0.04%:  that one's good on the
   8213 0.02%: . I need to shoot
   8214 0.03%: . I need to shoot this
   8215 0.02%:  so that one isnt done
   8216 0.02%:  that's not nothin
   8217 0.02%:  no that one isn't even good.
   8218 0.02%:  that one doesn't go on his
   8219 0.02%:  so don't get this one on
   8220 0.02%:  so that I
   8221 0.02%:  that goes on the side
   8222 0.02%:  so that goes into the '
   8223 0.02%:  so the ending's that
   8224 0.02%:  that one doesn't hint
   8225 0.02%:  no I have to go do this
   8226 0.02%:  that one ends tonight'
   8227 0.02%:  it's gotta end soon I
   8228 0.02%:  I've got the hook
   8229 0.03%:  I've got the hook and
   8230 0.02%:  so that doesn't go too
   8231 0.02%:  so I've got that.
   8232 0.02%:  no I need to go to that
   8233 0.02%:  that's not the end. Isn
   8234 0.02%:  this one has gotten too
   8235 0.02%:  I don't have this one on
   8236 0.02%:  that's in I
   8237 0.02%: . I have this one done
   8238 0.02%:  so in that one I got
   8239 0.04%:  so in that one I got the
   8240 0.02%:  that's ton
   8241 0.02%:  so that one doesn't hit on
   8242 0.02%:  tha
   8243 0.02%:  thanks I need to get this n
   8244 0.02%:  no one asked to
   8245 0.02%:  so that one's not done then
   8246 0.02%:  no I have to think
   8247 0.02%:  I hate to end on this one
   8248 0.02%:  so that is not one
   8249 0.02%:  this one's got to end.
   8250 0.02%:  so that one is not even good
   8251 0.02%:  that one is good too I
   8252 0.02%:  ok that's not in
   8253 0.02%:  so that one's in the end
   8254 0.02%:  so I've got to tie the
   8255 0.02%:  no I need to get on this soon
   8256 0.02%:  thanks'
   8257 0.02%:  that's one thing done.
   8258 0.02%:  that is not the end. I've
   8259 0.02%:  it gets a
   8260 0.02%:  so it's an e
   8261 0.02%:  that those
   8262 0.02%:  I have to go do this on
   8263 0.02%:  so that one I think needs to
   8264 0.02%:  so I haven't got to the end.
   8265 0.02%:  so that one needs to go to
   8266 0.02%:  I've had the
   8267 0.02%:  so that's one ending. I
   8268 0.02%:  so I've got that one too
   8269 0.02%:  so I don't have to see
   8270 0.02%:  don't take notes
   8271 0.02%:  that's the end so go in
   8272 0.02%:  no it's not an honest
   8273 0.02%:  that one is honest
   8274 0.02%:  that one is honest to
   8275 0.02%:  no that's not the one I end
   8276 0.02%:  that one does in
   8277 0.02%: . I've got to eat soon
   8278 0.02%:  so it took an
   8279 0.02%:  no need to go into that
   8280 0.02%:  no that's good I think.
   8281 0.02%:  so at the end I got the 
   8282 0.02%:  I see the
   8283 0.02%:  this has gone on even
   8284 0.02%:  no one has the
   8285 0.02%:  I need that on
   8286 0.02%:  so I have to do this to
   8287 0.02%:  this one had to
   8288 0.02%:  so on the ending
   8289 0.02%:  that one's good on its
   8290 0.02%:  so I don't have to go on this
   8291 0.02%:  so I have nothing set
   8292 0.02%:  that's it sheee
   8293 0.02%:  so that's not the one I don
   8294 0.02%:  so I got that one in one shot
   8295 0.02%:  this one's good too.
   8296 0.02%:  no this one hasn't got
   8297 0.02%:  so I've got this one.
   8298 0.02%:  no that one is no good I
   8299 0.02%:  so I think that one's on
   8300 0.02%:  so I said to
   8301 0.02%:  no it's not the one
   8302 0.02%:  that's not h
   8303 0.02%:  that's it dooooo
   8304 0.02%:  that one's note
   8305 0.02%: . I've got this on
   8306 0.02%: . I've got this on the
   8307 0.02%:  that one needs to not
   8308 0.02%:  thanks. I've got tons
   8309 0.02%:  that is so not
   8310 0.04%:  that is so not the
   8311 0.05%:  that is so not the end.
   8312 0.02%:  that is so not on
   8313 0.02%:  that one is sent
   8314 0.02%:  no no I think
   8315 0.10%:  no no I think that one
   8316 0.02%:  that one's no good no
   8317 0.02%:  thanks I need to get on to
   8318 0.02%:  so that one's not on the one
   8319 0.02%:  saved
   8320 0.02%:  so I give that
   8321 0.02%:  that is not on the end
   8322 0.02%:  thanks I need to go sh
   8323 0.02%:  so I need this to go to a
   8324 0.02%: . I need to get to it soon
   8325 0.02%:  that's good too so it
   8326 0.02%:  no that one isn't good I
   8327 0.02%:  it's not so good.
   8328 0.02%:  so it's not done. It
   8329 0.02%:  I need a hot
   8330 0.02%:  that is too good to
   8331 0.02%:  no thanks I need to get this on
   8332 0.02%:  this doesn't have to go too
   8333 0.02%:  so it's not that even good
   8334 0.02%:  I've got to the
   8335 0.05%:  I've got to the end so
   8336 0.02%:  I've got to the end so thanks
   8337 0.02%:  it's got the
   8338 0.02%:  that's not the endings
   8339 0.02%: . I have done this too
   8340 0.02%:  no this one's not the end I
   8341 0.02%:  that one's good too. I think
   8342 0.02%:  so that one doesn't t
   8343 0.02%:  so that one doesn't h
   8344 0.02%: . I need this to get
   8345 0.02%:  that's on the one
   8346 0.02%:  I've got to do this the
   8347 0.02%:  that one's not on the oven
   8348 0.02%:  that's the v
   8349 0.02%:  that one is not '
   8350 0.02%:  that one gets it done
   8351 0.02%: . I've got to hand this
   8352 0.02%:  so that's the end one
   8353 0.02%:  no the end I
   8354 0.02%:  I think that one's not good
   8355 0.02%:  it's not a good one so
   8356 0.02%:  that one is done then
   8357 0.02%:  that's done one
   8358 0.02%:  so I'd have this
   8359 0.02%:  I've got to do this one one
   8360 0.02%:  no thanks it got
   8361 0.02%:  so that's the one end.
   8362 0.02%:  so this one I haven't got done
   8363 0.02%:  that one gets the nod
   8364 0.02%:  that is the end so go
   8365 0.02%:  that is the end so go to
   8366 0.02%:  nothing's done
   8367 0.02%:  that one's not on his
   8368 0.02%:  that's not end.
   8369 0.02%:  no that's too good even
   8370 0.02%:  I have to get on to this
   8371 0.02%:  think that's good to
   8372 0.02%:  that one got so
   8373 0.02%:  that one got so intense
   8374 0.02%:  so that's the end note
   8375 0.02%:  no that one isn't set
   8376 0.02%:  that's one setting done.
   8377 0.02%:  I need to go take it
   8378 0.02%:  no and
   8379 0.02%:  no one has seen
   8380 0.02%:  no the end.
   8381 0.02%:  I need to go on so
   8382 0.02%:  so it's not the end. I have 
   8383 0.02%:  so gonna
   8384 0.02%:  so I've gotta send
   8385 0.03%:  so I've gotta send it
   8386 0.02%:  it's gotta end.
   8387 0.02%:  I've got not
   8388 0.02%:  even I'
   8389 0.02%:  that one's not hot so
   8390 0.02%:  so that does it
   8391 0.02%:  so that does it.
   8392 0.02%:  that's the one end I
   8393 0.02%:  so no that one is
   8394 0.02%:  that's it. I need to k
   8395 0.02%:  so that's it done.
   8396 0.02%:  so i've got a
   8397 0.02%:  so I don't hate this
   8398 0.02%:  I've got to take this on
   8399 0.02%:  thanks I've done the
   8400 0.02%:  so that doesn't get in
   8401 0.02%:  no this one gets a
   8402 0.02%:  that's not the endin
   8403 0.02%:  that's not even one I
   8404 0.02%:  no this one's not even good.
   8405 0.02%: . I need to eat this
   8406 0.02%:  so I've got this one that
   8407 0.02%:  so I need this to get to
   8408 0.02%:  I need to get this soon
   8409 0.02%:  on that note this ends
   8410 0.02%:  so it's got an
   8411 0.02%:  so I need to thank those
   8412 0.02%:  that so
   8413 0.02%:  that's not so on
   8414 0.02%:  that one's done. I got it
   8415 0.02%: . It is done
   8416 0.02%:  so that's not even good in
   8417 0.02%:  no this one's not the one.
   8418 0.02%:  I don't think that one goes.
   8419 0.02%:  so that one I think got
   8420 0.02%:  so I've gotta do it
   8421 0.02%:  doesn't it have
   8422 0.02%: . It's high
   8423 0.02%:  so don't get this one then
   8424 0.02%:  that's the evening.
   8425 0.02%:  so I have this one good
   8426 0.02%:  so I have this one good one
   8427 0.02%:  so that one gets to
   8428 0.02%:  so it's done that
   8429 0.02%:  no one's asked to
   8430 0.02%:  so I haven't got this n
   8431 0.02%:  it's to the
   8432 0.02%:  so that one's got no
   8433 0.02%: . I need to shoot that
   8434 0.02%:  no one has gotten
   8435 0.04%:  no one has gotten this
   8436 0.02%:  thanks I've nothing
   8437 0.02%:  no this one doesn't go to
   8438 0.02%:  so I need to eat so
   8439 0.02%:  this one's the end.
   8440 0.02%:  so I need to get this on a t
   8441 0.02%:  that one isn't done so the
   8442 0.02%:  so I've done that one.
   8443 0.02%:  no this one doesn't go at
   8444 0.04%:  no this one doesn't go at the
   8445 0.02%:  so it took ten
   8446 0.02%:  no that one I took
   8447 0.02%:  so that's in the end I
   8448 0.02%:  that one's not even doing
   8449 0.02%:  no I need to go invent a
   8450 0.02%:  that's got this done
   8451 0.02%:  no its
   8452 0.02%:  that one got it
   8453 0.02%:  that's too good even
   8454 0.02%:  so on the one hand I get it
   8455 0.04%:  so on the one hand I get it'
   8456 0.04%:  so on the one hand I get it's not
   8457 0.02%:  that one's not on the e
   8458 0.02%:  this one's done. I gotta
   8459 0.02%: . I have to sit
   8460 0.02%:  dis
   8461 0.02%:  no no that ending
   8462 0.02%:  I need to take tonight
   8463 0.02%:  no it's not the end. I hate
   8464 0.02%:  so no that one doesn
   8465 0.06%:  so no that one doesn't tie
   8466 0.03%:  so no that one doesn't get
   8467 0.02%:  that one's not so good it
   8468 0.02%:  no this'
   8469 0.02%:  so this one I've got no
   8470 0.02%:  no thanks to these
   8471 0.02%:  that's not even good. I think
   8472 0.02%:  I think that's set
   8473 0.02%:  I need to go sit at
   8474 0.02%:  I need to go sit at the
   8475 0.02%:  it's not even a
   8476 0.05%:  it's not even a good
   8477 0.02%:  I've got to sit and
   8478 0.02%:  that's done shooting
   8479 0.02%:  so the end isn't on
   8480 0.02%:  I have to go soon so it
   8481 0.02%:  so I gave it to
   8482 0.02%:  no no I think that one'
   8483 0.02%:  no thanks to this one I
   8484 0.02%:  thanks go
   8485 0.02%:  this one's gonna end.
   8486 0.02%:  hot and
   8487 0.02%:  that's i
   8488 0.02%:  I have to get the kids soon
   8489 0.02%:  so I've done that one so
   8490 0.02%:  that's signed
   8491 0.02%:  thanks I need to get into
   8492 0.02%:  no I think the
   8493 0.02%:  I've done it one
   8494 0.02%:  I need this to have
   8495 0.02%:  so don't thank
   8496 0.02%: . I need to eat things
   8497 0.02%:  so I need ten
   8498 0.02%:  that's not one. I need
   8499 0.03%:  that's not one. I need to go
   8500 0.02%:  that one goes in the 
   8501 0.02%:  so I don't have to go in the
   8502 0.02%:  that's no good this
   8503 0.02%: . Is that not good
   8504 0.02%:  that one goes in the 'I don
   8505 0.02%:  so it's got a ton
   8506 0.02%:  I don't get this.
   8507 0.02%:  so I have tons
   8508 0.02%:  that s
   8509 0.02%:  so I need to get it to an
   8510 0.02%:  that's the edit I
   8511 0.02%:  I need to sing
   8512 0.02%:  I need to sing the
   8513 0.02%:  no that's the end I go
   8514 0.02%:  so that one isn't 
   8515 0.02%:  that's got seven
   8516 0.02%:  that's on video
   8517 0.02%:  so then I gotta
   8518 0.02%:  no I need to go to this
   8519 0.02%:  no thanks i need to get to
   8520 0.02%:  no that isn't the end no
   8521 0.02%: . I need to hit
   8522 0.02%:  so it's not even an
   8523 0.02%:  that isn't too
   8524 0.02%:  so doing
   8525 0.02%:  so that's given
   8526 0.02%:  so that one I've gotten
   8527 0.02%:  that one's noted
   8528 0.02%:  so that one isn't good. It
   8529 0.02%:  no one has gotten the
