FOR WHAT I CAN ONLY DESCRIBE AS "AWESOME REASONS"
236.19%:  REASONS
0.04%:  SOME "STABLE CH
0.04%:  CAL
0.04%:  A RACES
0.04%:  A TRAIN
0.04%:  OTHER REASONS ALSO IN
0.04%:  A HANDY
0.04%:  SOME REASONS I NEED TO BE
0.04%:  TO LEARN CHESS FROM AN
0.04%:  FOR AN AWESOME HORSE DANCE
0.04%:  A HORSE NAMED "RAY
0.03%:  FOR MY OWN SECRET NEEDS
0.03%:  MY HORSE FRIEND IS
0.03%:  MY HORSE TO READ
0.03%:  A SHORT RACE
0.03%:  CAND
0.03%:  CHESS RELATED REASONS NO ONE
0.03%:  FOR REASONS I AM
0.03%:  FOR REASONS I CAN ONLY DESCRIBE AS "WHO
0.03%:  A FEW MORE
0.04%:  A FEW MORE REASONS
0.05%:  A FEW MORE REASONS THAN
0.03%:  FOR CHESS LORE
0.03%:  REASONS I CAN HARD
0.03%:  SOME "HORSE" RELATED
0.66%:  SOME "HORSE" RELATED REASONS
0.03%:  SOME REASON I WANTED A
0.03%:  A LESSON ON THE BOARD
0.03%:  FOR A HORSE NAMED WAYNE
0.03%:  ANOTHER ME
0.03%:  A HORSE AND A TABLE
0.03%:  FOR A HORSE NAMED WIN
0.03%:  DIN
0.03%:  WHAT I CAN ONLY DESCRIBE AS RA
0.03%:  MY NEW H
0.08%:  MY NEW HORSES FRIEND
0.03%:  SCENTED
0.05%:  SCENTED HORSE
0.03%:  A HORSE RACE TO
0.03%:  CHESS REASONS I CANNOT RE
0.03%:  HORSE ARENA REASONS
0.03%:  STOLEN
0.05%:  STOLEN HORSE
0.18%:  STOLEN HORSE REASONS
0.03%:  FOR SOME SECRET H
0.03%:  FOR MY LESSON IN CHE
0.03%: CHESS RELATED REASONS MAY
0.03%:  AN EMAIL
0.03%:  YEAH
0.03%:  A REASON OR
0.03%:  A CERTAIN HORSE IN
0.03%:  "CHESS BOARD
0.03%:  A CR
0.03%:  A CLASS ON HOW
0.07%:  A CLASS ON HOW TO WIN
0.03%:  FOR DR
0.03%:  DOCTOR WHO
0.03%:  FOR THE NAME
0.03%:  FOR MEDICAL REASONS INSTE
0.03%:  A CLASS WITH MY
0.05%:  A CLASS WITH MY FRIEND
0.03%:  MORAL REASONS OR
0.03%:  FOR CLAR
0.03%:  FOR STABLE REASONS AND
0.03%:  A HORSE AND A MAN TO
0.03%:  SOME OTHER REASON WE
0.03%:  WHAT I CAN ONLY DESCRIBE AS "WA
0.03%:  A CHESS MEET
0.03%:  ACTION REASONS
0.03%:  CHESS REASONS I NEED NOT EL
0.03%:  SOME IN
0.03%:  A CHANCE TO WIN SOME
0.03%:  SHE
0.03%:  SOME REASON I HE
0.09%:  SOME REASON I HEARD A
0.03%:  A SENSE OF CLAR
0.03%:  FOR MY HORSE S
0.03%:  NO REAL REASON I
0.03%:  HORSE SWIM
0.03%:  FOR A WHOLE DAY
0.03%:  FOR MY SCHE
0.03%:  HORSE REASONS I CANNOT SAY
0.03%:  NO REASON OR
0.03%:  HORSES ARE NOT WELCOME
0.03%:  A CERTAIN H
0.05%:  A CERTAIN HORSES REASONS
0.03%:  ESC
0.03%: HORSE CARE
0.09%: HORSE CARE REASONS
0.03%:  A HORSE TO ANSWER MY
0.03%:  REASONS I CAN ONLY DESCRIBE AS "FATE
0.03%:  FOR HORSE REASONS AND ALSO I
0.03%:  STABLE RE REASONS
0.03%:  RHYMES REASONS
0.03%:  A HORSE NAMED "FR
0.03%:  STABLE HORSE RID
0.03%:  A NICE HORSE NAM
0.03%:  A HORSE REL
0.03%:  A MEET AND CH
0.03%:  SELF CARE
0.03%:  SECRET SH
0.03%:  A FEW YEARS
0.03%:  CHESS AFTER DINNER
0.03%:  FOR BAD
0.05%:  FOR BAD HORSE
0.54%:  FOR BAD HORSE REASONS
0.03%:  FOR A CERTAIN REASONS
0.03%:  LEARN
0.03%:  FACTS AND
0.03%:  HORSE DRAWN
0.03%:  HORSE FACT
0.03%:  FOR TWO HORSE
0.03%:  SOME HORSE N
0.03%:  FOR A SECRET AND INC
0.03%:  I CAN ONLY DESCRIBE AS THE "
0.03%:  ME AND HORSE REASONS
0.03%:  FOR A MEET AND CHE
0.03%:  A COWBOY DANCE
0.03%:  MY FRIEND WHO CAN
0.03%:  FOR MY LESSON TO
0.03%:  NON HORSE RELATED REASONS MAYBE I
0.03%:  FOR HORSE REASONS I DON
0.03%:  HORSES IN TRO
0.03%:  CERTAIN CHESS FRIEND
0.03%:  NON HORSE RELATED REASONS MAY I
0.03%:  FOR A SECRET AND SHAME
0.03%:  FOR A COW
0.03%:  FOR A COWBOY DANCE
0.03%:  HORSES AND MONEY
0.03%:  FOR SCIENCE REASONS I
0.03%:  WHAT I CAN ONLY DESCRIBE AS "WEE
0.03%:  CERTAIN FRIENDS
0.03%:  HORSES DO NOT
0.03%:  HORSES RELATED REASONS I CAN
0.03%:  FOR A D
0.03%: CHESS REASONS I CANNOT
0.03%:  CHESS RELATED REASONS ON MY
0.03%:  A SHORT RID
0.03%:  A RACE WITH MY FRIENDS
0.03%:  SOME HORSE B
0.03%:  A SECRET REASON ONLY I AM
0.03%:  CHESS AM
0.03%:  I NEED SOME REASONS
0.03%:  FOR MY LESSON TO BE
0.03%:  HORSE OR
0.03%:  LONE
0.16%:  LONE REASONS
0.05%:  LONE HORSE
0.04%:  LONE HORSE TIME
0.03%:  A SECRET MY
0.03%:  ALREADY REASON
0.03%:  A RACE WITH MY FRIEND
0.03%:  A SECRET HORSE CODE
0.03%:  A BIT OF AN
0.03%:  FOR A SECOND OR
0.03%:  REASONS I CAN ONLY DESCRIBE AS "HOT
0.03%:  A RACE BETWEEN MY
0.03%:  FOR A CHESS RACE
0.03%:  A BIT OF A LESSON
0.03%: FOR A HORSE AND
0.03%:  REAL SCIENCE
0.03%:  SOME REASONS I WON
0.03%:  HORSES N
0.04%:  HORSES N REASONS
0.03%:  SOME SH
0.04%:  SOME SHINY
0.04%:  SOME SHINY REASONS
0.03%:  A CLASS IN
0.03%:  MY OTHER LIFE
0.03%:  HEAD
0.03%:  MY LESSON ON CH
0.03%:  FOR REASONS I CAN NOT DESCR
0.03%:  OTHER AWESOME
0.03%:  FOR A HORSE MY
0.03%:  A HORSE NAMED FORT
0.03%:  CHESS LEARN
0.03%:  A CERTAIN HORSE NEEDS A
0.03%:  FOR C
0.03%:  SOME SECRET REASONS I DO
0.03%:  HORSE A
0.03%:  RANDOM CHESS REASONS OF
0.03%:  OTHER REASONS AND ALSO A
0.03%:  OTHER REASONS AND ALSO A REASON
0.03%:  STABLE REASONS I AM
0.03%:  SOME DINNER
0.03%:  REASONS OF MY OWN HORSE
0.03%:  CHESS REASONS I AM NOT FREE
0.03%:  FOR CHESS REASONS I NEED TO BE
0.03%:  A REAL CH
0.03%:  A BOARD OF
0.04%:  A BOARD OF HORSE
0.03%:  A CLASS OF MY
0.03%:  FOR A CHESS MATE
0.03%:  FOR A SECRET MY
0.03%:  CHESS FR
0.03%:  WHAT I CAN ONLY DESCRIBE AS A "MOO
0.03%:  A HORSE NAMED "B
0.03%:  HORSE CAL
0.03%:  MORE H
0.03%:  CHAOS AND
0.03%:  CHAOS AND MAY
0.03%:  REASONS I CAN ONLY DESCRIBE AS EROT
0.03%:  FOR MY NEW HORSE I
0.03%:  A WHOLE B
0.03%:  FOR MY HORSE NEEDS A NEW
0.03%:  CHESS RELATED REASONS IN MY BRAIN
0.03%:  FOR MY CHANCE AT
0.03%:  SOME REASON THE IDEA OF "
0.03%:  A "HORSE" RIDE
0.03%:  FOR A SOCIAL MEDIA
0.03%:  HORSES AND MAIL
0.03%:  SOME BEER
0.03%:  FOR A SENSE
0.03%:  HORSE FICTION
0.03%:  HORSE RELIEF
0.03%:  REASONS I CAN ONLY DESCRIBE AS "TEM
0.03%:  FOR A CHESS RELATED REASONS
0.03%:  ANOTHER BRIEF
0.03%:  WHAT I CAN ONLY DESCRIBE AS "MORE A
0.03%:  HORSES AND BO
0.03%:  A HORSE RACE TO SEE
0.03%:  DINNER WITH
0.03%:  FOR OTHER REASONS IN
0.03%:  WHAT I CAN ONLY DESCRIBE AS REASONS OF MA
0.03%:  CHESS BOARD CLEAN
0.03%:  A WHOLE SERIES OF RANDOM
0.54%:  A WHOLE SERIES OF RANDOM REASONS
0.03%:  A HORSE OF SCIENCE
0.03%:  FOR SOME SECRET REASONS WHY
0.03%:  FOR ANIMALS
0.03%:  REASONS I CAN NO
0.03%:  FOR A SECRET AND SHAM
0.03%:  FOR REASONS I CAN ONLY DESCRIBE AS T
0.03%:  HORSES AND ETC
0.03%:  HIS
0.03%:  FOR AN ORAL
0.03%:  FOR SOME "SECRET
0.12%:  FOR SOME "SECRET" REASONS
0.08%:  FOR SOME "SECRET REASONS
0.03%:  BAD REASON
0.03%:  MY SECRET HORSE CONF
0.03%:  FOR NO REASON I SWE
0.03%:  FOR CHESS RELATED REASONS MY
0.03%:  REASONS I CAN ONLY DESCRIBE AS FRA
0.03%:  A FEW MORE REASONS THAN ONE
0.03%:  STABLE REASONS OF HORSE CONCERN
0.03%:  BADASS
0.03%:  CHESS REASONS I AM NOT READY
0.03%:  THE SECOND OF
0.03%:  A HORSE MAY
0.03%:  FRE
0.03%:  FOR MORE REASONS THAN ONE I
0.03%:  FOR SOME REASON WE HAD
0.03%:  A HORSE TO READ
0.03%:  MACH
0.03%:  FOR SOME SECRET REASONS DEAL
0.03%:  THE SOLE
0.03%:  SOME D
0.03%:  FRA
0.03%:  FOR A DOCTOR
0.03%:  ANOTHER CLASS OF MY
0.03%:  MEDICAL CH
0.84%:  MEDICAL CHESS REASONS
0.03%:  A RIDE ON MY CH
0.03%:  A SHADOW
0.03%:  A NICE HORSE STORY
0.03%:  NOW
0.03%:  A SECRET AND INC
0.03%:  HORSE SCEN
0.03%:  A CERTAIN ANIMAL WHO
0.03%:  ESSAY
0.03%:  SOME HORSE RELATED "
0.03%:  WHAT I CAN ONLY DREAM ARE
0.16%:  WHAT I CAN ONLY DREAM ARE REASONS
0.03%:  SOME REASON THE LORD
0.03%:  FOR HORSE TO
0.03%:  REM
0.03%:  FOR A HORSE NAMED TY
0.03%:  THE ONLY REASON I SAID
0.07%:  THE ONLY REASON I SAID BEFORE
0.03%:  FOR MY HORSE TO BE
0.03%:  MENTAL REASON
0.03%:  FOR A HORSE NEC
0.03%:  MY CHESS TOR
0.03%:  OTHER REASONS I CAN ONLY DESCRIBE AS "FE
0.03%:  FOR A B
0.03%:  A HORSE NAMED "LE
0.03%:  FOR A COWBOY HAT
0.03%:  MAYBE A FRIEND
0.03%:  A RACE WITH SOMEONE
0.03%:  WHAT CAN ONLY BE SAID
0.03%:  A LESSON IN T
0.03%:  CHESS REASONS IT
0.03%:  MY HORSE AND FOR
0.03%:  MY HORSE NEEDS WATER
0.03%:  A SECRET MID
0.03%:  TWO CHESS BOARD
0.03%:  A MANLY SECRET
0.07%:  A MANLY SECRET REASON
0.04%:  A MANLY SECRET HORSE
0.03%:  "HORSES AND CAR
0.03%:  CHESS AND MATE
0.04%:  CHESS AND MATE REASONS
0.03%:  REASONS I CAN ONLY DESCRIBE AS FOR
0.03%:  OTHER CIRC
0.03%:  REASONS I CANNOT EM
0.03%:  A HORSE NAMED "BOT
0.03%:  WHAT I CAN ONLY DESCRIBE AS "EER
0.03%:  OMIN
0.03%:  MY HORSE TO CLEAN
0.03%:  WHAT I CAN ONLY DESCRIBE AS "A" REASONS
0.03%:  OTHER REASONS MAN I
0.03%:  FOR NEW
0.08%:  FOR NEW HORSE
0.06%:  FOR NEW HORSE REASONS
0.04%:  FOR NEW HORSE IDEAS
0.03%:  A HORSE TEAM
0.03%:  NEW HOR
0.03%:  FOR A HORSE NAMED STAB
0.03%:  HORSE BASE
0.03%:  A NEW HORSE FOR
0.03%:  FOR MEDICAL REASONS IN CASE
0.03%:  AND I MEAN
0.03%:  MY HORSES TO LEARN
0.03%:  FOR A NEW
0.03%:  A RIDE WITH SOMEONE
0.03%:  A SECRET REASON MY
0.03%:  A FRIEND WHO IS
0.03%:  TEAM CHE
0.03%:  SOME REASON THEY CAN
0.03%:  HORSES I ALREADY
0.03%:  A FEW HORSE RID
0.03%:  THE ESS
0.08%:  THE ESSENCE OF WIN
0.07%:  THE ESSENCE OF MY
0.06%:  THE ESSENCE OF A
0.03%:  FOR THE ONLY
0.19%:  FOR THE ONLY REASON I
0.09%:  FOR THE ONLY REASON A
0.03%:  FOR A HORSE S
0.03%:  WHAT I CAN ONLY DESCRIBE AS FREE
0.03%:  CHESS RELATED REASONS OR MAY
0.03%:  MORE REASONS THAN I CAN EASILY AD
0.03%:  FOR SOME REASON H
0.03%:  WHAT REASONS I
0.05%:  WHAT REASONS I CAN
0.06%:  WHAT REASONS I CAN ONLY
0.05%:  WHAT REASONS I CAN ONLY DESCR
0.04%:  WHAT REASONS I CAN ONLY DESCRIBE AS "FOR
0.03%:  WHAT REASONS I DON
0.03%:  FAMILY REASON
0.03%:  A "CH
0.04%:  A "CHESS RELATED
0.03%:  A CERTAIN HORSE OF MY OWN
0.03%:  MY NEWEST
0.08%:  MY NEWEST HORSE
0.26%:  MY NEWEST HORSE FRIEND
0.06%:  MY NEWEST FRIEND
0.03%:  WHAT I CAN ONLY DESCRIBE FOR REASONS AS A
0.03%:  AN EARLIER MEET
0.03%:  RANDOM CHESS REASONS OR
0.03%:  FOR HORSE SW
0.03%:  SOME REASON I WON
0.03%:  A SERIES OF MATCH
0.03%:  W
0.03%:  ANIMAL CHESS ACTION
0.03%:  BEYOND THE
0.03%:  FOR A BAR
0.03%:  TENSE
0.26%:  TENSE REASONS
0.03%:  FOR CHESS REASONS OB
0.03%:  ALSO REASONS
0.03%:  BAR
0.03%:  BARN DANCE
0.03%:  CHESS CAM
0.03%:  SOME HORSEY REASONS I NEED
0.03%:  FOR REASONS I NEED TO CLAR
0.03%: SOME RID
0.03%:  CHESS RELATED REASONS I FEAR
0.03%:  FOR A HORSES ONLY
0.03%:  FOR THE SAME REASONS ALREADY
0.03%:  BONES
0.03%:  FOR MYS
0.03%:  FOR AN AWESOME HORSE AND
0.03%:  SOME REASON I DO
0.03%:  ANOTHER SERIES
0.03%:  FOR OTHER REASONS I MEAN
0.03%:  WHAT I CAN ONLY DESCRIBE AS " A
0.03%:  CAR
0.05%:  CARROT
0.35%:  CARROT REASONS
0.03%:  A HORSE OF REASON
0.03%:  HAY
0.03%:  FOR CERE
0.03%:  "HORSE REASONS" AS
0.03%:  SOME ACTION
0.03%:  CHESS REASONS I MEAN
0.03%:  ANOTHER RANDOM
0.03%:  A HORSE NAMED RON
0.03%:  NO OTHER
0.03%:  OH NO
0.13%:  OH NO REASON
0.03%:  A WILD
0.13%:  A WILD HORSE RACE
0.03%:  SO
0.05%:  SO MANY
0.03%:  ANOTHER CON
0.03%:  A RANCH
0.04%:  A RANCH DRESS
0.03%:  A HORSE NAMED SE
0.03%:  SCARY
0.07%:  SCARY HORSE
0.03%:  SOME HORSE RELATED REASONS 
0.03%:  A HORSE RIDES
0.03%:  MORAL REASONS I CAN
0.03%:  A SERIES OF RANDOM
0.12%:  A SERIES OF RANDOM REASONS
0.03%:  OTHER REASONS AND MAYBE ALSO FOR A
0.03%:  FOR AN IND
0.04%:  FOR AN INDOORS
0.03%:  STABLE REF
0.03%:  FOR CHESS CLIN
0.03%:  FOR SOME REASONS I CANNOT HEREBY
0.03%:  SECRETS I
0.04%:  SECRETS I CAN
0.03%:  REASONS I CAN ONLY DESCRIBE AS "ME
0.03%:  HORSES OF WAR
0.03%: SOME REASON I DON
0.03%:  A HORSE I ONCE
0.03%:  FOR MY HOB
0.03%:  FOR RACE DAY
0.03%:  CARD
0.03%:  CHESS REASONS AND MAY
0.03%:  FOR REASONS I CAN NOT DIS
0.03%:  FOR SOME IN
0.03%:  A HORSE AND T
0.03%:  SEN
0.03%:  HORSES OF MY
0.03%:  TEAM SCIENCE
0.03%:  A SECRET SEC
0.03%:  MEAN
0.03%:  FOR MORE REASONS THAN CAN EASILY BE AD
0.03%:  FOR AN AWESOME HORSE IDEA
0.03%:  SOMEONE WITH
0.03%:  "MORE
0.06%:  "MORE HORSE
0.03%:  I AM A HORSE AND ALSO
0.03%:  A SHORT RIDE ON
0.03%:  SECRET HAND
0.03%:  FOR A HORSE AND TWO
0.03%:  FOR A HORSE AND AN
0.03%:  FOR SOME REASONS I CAN NOT
0.03%:  AS
0.03%:  OTHER REASONS AND REASONS OF A
0.03%:  OTHER REASONS IN MY CASE
0.03%:  A HORSE NAMED BOOT
0.03%:  HORSES I NEED TO CLEAN
0.03%:  MY CHEAT
0.03%:  CHESS REASONS"
0.03%:  A LESSON OF MY
0.03%:  SOME REASONS I CANNOT SAY HERE
0.03%:  A NICE HORSE NAMED "
0.03%:  FOR SOME REASONS I WON
0.03%:  OTHER REASONS AND I CAN
0.03%:  A HORSE IN MY
0.03%:  I NEED TO SEE IF
0.03%:  OTHER REASONS I CAN ONLY DESCRIBE AS M
0.03%:  LIES
0.03%:  MATH LESS
0.03%:  FOR MY NEW HORSE IN
0.03%:  I CAN ONLY DESCRIBE THEM AS "FOR
0.08%:  I CAN ONLY DESCRIBE THEM AS "FOR REASONS
0.03%:  REASONS I CAN ONLY DESCRIBE AS "WEATHER
0.03%:  FOR A RIDE ON MY CH
0.03%:  AWESOME RIDES ON
0.03%:  FOR MORE REASONS THAN ON
0.03%:  A HORSE NAMED "BON
0.03%:  RANDOM HORSE REASONS I CAN
0.03%: A LESSON
0.03%:  CHESS RELATED REASONS IN ANY
0.03%:  HORSES ARE COOL
0.03%:  FOR AWHILE
0.03%:  HORSE TIES
0.03%:  "A HORSE TO
0.03%:  SWEET SCIENCE
0.03%:  STABLE HORSE REASONS I
0.03%:  OTHER REASONS AND NOW
0.03%:  "CHESS BOARD REASONS
0.03%:  REASONS I CAN ONLY DESCRIBE AS "RO
0.03%:  A HORSE NAMED "A
0.03%:  SOME HORSE D
0.03%:  SECRETS I CAN ONLY
0.03%:  "CHESS AND MATE
0.04%:  "CHESS AND MATE" REASONS
0.03%:  FOR SOME SECRET REASONS WH
0.03%:  SCHEMES
0.03%:  A HORSE TO NAME
0.03%:  A CERTAIN HORSE MAN
0.03%:  THE WOR
0.03%:  THE WORLDS
0.03%:  COS
0.03%:  A LESSON IN H
0.03%:  A STABLE HORSE AND
0.03%:  WHERE
0.03%:  WHAT I CAN ONLY DESCRIBE AS A FEW R
0.03%:  A RIDE IN
0.03%:  RIDES IN
0.03%:  REASONS I NEED TO CONF
0.03%:  TO RIDE MY HORSE IN
0.03%:  FOR SOME SECRET REASONS WE
0.03%:  FOR SOME SECRET REASONS WE DON
0.03%:  A SECRET REASON WE DON
0.03%:  FOR SOME REASON AT
0.03%:  SOME STRO
0.03%:  READ
0.03%:  FOR MY OWN SECRET REASONS I CAN
0.03%:  SOME SORT OF RACE
0.03%:  RANDOM ASS
0.03%:  A STABLE OF CH
0.03%:  HORSES CANNOT
0.03%:  FOR MY LESSON IN THE
0.03%:  REASONS I CAN ONLY DESCRIBE AS "HOW
0.03%:  REASONS DEAL
0.03%:  A WILD HORSE NAM
0.03%:  FOR SOME STAB
0.03%:  MY HORSE AND ALSO FOR A
0.03%:  FOR MY NEWEST
0.10%:  FOR MY NEWEST HORSE
0.03%:  REASONS I CANNOT DESCRIBE OR ELSE MY
0.03%:  DRAW
0.03%:  A CERTAIN HORSE AND M
0.03%:  MY HORSE FE
0.03%:  ONE BRIEF
0.03%:  FOR A DANCE LESS
0.03%:  A HORSE NAMED CAR
0.03%:  A SECRET REASON WE CAN
0.03%:  A HORSES AND
0.03%:  CHESS RACE
0.04%:  CHESS RACE REASONS
0.03%:  ESSENCE OF CH
0.03%:  SOME CHEER
0.03%:  FOR SOME BREED
0.03%:  STABLE AWESOME CH
0.03%:  FOR MY HORSE ANAL
0.03%:  STABLE REASONS FOR MY
0.03%:  STABLE REASONS FOR MY HORSE AND
0.03%:  A SECRET AND IL
0.03%:  FOR ONE HORSE NAM
0.04%:  FOR ONE HORSE NAMED "
0.03%:  A HORSE NAMED COL
0.03%:  AN "AFTER
0.03%:  AN "AFTER SCHOOL
0.03%:  FOR A HORSE CLIN
0.03%:  HORSE DINNER
0.03%:  WASH
0.03%:  FOR SOME REASONS I CANNOT HEREBY DIS
0.03%:  HORSES ONLINE
0.03%:  A "HORSE AND A
0.03%:  WONDER
0.03%:  FOR SOME REASONS I CAN NOT DESCR
0.03%:  FOR THE SAME REASONS I
0.03%:  A STABLE AND
0.05%:  A STABLE AND REASON
0.03%:  "HORSE AND MAN
0.05%:  "HORSE AND MAN" REASONS
0.03%:  RELIEF
0.03%:  BET
0.03%:  "STABLE FRIENDS" REASONS
0.03%:  REASONS I CAN ONLY DESCRIBE FOR
0.03%:  HORSES ARE NICE
0.03%:  LADY
0.05%:  LADY REASONS
0.03%:  FOR REASONS I CAN ONLY DESCRIBE AS "WE
0.03%:  MY STABLE OF CH
0.03%:  REASONS MY
0.03%:  REAL AWESOME
0.03%:  SOME REASON I WONDER IF
0.03%:  FOR SOME SECRET REASONS AND I
0.03%:  FOR A RACE BETWEEN H
0.03%:  SOME STABLE RE
0.03%:  A RELATED
0.03%:  BARN DANCE CLASS
0.03%:  HORSES AND WOMEN
0.03%:  ANOTHER SC
0.03%:  THE REASONS I SAID
0.12%:  THE REASONS I SAID BEFORE
0.05%:  THE REASONS I SAID EARL
0.03%:  CHESS EN
0.03%:  FOR REASONS I CANNOT DISC
0.03%:  MAND
0.03%:  MAYBE THE
0.03%:  CODE
0.14%:  CODE REASONS
0.03%:  FOR THE ONLY REASON WE
0.03%:  SOME HORSE "
0.03%:  FOR REASONS I CAN ONLY DESCRIBE AS "HA
0.03%:  FOR A NICE CH
0.03%:  FOR ME AND ANOTHER
0.03%:  A FRIENDS
0.03%:  RIDES ON MY NEW
0.03%:  WIN
0.03%:  STABLE REASONS WHY
0.03%:  HORSES CAN BE
0.04%:  HORSES CAN BE TRAIN
0.03%:  CHESS REASONS IN MY
0.03%:  CERTAIN CHESS MAN
0.03%:  FOR A HORSE IS
0.03%:  SOME REALITY REASONS
0.03%:  FOR A RIDE ON SOME
0.03%:  A LESSON WITH MY FRIEND "
0.03%:  SOME HORSE RELATED REASONS NO
0.03%:  FOR CHESS REASONS CLEAR
0.03%:  CHESS REASONS 
0.03%:  FOR THE REAL
0.09%:  FOR THE REAL REASONS
0.03%:  AN ENDLESS RACE
0.03%:  DINNER WITH MY
0.03%:  FOR A HORSE AND MYS
0.03%:  HORSEY REASONS AND
0.04%:  HORSEY REASONS AND ALSO
0.03%: SOME SCIENCE
0.03%:  A SECRET RACES
0.03%:  FOR ONLINE
0.03%:  OTHER REASONS I ALREADY CAN
0.03%:  CHESTS
0.03%:  HORSEY REASONS I CAN
0.03%:  FOR SOME HORSE IDEA
0.03%:  A HORSE DOES NOT
0.03%:  FOR MY NEW HORSE SIDE
0.03%:  FOR "CHESS" RELATED
0.03%:  HORSE AND B
0.04%:  HORSE AND BONES
0.03%:  HORSE AND BONES REASONS
0.03%:  HORSE AND BONE
0.05%:  HORSE AND BONE REASONS
0.03%:  FOR A HORSE AND SOME REASONS
0.03%:  A HORSE RACE AND
0.04%:  A HORSE RACE AND ALSO
0.03%:  FOR REASONS I CAN NO
0.03%:  ANY REASON I CARE
0.03%:  MY HORSE FRIENDS TO
0.03%:  CERTAIN CHESS RE
0.03%:  A FEW CHESS REASONS
0.03%:  RIDES WITH
0.03%:  CHESS AND MORE
0.03%:  CHESS REASONS MY
0.03%:  A HORSE NAMED "STR
0.03%:  SHINY NEW
0.27%:  SHINY NEW REASONS
0.03%:  FOR NEED
0.03%:  MY OWN BOARD
0.03%:  HORSE ISLAND
0.03%:  A CHEESE
0.04%:  A CHEESE SAND
0.03%:  AWESOME NEWS
0.03%:  TWO CHESS BOARD REASONS
0.03%:  CERTAIN AND
0.03%:  HORSES AND E
0.03%:  A MORE
0.03%:  WESTERN
0.03%:  A HORSE SW
0.03%:  A NEED
0.03%:  A CERTAIN "HORSE AND
0.03%:  FOR THE REASONS I DESCR
0.03%:  "MEDICAL
0.03%:  HISTORY REASON
0.03%:  NORMAL CH
1.71%:  NORMAL CHESS REASONS
0.03%:  REAL CHE
0.03%:  SOME CHEESE AND
0.03%:  WHAT CAN ONLY DESCR
0.03%:  FOR WHAT I
0.04%:  FOR WHAT I CAN
181.00%:  FOR WHAT I CAN ONLY DESCRIBE AS REASONS
61.93%:  FOR WHAT I CAN ONLY DESCRIBE AS A
26.12%:  FOR WHAT I CAN ONLY DESCRIBE AS "A
9.75%:  FOR WHAT I CAN ONLY DESCRIBE AS "AWESOME
217.66%:  FOR WHAT I CAN ONLY DESCRIBE AS "AWESOME REASONS
